word	tag	auc	auc_flipnull	n_models	base_share	aligned_share
proved	verb	0.4239	0.5359	69	0.000051	0.000045
hers	noun	0.4239	0.4724	34	0.000014	0.000011
attacking	verb	0.4239	0.6274	38	0.000020	0.000014
bad	adjective	0.4239	0.5005	63	0.000038	0.000031
hood	noun	0.4234	0.4981	45	0.000019	0.000017
consisted	verb	0.4234	0.5161	43	0.000024	0.000021
miners	noun	0.4234	0.5250	60	0.000020	0.000018
please	verb	0.4234	0.5473	83	0.000094	0.000083
falling	verb	0.4234	0.4452	57	0.000024	0.000025
pull	verb	0.4234	0.5340	92	0.000466	0.000448
roads	noun	0.4234	0.5246	22	0.000009	0.000005
triumph	noun	0.4234	0.5872	88	0.000028	0.000029
warnings	noun	0.4232	0.4809	32	0.000012	0.000009
mont	verb	0.4230	0.5364	30	0.000011	0.000007
guitar	noun	0.4230	0.5128	33	0.000017	0.000011
stumble	adjective	0.4230	0.5326	73	0.000023	0.000023
shaved	verb	0.4225	0.4929	43	0.000024	0.000017
across	adverb	0.4225	0.4643	34	0.000012	0.000009
long	adverb	0.4225	0.4669	92	0.000700	0.000600
works	noun	0.4225	0.5217	37	0.000013	0.000010
chest	noun	0.4225	0.5208	92	0.000278	0.000266
altar	noun	0.4223	0.5104	72	0.000036	0.000030
chairs	noun	0.4223	0.4875	60	0.000019	0.000018
hired	verb	0.4220	0.4556	84	0.000058	0.000054
play	verb	0.4220	0.4877	92	0.000706	0.000687
stairs	noun	0.4220	0.5874	91	0.000062	0.000059
breaking	noun	0.4220	0.5314	44	0.000017	0.000013
climbed	verb	0.4220	0.5236	91	0.000844	0.000792
car	noun	0.4220	0.5132	92	0.000166	0.000151
land	noun	0.4216	0.5751	92	0.000142	0.000132
welcome	verb	0.4216	0.4943	42	0.000026	0.000019
beating	verb	0.4216	0.6330	54	0.000026	0.000020
free	verb	0.4216	0.5822	87	0.000093	0.000082
louder	adjective	0.4211	0.5595	45	0.000016	0.000013
throwing	noun	0.4211	0.5128	31	0.000011	0.000008
vampires	noun	0.4211	0.5076	21	0.000009	0.000005
slapped	verb	0.4211	0.4707	87	0.000245	0.000273
cocked	verb	0.4211	0.4499	82	0.000093	0.000082
become	verb	0.4206	0.5388	92	0.000888	0.000849
appoint	verb	0.4206	0.4764	43	0.000016	0.000014
entering	verb	0.4206	0.5359	91	0.000221	0.000194
students	noun	0.4206	0.4972	85	0.000076	0.000072
originally	adverb	0.4206	0.5113	55	0.000019	0.000018
whacked	verb	0.4206	0.5250	43	0.000038	0.000022
figure	noun	0.4206	0.5586	77	0.000036	0.000032
cleavage	noun	0.4206	0.4716	23	0.000009	0.000006
cleaning	noun	0.4201	0.5066	54	0.000022	0.000019
stole	adjective	0.4201	0.5723	35	0.000012	0.000009
name	noun	0.4201	0.5331	85	0.000054	0.000051
enlisted	verb	0.4201	0.5605	89	0.000028	0.000029
trunk	noun	0.4201	0.5551	68	0.000026	0.000022
slam	verb	0.4201	0.4480	63	0.000039	0.000038
ends	verb	0.4201	0.5936	49	0.000019	0.000018
north	adjective	0.4199	0.4513	20	0.000011	0.000004
throttle	noun	0.4199	0.4915	38	0.000014	0.000011
dispose	verb	0.4199	0.5000	32	0.000013	0.000009
bridge	noun	0.4197	0.6153	49	0.000024	0.000018
caress	verb	0.4197	0.4674	91	0.000131	0.000118
deafening	verb	0.4197	0.5248	74	0.000024	0.000024
political	adjective	0.4197	0.4513	51	0.000018	0.000016
arrivals	noun	0.4197	0.5246	63	0.000021	0.000019
paper	noun	0.4197	0.5614	92	0.000062	0.000057
round	noun	0.4194	0.4709	42	0.000014	0.000012
information	noun	0.4192	0.6023	86	0.000036	0.000038
published	verb	0.4192	0.4764	90	0.000078	0.000073
drank	verb	0.4187	0.5577	91	0.000320	0.000287
Margaret	noun	0.4187	0.5595	21	0.000009	0.000006
hid	noun	0.4187	0.5388	91	0.000467	0.000406
Democrats	noun	0.4185	0.5345	66	0.000022	0.000020
approved	verb	0.4182	0.4986	83	0.000110	0.000097
bench	verb	0.4182	0.5714	63	0.000024	0.000022
tree	noun	0.4182	0.5652	91	0.000069	0.000066
urge	noun	0.4182	0.5510	89	0.000086	0.000080
don't	adverb	0.4180	0.5057	84	0.001332	0.001141
boom	noun	0.4180	0.6184	40	0.000014	0.000011
evacuate	verb	0.4178	0.5298	83	0.000026	0.000027
field	noun	0.4178	0.5106	80	0.000034	0.000031
own	adjective	0.4178	0.5276	90	0.000066	0.000068
laughter	noun	0.4175	0.4542	48	0.000017	0.000014
blouse	noun	0.4173	0.4995	55	0.000019	0.000017
terrifying	verb	0.4173	0.5376	30	0.000011	0.000008
cats	noun	0.4173	0.5123	43	0.000016	0.000013
ragged	adjective	0.4173	0.5012	22	0.000009	0.000005
angrily	adverb	0.4173	0.4641	91	0.000125	0.000117
repent	verb	0.4171	0.5749	36	0.000021	0.000014
life	noun	0.4168	0.5428	88	0.000075	0.000068
captioned	verb	0.4164	0.5321	80	0.000051	0.000047
tug	noun	0.4164	0.4998	78	0.000046	0.000040
spine	noun	0.4159	0.5043	92	0.000068	0.000066
attention	noun	0.4159	0.5390	90	0.000029	0.000029
lecture	verb	0.4159	0.5404	86	0.000028	0.000027
ejaculated	verb	0.4159	0.4858	53	0.000018	0.000016
ship	noun	0.4156	0.4752	32	0.000016	0.000009
rested	verb	0.4154	0.4929	92	0.000430	0.000418
mines	noun	0.4154	0.5019	53	0.000019	0.000016
shooting	verb	0.4154	0.5213	23	0.000013	0.000008
ish	noun	0.4149	0.5572	84	0.000029	0.000028
once	adverb	0.4149	0.4820	92	0.000763	0.000701
disappointment	noun	0.4149	0.5302	57	0.000021	0.000016
astronomy	noun	0.4149	0.4920	73	0.000024	0.000025
numb	adjective	0.4145	0.5175	85	0.000032	0.000031
matter	noun	0.4145	0.5099	83	0.000039	0.000035
U	noun	0.4145	0.5560	52	0.000027	0.000019
wounded	verb	0.4145	0.6371	51	0.000023	0.000021
way	noun	0.4145	0.5449	81	0.000062	0.000052
feeding	verb	0.4140	0.5132	47	0.000016	0.000015
mesh	noun	0.4140	0.5208	51	0.000017	0.000015
few	adjective	0.4140	0.5577	92	0.000029	0.000032
gorgeous	adjective	0.4140	0.5543	25	0.000010	0.000006
required	verb	0.4140	0.4953	92	0.000375	0.000341
backdoor	noun	0.4140	0.5236	75	0.000024	0.000023
Singapore	noun	0.4140	0.5695	56	0.000018	0.000017
dry	adjective	0.4135	0.5610	67	0.000044	0.000037
on	adverb	0.4135	0.5047	43	0.000028	0.000021
rubbing	verb	0.4135	0.5728	73	0.000028	0.000026
opening	verb	0.4135	0.5475	88	0.000141	0.000122
return	verb	0.4135	0.4693	92	0.000773	0.000686
brought	verb	0.4130	0.5681	92	0.002576	0.002347
east	noun	0.4130	0.4929	56	0.000022	0.000020
stranded	verb	0.4130	0.4811	76	0.000024	0.000024
subdued	verb	0.4128	0.5515	66	0.000023	0.000022
pigeon	noun	0.4128	0.5543	84	0.000027	0.000026
burnt	verb	0.4126	0.5718	79	0.000089	0.000072
hung	noun	0.4126	0.4565	91	0.000796	0.000723
slap	verb	0.4126	0.4924	87	0.000213	0.000184
operate	verb	0.4123	0.4731	64	0.000028	0.000025
rowed	verb	0.4121	0.5444	54	0.000024	0.000018
Ponte	noun	0.4121	0.5503	34	0.000012	0.000009
unbuttoned	adjective	0.4121	0.5704	46	0.000018	0.000015
bent	adjective	0.4121	0.4825	85	0.000138	0.000127
Lord	noun	0.4121	0.4953	51	0.000018	0.000017
cheek	noun	0.4116	0.5468	92	0.000151	0.000137
dried	verb	0.4116	0.5510	59	0.000039	0.000028
skip	noun	0.4116	0.5671	92	0.000029	0.000029
port	noun	0.4116	0.4230	25	0.000011	0.000006
existed	verb	0.4116	0.5671	92	0.000029	0.000029
streets	noun	0.4116	0.5444	91	0.000044	0.000040
rubbed	verb	0.4116	0.4884	90	0.000547	0.000485
pounds	noun	0.4116	0.5671	92	0.000029	0.000029
glow	noun	0.4116	0.5671	92	0.000029	0.000029
dollars	noun	0.4116	0.5671	92	0.000029	0.000029
Paris	noun	0.4116	0.5671	92	0.000029	0.000029
waters	noun	0.4116	0.5671	92	0.000029	0.000029
windows	noun	0.4114	0.5697	90	0.000098	0.000092
plenty	noun	0.4114	0.5362	66	0.000024	0.000022
devil	noun	0.4114	0.5291	76	0.000024	0.000024
made	verb	0.4112	0.5756	92	0.016274	0.015185
burst	noun	0.4109	0.5293	88	0.000102	0.000100
huge	adjective	0.4109	0.5040	56	0.000031	0.000025
fax	noun	0.4107	0.4962	25	0.000014	0.000006
disobey	verb	0.4107	0.4740	85	0.000066	0.000061
smacked	verb	0.4107	0.4969	64	0.000073	0.000061
huskily	adverb	0.4107	0.5043	47	0.000017	0.000013
oldest	adjective	0.4107	0.5307	49	0.000017	0.000015
responsibility	noun	0.4104	0.5650	90	0.000028	0.000029
objected	verb	0.4102	0.4962	23	0.000010	0.000006
Land	noun	0.4102	0.5028	67	0.000022	0.000021
been	verb	0.4102	0.5662	92	0.000145	0.000146
posted	verb	0.4102	0.5080	92	0.000433	0.000389
ever	adverb	0.4100	0.5515	86	0.000050	0.000048
lobby	noun	0.4097	0.4381	30	0.000013	0.000008
cops	noun	0.4097	0.5184	27	0.000019	0.000009
spices	noun	0.4097	0.5482	89	0.000028	0.000028
hard	adjective	0.4097	0.4759	91	0.000168	0.000155
perhaps	adverb	0.4097	0.5515	85	0.000134	0.000117
bag	noun	0.4097	0.4939	53	0.000027	0.000023
distance	noun	0.4097	0.5147	29	0.000013	0.000008
piazza	noun	0.4093	0.5652	81	0.000026	0.000025
send	verb	0.4093	0.5307	92	0.002282	0.002143
mud	noun	0.4093	0.6044	71	0.000043	0.000037
smile	verb	0.4090	0.5279	62	0.000051	0.000038
crush	noun	0.4090	0.5584	38	0.000013	0.000010
engine	noun	0.4088	0.4078	79	0.000029	0.000028
blood	noun	0.4088	0.5624	90	0.000134	0.000124
monitored	verb	0.4086	0.4712	76	0.000044	0.000041
affair	noun	0.4086	0.5362	40	0.000014	0.000011
Facebook	noun	0.4083	0.5135	30	0.000016	0.000009
bread	noun	0.4083	0.4698	87	0.000042	0.000040
room	noun	0.4083	0.5203	91	0.000098	0.000093
approve	verb	0.4083	0.5551	90	0.000157	0.000149
swung	verb	0.4081	0.4241	78	0.000053	0.000047
traders	noun	0.4078	0.5043	52	0.000028	0.000021
shatter	noun	0.4078	0.4820	79	0.000053	0.000049
pages	noun	0.4078	0.5208	46	0.000019	0.000015
apparently	adverb	0.4078	0.5539	37	0.000027	0.000029
glasses	noun	0.4078	0.5770	91	0.000064	0.000063
railing	noun	0.4074	0.5463	47	0.000021	0.000014
sweater	noun	0.4074	0.4759	61	0.000029	0.000023
blew	verb	0.4074	0.5454	90	0.000330	0.000309
picking	verb	0.4071	0.5241	80	0.000058	0.000052
Ms	noun	0.4069	0.5298	83	0.000249	0.000219
squirm	verb	0.4069	0.5111	58	0.000069	0.000055
champagne	noun	0.4069	0.5955	91	0.000030	0.000030
thigh	noun	0.4069	0.5189	91	0.000133	0.000121
material	noun	0.4067	0.4804	62	0.000026	0.000023
clerk	noun	0.4064	0.5293	25	0.000010	0.000006
gap	noun	0.4064	0.4991	41	0.000014	0.000011
sticks	noun	0.4064	0.6148	87	0.000054	0.000053
stood	verb	0.4064	0.5312	92	0.004197	0.003801
skirt	noun	0.4062	0.5470	38	0.000014	0.000010
tingling	noun	0.4062	0.5603	68	0.000051	0.000040
intend	verb	0.4060	0.5718	71	0.000062	0.000058
treating	verb	0.4060	0.4138	76	0.000030	0.000028
fault	noun	0.4060	0.4145	49	0.000016	0.000015
jump	verb	0.4060	0.5964	92	0.000201	0.000185
tumble	verb	0.4060	0.4622	47	0.000017	0.000012
buttoned	verb	0.4060	0.5643	48	0.000019	0.000015
hotly	adverb	0.4055	0.4490	40	0.000015	0.000011
praise	verb	0.4055	0.4381	43	0.000022	0.000017
site	noun	0.4055	0.5047	87	0.000031	0.000030
close	verb	0.4055	0.5340	92	0.000302	0.000261
heartbeat	noun	0.4050	0.4598	63	0.000021	0.000019
graveside	noun	0.4050	0.5766	87	0.000028	0.000027
When	adverb	0.4050	0.5288	27	0.000012	0.001347
satire	noun	0.4048	0.4802	26	0.000011	0.000006
image	noun	0.4045	0.4901	63	0.000023	0.000020
Via	noun	0.4045	0.5742	91	0.000029	0.000029
driver	noun	0.4045	0.5704	56	0.000024	0.000018
prefer	verb	0.4045	0.5647	57	0.000034	0.000026
overdue	adjective	0.4045	0.5276	70	0.000023	0.000021
ankles	noun	0.4045	0.5359	44	0.000017	0.000014
government	noun	0.4043	0.5071	78	0.000029	0.000027
piece	noun	0.4043	0.5035	46	0.000019	0.000013
parted	verb	0.4043	0.5222	48	0.000017	0.000015
need	noun	0.4041	0.5113	27	0.000017	0.000009
limp	adjective	0.4041	0.4707	92	0.000067	0.000060
day	noun	0.4041	0.5714	63	0.000033	0.000027
senior	adjective	0.4041	0.4560	43	0.000016	0.000012
flash	noun	0.4041	0.5279	92	0.000059	0.000053
led	verb	0.4041	0.5005	92	0.001451	0.001362
did	verb	0.4036	0.5468	92	0.004281	0.004001
Campo	noun	0.4036	0.5147	39	0.000014	0.000010
Piazza	noun	0.4036	0.5775	90	0.000029	0.000028
desire	noun	0.4034	0.5260	56	0.000030	0.000021
stamp	verb	0.4031	0.5548	91	0.000105	0.000100
called	verb	0.4031	0.4726	92	0.003888	0.003758
tales	noun	0.4029	0.4558	42	0.000016	0.000012
rip	verb	0.4026	0.4638	90	0.000328	0.000281
ingredients	noun	0.4026	0.5454	71	0.000022	0.000022
wounds	noun	0.4026	0.5435	91	0.000064	0.000061
loving	verb	0.4024	0.4693	80	0.000031	0.000031
kicking	verb	0.4022	0.4447	74	0.000031	0.000031
open	verb	0.4022	0.4353	92	0.000225	0.000201
exit	noun	0.4022	0.5331	91	0.000058	0.000058
sheep	noun	0.4022	0.4962	39	0.000016	0.000012
recovered	verb	0.4022	0.5586	77	0.000044	0.000037
Tribune	noun	0.4022	0.5312	42	0.000015	0.000011
preaching	verb	0.4022	0.5260	45	0.000016	0.000012
eyes	noun	0.4022	0.5279	92	0.000204	0.000193
wire	noun	0.4022	0.5678	90	0.000029	0.000029
quicken	verb	0.4019	0.5501	80	0.000026	0.000024
elbow	verb	0.4019	0.5028	44	0.000024	0.000016
mist	noun	0.4019	0.5430	90	0.000028	0.000029
realise	verb	0.4017	0.4979	34	0.000021	0.000020
certainly	adverb	0.4015	0.5539	46	0.000036	0.000024
brown	adjective	0.4012	0.4128	56	0.000020	0.000016
feed	verb	0.4012	0.5600	73	0.000033	0.000030
nipple	noun	0.4012	0.5061	55	0.000031	0.000022
screaming	verb	0.4012	0.4820	87	0.000036	0.000035
Torah	noun	0.4012	0.5784	47	0.000023	0.000016
bust	noun	0.4010	0.5102	22	0.000009	0.000005
suit	noun	0.4010	0.5142	64	0.000024	0.000021
overalls	noun	0.4010	0.4568	42	0.000016	0.000012
organise	verb	0.4010	0.5423	32	0.000021	0.000014
clues	noun	0.4010	0.5239	60	0.000020	0.000018
diagnosed	verb	0.4008	0.5388	77	0.000026	0.000026
ball	noun	0.4008	0.5794	60	0.000025	0.000021
shake	verb	0.4008	0.4390	91	0.000406	0.000358
cloud	noun	0.4008	0.5832	92	0.000031	0.000031
Monday	noun	0.4008	0.5808	87	0.000034	0.000031
term	noun	0.4008	0.5487	85	0.000034	0.000032
tip	noun	0.4008	0.5976	72	0.000031	0.000027
struggle	verb	0.4005	0.5362	90	0.000159	0.000144
sign	verb	0.4003	0.5246	92	0.000698	0.000643
thin	adjective	0.4003	0.4669	61	0.000033	0.000026
worshipped	verb	0.4003	0.5525	80	0.000116	0.000100
food	noun	0.4003	0.5336	92	0.000088	0.000082
placed	verb	0.4003	0.5789	92	0.006899	0.006210
pavement	noun	0.4003	0.4440	62	0.000033	0.000028
compose	verb	0.4000	0.4409	58	0.000020	0.000018
rebuilt	verb	0.4000	0.5203	56	0.000042	0.000031
flour	noun	0.3998	0.5430	92	0.000047	0.000043
serve	verb	0.3998	0.5142	92	0.000447	0.000417
feed	noun	0.3998	0.5385	70	0.000036	0.000031
seasoning	noun	0.3998	0.5411	89	0.000028	0.000028
collapse	verb	0.3998	0.4707	91	0.000168	0.000165
tossed	adjective	0.3996	0.4572	22	0.000012	0.000005
duck	noun	0.3996	0.4837	36	0.000019	0.000012
stone	verb	0.3993	0.5884	83	0.000027	0.000026
pummel	verb	0.3993	0.4537	67	0.000035	0.000032
betrayal	noun	0.3993	0.5411	42	0.000015	0.000011
crack	noun	0.3993	0.5695	91	0.000030	0.000029
wondered	verb	0.3993	0.4976	92	0.000565	0.000522
palm	noun	0.3991	0.5735	58	0.000020	0.000018
aloud	adverb	0.3989	0.5260	81	0.000038	0.000034
big	adjective	0.3989	0.5246	85	0.000097	0.000084
writhe	verb	0.3986	0.4438	88	0.000153	0.000132
dabbed	verb	0.3984	0.5397	67	0.000039	0.000034
means	verb	0.3984	0.4957	90	0.000408	0.000356
more	adjective	0.3984	0.4757	90	0.000078	0.000073
gets	verb	0.3984	0.5142	31	0.000014	0.000011
whimper	verb	0.3979	0.5047	77	0.000091	0.000075
cemetery	noun	0.3979	0.5546	90	0.000029	0.000028
surface	noun	0.3979	0.5031	76	0.000037	0.000035
thumb	verb	0.3979	0.5203	25	0.000011	0.000005
shillings	noun	0.3977	0.5045	26	0.000011	0.000006
sharply	adverb	0.3974	0.4986	57	0.000019	0.000017
hear	verb	0.3974	0.4499	92	0.000352	0.000326
encyclopedia	noun	0.3972	0.4858	26	0.000011	0.000006
weary	adjective	0.3970	0.4771	82	0.000026	0.000027
Thursday	noun	0.3970	0.5766	77	0.000026	0.000023
ear	noun	0.3970	0.6002	92	0.000124	0.000112
hearing	verb	0.3970	0.4622	89	0.000079	0.000070
tossed	verb	0.3970	0.5014	92	0.002308	0.002074
noncoms	noun	0.3965	0.4948	57	0.000020	0.000016
clapped	verb	0.3965	0.5827	91	0.000029	0.000030
makes	verb	0.3960	0.6016	57	0.000034	0.000027
American	noun	0.3960	0.6129	55	0.000024	0.000017
ravine	noun	0.3960	0.5841	75	0.000024	0.000023
woman	noun	0.3960	0.5636	80	0.000032	0.000030
cream	noun	0.3960	0.5265	39	0.000018	0.000011
anyone	noun	0.3960	0.4286	92	0.000480	0.000438
shrub	noun	0.3960	0.5430	47	0.000017	0.000012
tidings	noun	0.3956	0.5340	21	0.000009	0.000004
rebuild	verb	0.3953	0.5440	52	0.000045	0.000029
bra	noun	0.3951	0.5317	57	0.000031	0.000022
basement	noun	0.3951	0.5175	76	0.000057	0.000046
new	adjective	0.3951	0.5095	91	0.000115	0.000097
publish	verb	0.3951	0.5818	73	0.000069	0.000052
orders	noun	0.3951	0.4879	24	0.000010	0.000005
ordered	verb	0.3951	0.4863	92	0.000952	0.000875
started	verb	0.3946	0.5052	92	0.011199	0.010097
signs	noun	0.3946	0.5860	92	0.000031	0.000031
wonder	verb	0.3946	0.5709	92	0.000635	0.000556
euros	noun	0.3946	0.5435	64	0.000021	0.000019
sliced	verb	0.3946	0.5217	91	0.000357	0.000314
breathing	verb	0.3941	0.5180	89	0.000029	0.000029
Duomo	noun	0.3941	0.5567	23	0.000010	0.000005
trees	noun	0.3941	0.5671	92	0.000126	0.000120
injury	noun	0.3941	0.5149	54	0.000019	0.000015
potatoes	noun	0.3939	0.5943	72	0.000028	0.000023
chin	noun	0.3937	0.4565	89	0.000119	0.000104
ago	adverb	0.3937	0.5496	91	0.000029	0.000031
Hell	noun	0.3937	0.5057	45	0.000016	0.000012
write	verb	0.3937	0.5369	92	0.002461	0.002182
loss	noun	0.3937	0.5279	92	0.000037	0.000034
punish	verb	0.3937	0.5109	92	0.000299	0.000264
punching	verb	0.3937	0.4924	45	0.000024	0.000017
describing	verb	0.3932	0.5236	43	0.000016	0.000011
tracked	verb	0.3932	0.5506	75	0.000047	0.000042
rape	verb	0.3927	0.5109	57	0.000039	0.000028
brother	noun	0.3927	0.5406	92	0.000126	0.000111
trousers	noun	0.3925	0.5896	74	0.000034	0.000028
leap	noun	0.3922	0.5888	91	0.000029	0.000029
washed	verb	0.3922	0.4442	91	0.000262	0.000241
burned	verb	0.3922	0.5595	91	0.000596	0.000522
enter	verb	0.3922	0.5033	92	0.000130	0.000117
leaving	verb	0.3922	0.5643	92	0.000601	0.000556
hacked	verb	0.3922	0.5293	77	0.000053	0.000047
line	noun	0.3922	0.5109	88	0.000048	0.000047
rooms	noun	0.3922	0.4998	44	0.000019	0.000014
spe	adjective	0.3918	0.5180	27	0.000011	0.000006
swell	verb	0.3918	0.4754	51	0.000022	0.000016
guilt	noun	0.3918	0.5874	90	0.000029	0.000028
run	verb	0.3918	0.4589	92	0.001302	0.001217
hanging	verb	0.3915	0.5525	38	0.000021	0.000012
documentary	noun	0.3913	0.5236	81	0.000026	0.000025
shirt	noun	0.3913	0.4773	92	0.000109	0.000099
Q	noun	0.3913	0.4967	29	0.000017	0.000009
newspaper	noun	0.3913	0.5080	87	0.000040	0.000035
something	noun	0.3913	0.4858	92	0.000626	0.000592
sadness	noun	0.3911	0.5031	84	0.000028	0.000025
squirming	verb	0.3908	0.5080	40	0.000015	0.000010
buildings	noun	0.3904	0.5874	90	0.000029	0.000028
kissing	verb	0.3904	0.4757	40	0.000023	0.000013
ones	noun	0.3904	0.5449	53	0.000019	0.000015
Earth	noun	0.3899	0.5789	76	0.000040	0.000032
applauded	verb	0.3899	0.5888	91	0.000029	0.000028
curve	noun	0.3899	0.5147	61	0.000021	0.000017
west	noun	0.3899	0.5090	57	0.000029	0.000020
following	verb	0.3899	0.4976	85	0.000079	0.000065
cracking	verb	0.3897	0.4594	74	0.000026	0.000022
NCOs	noun	0.3897	0.5496	88	0.000028	0.000027
horizon	noun	0.3894	0.5444	83	0.000029	0.000027
Japanese	noun	0.3889	0.5338	36	0.000015	0.000009
download	verb	0.3889	0.5340	37	0.000015	0.000008
cheeks	noun	0.3889	0.5605	81	0.000042	0.000036
fell	verb	0.3889	0.5893	92	0.000774	0.000744
good	adjective	0.3889	0.5855	92	0.000130	0.000116
rode	verb	0.3889	0.5402	92	0.000313	0.000265
stagger	adjective	0.3885	0.5336	76	0.000069	0.000056
butt	noun	0.3885	0.4863	45	0.000023	0.000015
fondle	verb	0.3885	0.5198	87	0.000077	0.000065
dug	verb	0.3885	0.4858	85	0.000207	0.000201
Telegram	noun	0.3885	0.5184	69	0.000023	0.000021
jumping	verb	0.3880	0.5397	77	0.000064	0.000053
driving	verb	0.3880	0.5104	87	0.000059	0.000053
remains	noun	0.3880	0.5170	78	0.000039	0.000033
money	noun	0.3875	0.5248	82	0.000042	0.000037
tingle	noun	0.3875	0.4868	40	0.000024	0.000015
West	noun	0.3875	0.5172	58	0.000020	0.000017
straw	noun	0.3871	0.5031	58	0.000020	0.000017
tinge	noun	0.3871	0.5095	66	0.000022	0.000019
edges	noun	0.3871	0.5494	90	0.000029	0.000028
worship	verb	0.3868	0.5491	86	0.000073	0.000067
move	verb	0.3866	0.5359	92	0.002125	0.002014
sunglasses	noun	0.3866	0.4915	77	0.000041	0.000036
rounded	verb	0.3866	0.5773	60	0.000020	0.000018
sucked	verb	0.3866	0.5931	53	0.000035	0.000026
walking	verb	0.3866	0.5236	92	0.000480	0.000437
evict	verb	0.3866	0.5808	92	0.000151	0.000130
arrest	verb	0.3866	0.5959	91	0.000091	0.000076
hall	noun	0.3861	0.5350	65	0.000030	0.000025
sued	verb	0.3861	0.5383	85	0.000081	0.000066
daily	adjective	0.3856	0.5629	39	0.000015	0.000010
April	noun	0.3856	0.5926	45	0.000017	0.000011
sailed	verb	0.3856	0.5997	68	0.000031	0.000025
flew	verb	0.3856	0.5312	88	0.000135	0.000114
She's	verb	0.3856	0.4527	29	0.000012	0.000089
loose	adverb	0.3854	0.5085	76	0.000024	0.000024
lay	verb	0.3852	0.5543	92	0.000872	0.000789
pressure	noun	0.3852	0.4764	43	0.000022	0.000014
import	noun	0.3849	0.5184	32	0.000013	0.000007
bore	noun	0.3849	0.5109	82	0.000027	0.000026
owners	noun	0.3847	0.4934	42	0.000015	0.000012
father	noun	0.3847	0.6063	87	0.000084	0.000072
downloaded	verb	0.3842	0.4542	92	0.000153	0.000137
right	adverb	0.3842	0.5288	75	0.000056	0.000046
relief	noun	0.3842	0.5595	92	0.000093	0.000084
manhood	noun	0.3837	0.5539	79	0.000050	0.000043
road	noun	0.3833	0.5321	73	0.000044	0.000034
gratitude	noun	0.3833	0.5293	90	0.000029	0.000029
whiskey	noun	0.3833	0.5099	85	0.000028	0.000027
heck	noun	0.3833	0.5536	90	0.000029	0.000028
collarbones	noun	0.3833	0.5302	61	0.000021	0.000018
post	noun	0.3833	0.5090	73	0.000029	0.000024
chain	noun	0.3828	0.5352	76	0.000028	0.000025
source	noun	0.3828	0.5076	67	0.000029	0.000024
writhe	adjective	0.3823	0.4972	71	0.000065	0.000050
look	noun	0.3823	0.5345	57	0.000021	0.000016
masturbate	verb	0.3823	0.5548	81	0.000087	0.000067
program	noun	0.3819	0.5222	83	0.000028	0.000026
cries	noun	0.3819	0.5137	61	0.000021	0.000018
resisting	verb	0.3819	0.4721	77	0.000026	0.000024
fly	noun	0.3819	0.5099	69	0.000029	0.000025
director	noun	0.3816	0.5191	58	0.000021	0.000016
knocked	verb	0.3809	0.5279	91	0.001226	0.001128
itch	noun	0.3809	0.5347	62	0.000021	0.000017
bleed	verb	0.3809	0.5638	92	0.000174	0.000157
touching	verb	0.3800	0.5397	87	0.000031	0.000029
salad	noun	0.3795	0.5161	73	0.000024	0.000022
realised	verb	0.3795	0.5737	33	0.000032	0.000027
place	noun	0.3795	0.5425	91	0.000086	0.000086
incessantly	adverb	0.3795	0.4889	36	0.000014	0.000009
turkeys	noun	0.3793	0.5787	40	0.000018	0.000011
headed	verb	0.3790	0.5066	92	0.002630	0.002234
sunset	noun	0.3785	0.4726	69	0.000023	0.000020
papers	noun	0.3785	0.5454	87	0.000041	0.000035
bark	verb	0.3785	0.5106	78	0.000039	0.000032
ice	noun	0.3783	0.4905	60	0.000028	0.000022
why	adverb	0.3781	0.4731	91	0.000495	0.000383
save	noun	0.3781	0.5217	87	0.000028	0.000027
State	noun	0.3781	0.5430	85	0.000028	0.000026
round	adverb	0.3781	0.5321	50	0.000024	0.000016
handing	noun	0.3778	0.4981	80	0.000036	0.000032
note	verb	0.3776	0.5369	92	0.001017	0.000907
study	verb	0.3776	0.5737	89	0.000076	0.000068
quote	verb	0.3776	0.4967	25	0.000018	0.000008
scotch	noun	0.3776	0.4853	57	0.000021	0.000015
poured	verb	0.3776	0.5473	92	0.001188	0.001025
are	verb	0.3771	0.6248	92	0.001228	0.001224
nights	noun	0.3771	0.4820	89	0.000057	0.000052
galloped	verb	0.3771	0.4693	61	0.000032	0.000024
rock	noun	0.3771	0.5043	73	0.000095	0.000071
chocolate	noun	0.3769	0.5161	44	0.000018	0.000011
shrubs	noun	0.3767	0.5250	89	0.000029	0.000027
chairman	noun	0.3764	0.5012	46	0.000017	0.000012
county	noun	0.3762	0.5302	89	0.000029	0.000027
garage	noun	0.3757	0.5458	83	0.000051	0.000042
asking	verb	0.3757	0.4683	92	0.000287	0.000239
fellow	noun	0.3757	0.5168	64	0.000031	0.000022
garlic	noun	0.3757	0.5328	60	0.000022	0.000017
number	noun	0.3757	0.5012	82	0.000068	0.000055
again	adverb	0.3757	0.5298	92	0.000308	0.000254
plants	noun	0.3757	0.5595	83	0.000056	0.000046
lifeless	adjective	0.3755	0.5276	66	0.000023	0.000019
forehead	noun	0.3752	0.5161	91	0.000139	0.000122
bar	noun	0.3752	0.5652	64	0.000038	0.000028
floppy	adjective	0.3752	0.5059	26	0.000011	0.000005
steps	noun	0.3752	0.5893	87	0.000034	0.000032
