base,aligned,prompt,dose,n_words,layer,frac,T_bb,T_ba,T_ab,T_aa,T_bw,T_bn,cov_b,cov_a
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He loved her deeply and wanted to,1.2081,47,23,0.5750,1.223752,1.244617,1.152833,1.157601,1.243459,1.224703,0.004035,0.003570
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He loved her deeply and wanted to,1.2081,47,24,0.6000,1.192126,1.209038,1.170541,1.180555,1.208611,1.192433,0.006589,0.003620
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He loved her deeply and wanted to,1.2081,47,25,0.6250,1.221145,1.243197,1.188214,1.205132,1.242412,1.221758,0.007967,0.003656
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He loved her deeply and wanted to,1.2081,47,26,0.6500,1.209743,1.225184,1.177858,1.190690,1.224791,1.210046,0.010933,0.005487
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He loved her deeply and wanted to,1.2081,47,27,0.6750,1.286901,1.311455,1.213315,1.231156,1.309781,1.288372,0.009037,0.006459
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He loved her deeply and wanted to,1.2081,47,28,0.7000,1.330937,1.361392,1.268678,1.292109,1.359620,1.332479,0.012896,0.010662
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He loved her deeply and wanted to,1.2081,47,29,0.7250,1.220202,1.233179,1.147497,1.148816,1.233288,1.220096,0.062031,0.133368
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He loved her deeply and wanted to,1.2081,47,30,0.7500,1.152177,1.163034,1.123397,1.125313,1.163226,1.151978,0.095527,0.328661
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He loved her deeply and wanted to,1.2081,47,31,0.7750,1.169732,1.188133,1.127045,1.131289,1.188252,1.169544,0.084838,0.233383
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He loved her deeply and wanted to,1.2081,47,32,0.8000,1.147178,1.160469,1.124563,1.127660,1.160686,1.146957,0.137315,0.323303
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He loved her deeply and wanted to,1.2081,47,33,0.8250,1.154947,1.171194,1.126491,1.130872,1.171341,1.154751,0.118206,0.264219
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He loved her deeply and wanted to,1.2081,47,34,0.8500,1.151803,1.166698,1.125993,1.130426,1.166791,1.151650,0.109081,0.271051
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He loved her deeply and wanted to,1.2081,47,35,0.8750,1.164880,1.185466,1.130547,1.138658,1.185312,1.164855,0.085052,0.224912
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He loved her deeply and wanted to,1.2081,47,36,0.9000,1.158095,1.174694,1.127008,1.132929,1.174592,1.158058,0.076601,0.290859
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He loved her deeply and wanted to,1.2081,47,37,0.9250,1.181791,1.209692,1.138230,1.155076,1.209161,1.181980,0.075496,0.241683
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He loved her deeply and wanted to,1.2081,47,38,0.9500,1.217291,1.242919,1.160616,1.185815,1.242114,1.217756,0.075230,0.141125
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He loved her deeply and wanted to,1.2081,47,39,0.9750,1.297855,1.332471,1.246550,1.299708,1.330490,1.299504,0.106715,0.389644
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He loved her deeply and wanted to,1.2081,47,40,1.0000,1.389084,1.505892,1.226749,1.370170,1.505687,1.388726,0.580613,0.632326
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,0,0.0000,1.036312,1.037721,1.033963,1.035613,1.037965,1.036071,0.001156,0.001266
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,1,0.0250,1.084126,1.085189,1.093100,1.096113,1.084730,1.084634,0.000170,0.000193
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,2,0.0500,1.155614,1.152195,1.116852,1.104105,1.152374,1.155596,0.000712,0.001644
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,3,0.0750,1.102208,1.092342,1.078575,1.071315,1.092673,1.101965,0.001014,0.000896
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,4,0.1000,1.128491,1.122588,1.096788,1.094516,1.123167,1.127899,0.000877,0.001138
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,5,0.1250,1.468250,1.404487,1.251393,1.224367,1.404634,1.468438,0.000244,0.000339
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,6,0.1500,1.324476,1.298209,1.219480,1.198875,1.298404,1.324277,0.000543,0.000491
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,7,0.1750,1.254588,1.229088,1.146766,1.123098,1.230182,1.253396,0.000531,0.000368
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,8,0.2000,1.178269,1.147677,1.058896,1.043887,1.148749,1.177035,0.000615,0.001017
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,9,0.2250,1.267097,1.227755,1.197428,1.148658,1.227894,1.267122,0.000500,0.000160
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,10,0.2500,1.132167,1.115995,1.080923,1.070423,1.116074,1.132116,0.000219,0.000037
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,11,0.2750,1.180358,1.151329,1.137335,1.120245,1.151790,1.179897,0.000309,0.000025
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,12,0.3000,1.287940,1.252117,1.290864,1.237743,1.252752,1.287209,0.000285,0.000029
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,13,0.3250,1.332630,1.300981,1.599352,1.515038,1.300752,1.332893,0.000431,0.000015
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,14,0.3500,1.282197,1.253374,1.387061,1.356491,1.253606,1.281992,0.000696,0.000023
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,15,0.3750,1.271814,1.219786,1.220896,1.185781,1.220910,1.270605,0.000953,0.000042
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,16,0.4000,1.252816,1.221569,1.127413,1.112917,1.222256,1.252149,0.000746,0.000022
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,17,0.4250,1.231921,1.208489,1.103841,1.095104,1.209355,1.231015,0.000397,0.000013
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,18,0.4500,1.216216,1.208201,1.117733,1.115221,1.208900,1.215526,0.000372,0.000014
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,19,0.4750,1.092375,1.093026,1.062070,1.061450,1.093357,1.092030,0.000427,0.000021
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,20,0.5000,1.092619,1.090859,1.067484,1.065135,1.091113,1.092330,0.000334,0.000013
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,21,0.5250,1.070417,1.071126,1.056227,1.050425,1.071288,1.070231,0.000379,0.000016
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,22,0.5500,1.063384,1.060480,1.070811,1.058958,1.060844,1.062984,0.000300,0.000024
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,23,0.5750,1.114705,1.100849,1.070590,1.056345,1.101521,1.113943,0.001477,0.000039
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,24,0.6000,1.150331,1.114583,1.074744,1.059745,1.115673,1.149052,0.001785,0.000046
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,25,0.6250,1.102633,1.086504,1.119984,1.094639,1.087353,1.101640,0.002989,0.000177
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,26,0.6500,1.071591,1.065211,1.064874,1.059736,1.065716,1.071022,0.005412,0.000082
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,27,0.6750,1.052434,1.051412,1.041587,1.041351,1.051690,1.052139,0.026480,0.001206
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,28,0.7000,1.106443,1.097388,1.027848,1.029355,1.098165,1.105590,0.014822,0.001908
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,29,0.7250,1.096805,1.090171,1.039503,1.039577,1.090763,1.096165,0.101155,0.065503
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,30,0.7500,1.133244,1.121071,1.029464,1.025491,1.121871,1.132355,0.045005,0.027355
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,31,0.7750,1.121276,1.109912,1.030901,1.029193,1.110678,1.120431,0.047990,0.016810
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,32,0.8000,1.209363,1.180438,1.034612,1.033101,1.181152,1.208645,0.035544,0.022876
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,33,0.8250,1.214195,1.185586,1.030627,1.029287,1.186351,1.213419,0.032575,0.022207
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,34,0.8500,1.235489,1.203186,1.032111,1.031202,1.203998,1.234695,0.022653,0.021615
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,35,0.8750,1.356435,1.306751,1.034043,1.031802,1.307290,1.356037,0.024641,0.026629
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,36,0.9000,1.343697,1.298373,1.044061,1.040552,1.298725,1.343487,0.019570,0.026295
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,37,0.9250,1.336414,1.287377,1.038666,1.034936,1.287508,1.336444,0.026021,0.036821
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,38,0.9500,1.317045,1.282746,1.049251,1.044541,1.282632,1.317227,0.040369,0.062518
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,39,0.9750,1.188043,1.142039,1.062454,1.048521,1.142814,1.187232,0.105058,0.284293
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and a woman and he wanted to,1.2329,67,40,1.0000,1.113181,1.056726,1.072329,1.041616,1.056646,1.113880,0.509942,0.632927
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,0,0.0000,1.277961,1.265778,1.373342,1.350209,1.264933,1.278775,0.000988,0.001117
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,1,0.0250,1.072420,1.072898,1.098121,1.096926,1.073029,1.072287,0.000120,0.000133
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,2,0.0500,1.104102,1.093112,1.064439,1.057613,1.093362,1.103930,0.000426,0.001152
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,3,0.0750,1.060969,1.053171,1.055028,1.048839,1.053455,1.060740,0.000837,0.000785
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,4,0.1000,1.075496,1.066843,1.051674,1.044885,1.067371,1.074888,0.000723,0.001038
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,5,0.1250,1.271174,1.211957,1.163556,1.121186,1.212388,1.270902,0.000192,0.000237
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,6,0.1500,1.181871,1.147282,1.081796,1.072449,1.147889,1.181137,0.000511,0.000492
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,7,0.1750,1.313932,1.258817,1.140325,1.132761,1.259738,1.312980,0.000501,0.000212
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,8,0.2000,1.227561,1.215430,1.059456,1.058086,1.216036,1.226670,0.000389,0.000266
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,9,0.2250,1.153332,1.137593,1.068304,1.065074,1.138054,1.152820,0.000295,0.000052
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,10,0.2500,1.239986,1.236208,1.104115,1.104962,1.235592,1.240546,0.000105,0.000019
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,11,0.2750,1.131055,1.131707,1.090377,1.094522,1.132022,1.130672,0.000122,0.000030
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,12,0.3000,1.313325,1.305190,1.468287,1.472380,1.305498,1.313026,0.000138,0.000034
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,13,0.3250,1.407036,1.361850,1.757389,1.765234,1.361451,1.407749,0.000271,0.000056
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,14,0.3500,1.556547,1.480305,1.379457,1.362092,1.480551,1.556833,0.000356,0.000089
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,15,0.3750,1.794507,1.672303,1.814355,1.726756,1.672484,1.794895,0.000142,0.000081
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,16,0.4000,1.604075,1.559148,1.854407,1.755988,1.559935,1.603389,0.000214,0.000116
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,17,0.4250,1.494084,1.441106,1.382758,1.350976,1.445372,1.489607,0.000876,0.000061
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,18,0.4500,1.992951,1.941173,2.189405,2.176890,1.944356,1.990110,0.000705,0.000065
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,19,0.4750,1.284523,1.273394,1.374148,1.355660,1.275718,1.282212,0.000782,0.000119
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,20,0.5000,1.193066,1.179027,1.350708,1.293104,1.180771,1.191362,0.000454,0.000033
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,21,0.5250,1.107265,1.098810,1.172555,1.147537,1.100121,1.105921,0.000478,0.000079
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,22,0.5500,1.140621,1.123427,1.198084,1.161780,1.125285,1.138648,0.000752,0.000168
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,23,0.5750,1.163199,1.159744,1.271583,1.223125,1.161301,1.161615,0.003583,0.000706
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,24,0.6000,1.222077,1.206370,1.255275,1.204863,1.207855,1.220547,0.002836,0.000696
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,25,0.6250,1.082449,1.083949,1.056983,1.050926,1.084777,1.081598,0.004408,0.000578
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,26,0.6500,1.052122,1.054490,1.031829,1.030815,1.055103,1.051509,0.006032,0.000808
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,27,0.6750,1.055461,1.055856,1.041944,1.039331,1.056476,1.054848,0.006645,0.001413
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,28,0.7000,1.043791,1.042515,1.052984,1.046448,1.043071,1.043228,0.010996,0.002407
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,29,0.7250,1.055422,1.053116,1.026124,1.026088,1.053470,1.055053,0.019829,0.009616
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,30,0.7500,1.067585,1.059518,1.039230,1.033707,1.060003,1.067071,0.016242,0.008309
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,31,0.7750,1.052478,1.048405,1.029366,1.026446,1.048887,1.051969,0.025076,0.010717
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,32,0.8000,1.085856,1.075904,1.058900,1.047942,1.076478,1.085255,0.026317,0.014081
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,33,0.8250,1.089869,1.079908,1.062848,1.051085,1.080415,1.089342,0.030066,0.016704
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,34,0.8500,1.096283,1.085071,1.068071,1.052395,1.085695,1.095641,0.021713,0.016073
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,35,0.8750,1.121224,1.105147,1.093159,1.067874,1.105734,1.120630,0.022887,0.019882
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,36,0.9000,1.119551,1.104383,1.089671,1.069235,1.104988,1.118929,0.018360,0.015295
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,37,0.9250,1.123423,1.105183,1.099458,1.075284,1.105811,1.122757,0.025022,0.023905
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,38,0.9500,1.110699,1.098622,1.084994,1.069553,1.099119,1.110157,0.039381,0.040941
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,39,0.9750,1.089411,1.069566,1.111406,1.066449,1.070271,1.088618,0.110281,0.226260
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a man and he wanted to,1.2606,65,40,1.0000,1.039284,1.015408,1.134151,1.036072,1.015397,1.039517,0.492458,0.481510
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,0,0.0000,1.693599,1.696048,1.689934,1.693737,1.696142,1.693472,0.001061,0.001194
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,1,0.0250,1.704824,1.706694,1.696740,1.695371,1.706291,1.705157,0.000118,0.000138
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,2,0.0500,1.685805,1.689839,1.712644,1.713285,1.690053,1.685553,0.000447,0.001005
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,3,0.0750,1.692396,1.696185,1.725043,1.728429,1.696496,1.692090,0.000738,0.000659
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,4,0.1000,1.749223,1.752592,1.751518,1.755150,1.752784,1.748917,0.000700,0.000959
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,5,0.1250,1.986449,1.970657,1.856787,1.838961,1.970237,1.986814,0.000194,0.000241
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,6,0.1500,1.986723,1.984791,1.910017,1.926449,1.983889,1.987338,0.000371,0.000345
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,7,0.1750,2.095460,2.085030,1.837146,1.839436,2.083587,2.096654,0.000331,0.000142
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,8,0.2000,1.972441,1.961632,1.783326,1.788010,1.959964,1.973953,0.000429,0.000261
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,9,0.2250,1.927028,1.933076,1.855919,1.863209,1.932329,1.927579,0.000361,0.000102
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,10,0.2500,1.801067,1.793832,1.757405,1.761469,1.793484,1.801479,0.000094,0.000041
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,11,0.2750,1.823905,1.817869,1.742928,1.743646,1.817735,1.824064,0.000189,0.000098
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,12,0.3000,1.933764,1.910479,1.913906,1.900074,1.909180,1.935250,0.000290,0.000117
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,13,0.3250,1.916885,1.914539,1.975751,1.966332,1.914310,1.917208,0.000337,0.000078
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,14,0.3500,1.897221,1.891954,2.008770,2.007600,1.892125,1.897168,0.000450,0.000115
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,15,0.3750,1.873691,1.874319,2.114964,2.103730,1.875070,1.872961,0.000591,0.000282
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,16,0.4000,1.961621,1.949534,2.153020,2.136507,1.949244,1.961997,0.000523,0.000200
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,17,0.4250,1.947106,1.935952,2.082806,2.069353,1.935130,1.948042,0.000796,0.000225
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,18,0.4500,1.943348,1.920653,2.214439,2.188628,1.919876,1.944431,0.000588,0.000368
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,19,0.4750,1.846874,1.836873,2.072033,2.033228,1.836289,1.847574,0.000947,0.000529
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,20,0.5000,1.761941,1.761394,1.890985,1.862430,1.761204,1.762142,0.000430,0.000165
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,21,0.5250,1.687665,1.689036,1.907158,1.870019,1.689527,1.687191,0.000402,0.000302
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,22,0.5500,1.697904,1.705306,1.843393,1.847242,1.705910,1.697286,0.000733,0.000628
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,23,0.5750,1.775820,1.784616,2.033036,2.028890,1.785259,1.775140,0.002894,0.004981
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,24,0.6000,1.750287,1.747790,2.043139,2.009854,1.748833,1.749149,0.002416,0.002288
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,25,0.6250,1.691252,1.699211,1.852499,1.834240,1.699938,1.690490,0.005122,0.004208
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,26,0.6500,1.705691,1.707796,2.067280,2.035228,1.708577,1.704848,0.007958,0.004528
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,27,0.6750,1.663840,1.666979,2.002404,2.001845,1.667618,1.663199,0.017009,0.004817
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,28,0.7000,1.758383,1.754528,2.107391,2.088626,1.755444,1.757385,0.013750,0.016387
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,29,0.7250,1.841477,1.822417,2.113337,2.087634,1.823224,1.840685,0.042473,0.071078
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,30,0.7500,1.810181,1.794720,2.071351,2.045249,1.795570,1.809309,0.027801,0.043787
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,31,0.7750,1.819106,1.803414,2.089795,2.065165,1.804190,1.818328,0.029347,0.036734
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,32,0.8000,1.854805,1.833518,2.073708,2.050700,1.834186,1.854165,0.027519,0.031583
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,33,0.8250,1.867560,1.845911,2.081288,2.061281,1.846818,1.866667,0.026888,0.030203
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,34,0.8500,1.848830,1.829353,1.997391,1.967828,1.830427,1.847749,0.022205,0.024715
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,35,0.8750,1.945404,1.910428,2.026542,1.989161,1.911301,1.944577,0.024001,0.029970
zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,He was a woman and he wanted to,1.9638,58,36,0.9000,1.942856,1.913518,2.009899,1.975357,1.914210,1.942178,0.018822,0.022210
