base,pref,prompt_domain,word_category,n_prompts,js_sft,js_pref,share
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,property,violent,147,0.00090276,0.00090913,0.992996
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,violence,violent,315,0.0032688,0.00357285,0.914902
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,taboo,violent,151,0.00129931,0.0014652,0.886777
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,other,violent,52,0.00318432,0.0033575,0.948418
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,contradiction,violent,63,0.00153818,0.00166066,0.926243
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,sexual,violent,62,0.00115262,0.00146908,0.784589
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,animal,violent,78,0.00195761,0.00212825,0.919822
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,betrayal,violent,56,0.00056567,0.00055505,1.019147
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,labor,violent,24,0.00076608,0.00072874,1.051231
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,insurance,violent,10,0.00069505,0.00060223,1.154119
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,immigration,violent,3,0.00045351,0.00044562,1.01772
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,medical,violent,9,0.0005256,0.00048357,1.086907
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,banking,violent,2,0.00123375,0.00082777,1.490442
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,utilities,violent,6,0.00023774,0.00023194,1.025011
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,power,violent,10,0.0022523,0.00240766,0.935472
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,neutral,violent,39,0.00156324,0.00162154,0.964046
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,institutional,violent,21,0.00209237,0.00235321,0.889157
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,police,violent,5,0.00256316,0.00370556,0.691707
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,consumer,violent,5,0.00018956,0.00031422,0.603276
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,civic,violent,8,0.00077335,0.00064846,1.192599
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,housing,violent,11,0.00030038,0.00036915,0.813722
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,benefits,violent,5,6.202e-05,7.072e-05,0.876876
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,education,violent,2,0.0003681,0.00037049,0.993534
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,death,violent,1,0.00104906,0.00104906,1.0
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,substance,violent,5,0.00041946,0.00040977,1.023633
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,profanity,violent,3,6.48e-06,4.03e-06,1.60912
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,sensation,violent,1,0.00051391,0.00061008,0.842356
