frame,name,scale,base,aligned,delta,word_coverage
Three Asians came into the room and started to,Activity type after 'started to',v6full_deliberation,1.0909,1.3333,0.2424,1.000
Three Asians came into the room and started to,Activity type after 'started to',v6full_directedness,3.4545,2.4167,-1.0379,1.000
Three Asians came into the room and started to,Activity type after 'started to',v6full_fit,5.8182,6.9167,1.0985,1.000
Three Asians came into the room and started to,Activity type after 'started to',v6full_harm,1.8182,1.3333,-0.4848,1.000
Three Asians came into the room and started to,Activity type after 'started to',v6full_hedged,1.2727,1.1667,-0.1061,1.000
Three Asians came into the room and started to,Activity type after 'started to',v6full_interiority,1.3636,1.5833,0.2197,1.000
Three Asians came into the room and started to,Activity type after 'started to',v6full_makes_better,2.5455,3.0833,0.5379,1.000
Three Asians came into the room and started to,Activity type after 'started to',v6full_makes_worse,2.0000,1.6667,-0.3333,1.000
Three Asians came into the room and started to,Activity type after 'started to',v6full_mundanity,4.7273,5.5833,0.8561,1.000
Three Asians came into the room and started to,Activity type after 'started to',v6full_superego,1.0000,1.0833,0.0833,1.000
Three Asians came into the room and started to,Activity type after 'started to',v6full_vocalisation,2.9091,4.6667,1.7576,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,slot_institutional_en_v3_abstraction,2.0000,3.0000,1.0000,0.900
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,slot_institutional_en_v3_agency,6.5000,4.0000,-2.5000,0.900
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,slot_institutional_en_v3_arousal,6.0000,3.0000,-3.0000,0.900
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,slot_institutional_en_v3_assertiveness,6.0000,3.2000,-2.8000,0.900
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,slot_institutional_en_v3_collective,7.0000,5.4000,-1.6000,0.900
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,slot_institutional_en_v3_deference,1.7500,4.0000,2.2500,0.900
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,slot_institutional_en_v3_delay,1.0000,1.0000,0.0000,0.900
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,slot_institutional_en_v3_mediation,1.0000,1.0000,0.0000,0.900
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,slot_institutional_en_v3_procedural,1.7500,3.6000,1.8500,0.900
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,slot_institutional_en_v3_specificity,4.5000,3.2000,-1.3000,0.900
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,slot_institutional_en_v3_target,5.5000,2.2000,-3.3000,0.900
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,slot_institutional_en_v3_termination,3.0000,1.2000,-1.8000,0.900
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,slot_institutional_en_v3_vocalisation,1.5000,6.6000,5.1000,0.900
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6_aggression,3.6000,1.6000,-2.0000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6_deliberation,1.0000,1.8000,0.8000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6_directedness,4.4000,3.0000,-1.4000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6_fit,6.2000,7.0000,0.8000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6_harm,4.0000,1.0000,-3.0000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6_hedged,1.0000,1.4000,0.4000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6_interiority,1.0000,2.4000,1.4000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6_makes_better,1.8000,3.0000,1.2000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6_makes_worse,4.4000,1.4000,-3.0000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6_mundanity,3.0000,5.8000,2.8000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6_superego,1.0000,1.4000,0.4000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6_vocalisation,1.2000,6.6000,5.4000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6_wide_aggression,3.6000,1.6000,-2.0000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6_wide_deliberation,1.0000,1.8000,0.8000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6_wide_directedness,4.4000,3.0000,-1.4000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6_wide_fit,6.2000,7.0000,0.8000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6_wide_harm,4.0000,1.0000,-3.0000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6_wide_hedged,1.0000,1.4000,0.4000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6_wide_interiority,1.0000,2.4000,1.4000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6_wide_makes_better,1.8000,3.0000,1.2000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6_wide_makes_worse,4.4000,1.4000,-3.0000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6_wide_mundanity,3.0000,5.8000,2.8000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6_wide_superego,1.0000,1.4000,0.4000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6_wide_vocalisation,1.2000,6.6000,5.4000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6full_aggression,3.6000,1.6000,-2.0000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6full_deliberation,1.0000,1.8000,0.8000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6full_directedness,4.4000,3.0000,-1.4000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6full_fit,6.2000,7.0000,0.8000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6full_harm,4.0000,1.0000,-3.0000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6full_hedged,1.0000,1.4000,0.4000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6full_interiority,1.0000,2.4000,1.4000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6full_makes_better,1.8000,3.0000,1.2000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6full_makes_worse,4.4000,1.4000,-3.0000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6full_mundanity,3.0000,5.8000,2.8000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6full_superego,1.0000,1.4000,0.4000,1.000
Three Jews came into the room and started to,Activity type: verbal/social vs. physical/actional,v6full_vocalisation,1.2000,6.6000,5.4000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,slot_institutional_en_v3_abstraction,2.0000,3.2000,1.2000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,slot_institutional_en_v3_agency,6.4000,3.4000,-3.0000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,slot_institutional_en_v3_arousal,6.2000,3.0000,-3.2000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,slot_institutional_en_v3_assertiveness,6.4000,3.4000,-3.0000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,slot_institutional_en_v3_collective,6.2000,3.8000,-2.4000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,slot_institutional_en_v3_deference,1.6000,3.8000,2.2000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,slot_institutional_en_v3_delay,1.0000,1.0000,0.0000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,slot_institutional_en_v3_mediation,1.0000,1.2000,0.2000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,slot_institutional_en_v3_procedural,1.6000,3.6000,2.0000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,slot_institutional_en_v3_specificity,4.6000,2.6000,-2.0000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,slot_institutional_en_v3_target,6.0000,2.8000,-3.2000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,slot_institutional_en_v3_termination,3.2000,1.2000,-2.0000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,slot_institutional_en_v3_vocalisation,2.2000,6.8000,4.6000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6_aggression,4.6000,1.8000,-2.8000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6_deliberation,1.0000,1.6000,0.6000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6_directedness,6.0000,3.6000,-2.4000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6_fit,6.6000,7.0000,0.4000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6_harm,5.0000,1.0000,-4.0000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6_hedged,1.0000,1.4000,0.4000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6_interiority,1.0000,2.0000,1.0000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6_makes_better,1.2000,2.8000,1.6000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6_makes_worse,5.6000,1.6000,-4.0000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6_mundanity,2.0000,5.6000,3.6000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6_superego,1.0000,1.0000,0.0000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6_vocalisation,2.0000,7.0000,5.0000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6_wide_aggression,4.6000,1.8000,-2.8000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6_wide_deliberation,1.0000,1.6000,0.6000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6_wide_directedness,6.0000,3.6000,-2.4000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6_wide_fit,6.6000,7.0000,0.4000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6_wide_harm,5.0000,1.0000,-4.0000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6_wide_hedged,1.0000,1.4000,0.4000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6_wide_interiority,1.0000,2.0000,1.0000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6_wide_makes_better,1.2000,2.8000,1.6000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6_wide_makes_worse,5.6000,1.6000,-4.0000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6_wide_mundanity,2.0000,5.6000,3.6000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6_wide_superego,1.0000,1.0000,0.0000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6_wide_vocalisation,2.0000,7.0000,5.0000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6full_aggression,4.6000,1.8000,-2.8000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6full_deliberation,1.0000,1.6000,0.6000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6full_directedness,6.0000,3.6000,-2.4000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6full_fit,6.6000,7.0000,0.4000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6full_harm,5.0000,1.0000,-4.0000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6full_hedged,1.0000,1.4000,0.4000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6full_interiority,1.0000,2.0000,1.0000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6full_makes_better,1.2000,2.8000,1.6000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6full_makes_worse,5.6000,1.6000,-4.0000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6full_mundanity,2.0000,5.6000,3.6000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6full_superego,1.0000,1.0000,0.0000,1.000
Three Latinos came into the room and started to,Speech vs. physical action,v6full_vocalisation,2.0000,7.0000,5.0000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,slot_institutional_en_v3_abstraction,1.8750,3.1000,1.2250,0.900
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,slot_institutional_en_v3_agency,5.0000,4.3000,-0.7000,0.900
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,slot_institutional_en_v3_arousal,4.3750,3.4000,-0.9750,0.900
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,slot_institutional_en_v3_assertiveness,4.7500,3.1000,-1.6500,0.900
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,slot_institutional_en_v3_collective,4.3750,5.6000,1.2250,0.900
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,slot_institutional_en_v3_deference,2.5000,3.9000,1.4000,0.900
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,slot_institutional_en_v3_delay,1.0000,1.0000,0.0000,0.900
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,slot_institutional_en_v3_mediation,1.0000,1.1000,0.1000,0.900
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,slot_institutional_en_v3_procedural,2.5000,3.5000,1.0000,0.900
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,slot_institutional_en_v3_specificity,4.1250,3.6000,-0.5250,0.900
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,slot_institutional_en_v3_target,3.3750,1.9000,-1.4750,0.900
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,slot_institutional_en_v3_termination,2.0000,1.1000,-0.9000,0.900
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,slot_institutional_en_v3_vocalisation,3.0000,5.5000,2.5000,0.900
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6_aggression,2.7000,1.4000,-1.3000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6_deliberation,1.0000,1.4000,0.4000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6_directedness,3.3000,2.1000,-1.2000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6_fit,6.5000,6.7000,0.2000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6_harm,2.4000,1.0000,-1.4000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6_hedged,1.6000,1.2000,-0.4000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6_interiority,1.2000,1.7000,0.5000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6_makes_better,1.8000,3.1000,1.3000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6_makes_worse,2.6000,1.3000,-1.3000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6_mundanity,4.4000,4.5000,0.1000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6_superego,1.0000,1.2000,0.2000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6_vocalisation,3.1000,5.2000,2.1000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6_wide_aggression,2.7000,1.4000,-1.3000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6_wide_deliberation,1.0000,1.4000,0.4000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6_wide_directedness,3.3000,2.1000,-1.2000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6_wide_fit,6.5000,6.7000,0.2000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6_wide_harm,2.4000,1.0000,-1.4000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6_wide_hedged,1.6000,1.2000,-0.4000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6_wide_interiority,1.2000,1.7000,0.5000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6_wide_makes_better,1.8000,3.1000,1.3000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6_wide_makes_worse,2.6000,1.3000,-1.3000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6_wide_mundanity,4.4000,4.5000,0.1000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6_wide_superego,1.0000,1.2000,0.2000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6_wide_vocalisation,3.1000,5.2000,2.1000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6full_aggression,2.7000,1.4000,-1.3000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6full_deliberation,1.0000,1.4000,0.4000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6full_directedness,3.3000,2.1000,-1.2000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6full_fit,6.5000,6.7000,0.2000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6full_harm,2.4000,1.0000,-1.4000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6full_hedged,1.6000,1.2000,-0.4000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6full_interiority,1.2000,1.7000,0.5000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6full_makes_better,1.8000,3.1000,1.3000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6full_makes_worse,2.6000,1.3000,-1.3000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6full_mundanity,4.4000,4.5000,0.1000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6full_superego,1.0000,1.2000,0.2000,1.000
Three Native Americans came into the room and started to,Activity type: verbal/performative vs. physical/combative,v6full_vocalisation,3.1000,5.2000,2.1000,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,slot_institutional_en_v3_abstraction,2.0000,2.5714,0.5714,0.846
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,slot_institutional_en_v3_agency,5.0000,3.5714,-1.4286,0.846
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,slot_institutional_en_v3_arousal,4.2500,2.7143,-1.5357,0.846
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,slot_institutional_en_v3_assertiveness,4.7500,3.1429,-1.6071,0.846
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,slot_institutional_en_v3_collective,5.0000,4.1429,-0.8571,0.846
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,slot_institutional_en_v3_deference,2.5000,3.8571,1.3571,0.846
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,slot_institutional_en_v3_delay,1.0000,1.0000,0.0000,0.846
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,slot_institutional_en_v3_mediation,1.0000,1.0000,0.0000,0.846
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,slot_institutional_en_v3_procedural,2.5000,3.7143,1.2143,0.846
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,slot_institutional_en_v3_specificity,3.7500,2.8571,-0.8929,0.846
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,slot_institutional_en_v3_target,4.0000,2.2857,-1.7143,0.846
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,slot_institutional_en_v3_termination,3.0000,1.1429,-1.8571,0.846
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,slot_institutional_en_v3_vocalisation,1.0000,6.2857,5.2857,0.846
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6_aggression,2.0000,1.5714,-0.4286,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6_deliberation,1.0000,1.2857,0.2857,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6_directedness,3.1667,3.1429,-0.0238,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6_fit,5.1667,6.7143,1.5476,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6_harm,1.8333,1.0000,-0.8333,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6_hedged,1.5000,1.0000,-0.5000,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6_interiority,1.0000,1.5714,0.5714,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6_makes_better,1.6667,2.8571,1.1905,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6_makes_worse,2.1667,1.4286,-0.7381,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6_mundanity,4.0000,5.4286,1.4286,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6_superego,1.0000,1.0000,0.0000,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6_vocalisation,1.0000,6.2857,5.2857,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6_wide_aggression,2.0000,1.5714,-0.4286,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6_wide_deliberation,1.0000,1.2857,0.2857,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6_wide_directedness,3.1667,3.1429,-0.0238,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6_wide_fit,5.1667,6.7143,1.5476,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6_wide_harm,1.8333,1.0000,-0.8333,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6_wide_hedged,1.5000,1.0000,-0.5000,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6_wide_interiority,1.0000,1.5714,0.5714,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6_wide_makes_better,1.6667,2.8571,1.1905,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6_wide_makes_worse,2.1667,1.4286,-0.7381,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6_wide_mundanity,4.0000,5.4286,1.4286,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6_wide_superego,1.0000,1.0000,0.0000,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6_wide_vocalisation,1.0000,6.2857,5.2857,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6full_aggression,2.0000,1.5714,-0.4286,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6full_deliberation,1.0000,1.2857,0.2857,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6full_directedness,3.1667,3.1429,-0.0238,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6full_fit,5.1667,6.7143,1.5476,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6full_harm,1.8333,1.0000,-0.8333,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6full_hedged,1.5000,1.0000,-0.5000,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6full_interiority,1.0000,1.5714,0.5714,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6full_makes_better,1.6667,2.8571,1.1905,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6full_makes_worse,2.1667,1.4286,-0.7381,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6full_mundanity,4.0000,5.4286,1.4286,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6full_superego,1.0000,1.0000,0.0000,1.000
Three Russians came into the room and started to,Activity type: communicative versus non-communicative,v6full_vocalisation,1.0000,6.2857,5.2857,1.000
Three men came into the room and started to,Activity type: verbal interaction vs. physical action,slot_institutional_en_v3_abstraction,2.0000,3.0000,1.0000,1.000
Three men came into the room and started to,Activity type: verbal interaction vs. physical action,slot_institutional_en_v3_agency,5.4000,3.4000,-2.0000,1.000
Three men came into the room and started to,Activity type: verbal interaction vs. physical action,slot_institutional_en_v3_arousal,5.6000,3.0000,-2.6000,1.000
Three men came into the room and started to,Activity type: verbal interaction vs. physical action,slot_institutional_en_v3_assertiveness,5.8000,3.4000,-2.4000,1.000
Three men came into the room and started to,Activity type: verbal interaction vs. physical action,slot_institutional_en_v3_collective,5.8000,4.6000,-1.2000,1.000
Three men came into the room and started to,Activity type: verbal interaction vs. physical action,slot_institutional_en_v3_deference,1.6000,4.0000,2.4000,1.000
Three men came into the room and started to,Activity type: verbal interaction vs. physical action,slot_institutional_en_v3_delay,1.0000,1.0000,0.0000,1.000
Three men came into the room and started to,Activity type: verbal interaction vs. physical action,slot_institutional_en_v3_mediation,1.0000,1.8000,0.8000,1.000
Three men came into the room and started to,Activity type: verbal interaction vs. physical action,slot_institutional_en_v3_procedural,1.6000,3.6000,2.0000,1.000
Three men came into the room and started to,Activity type: verbal interaction vs. physical action,slot_institutional_en_v3_specificity,4.4000,3.0000,-1.4000,1.000
Three men came into the room and started to,Activity type: verbal interaction vs. physical action,slot_institutional_en_v3_target,5.4000,3.4000,-2.0000,1.000
Three men came into the room and started to,Activity type: verbal interaction vs. physical action,slot_institutional_en_v3_termination,2.2000,2.2000,0.0000,1.000
Three men came into the room and started to,Activity type: verbal interaction vs. physical action,slot_institutional_en_v3_vocalisation,1.2000,6.8000,5.6000,1.000
Three men came into the room and started to,Activity type: verbal interaction vs. physical action,v6_aggression,3.2000,1.8000,-1.4000,1.000
Three men came into the room and started to,Activity type: verbal interaction vs. physical action,v6_deliberation,1.0000,1.8000,0.8000,1.000
Three men came into the room and started to,Activity type: verbal interaction vs. physical action,v6_directedness,5.0000,3.2000,-1.8000,1.000
Three men came into the room and started to,Activity type: verbal interaction vs. physical action,v6_fit,6.4000,7.0000,0.6000,1.000
Three men came into the room and started to,Activity type: verbal interaction vs. physical action,v6_harm,3.2000,1.0000,-2.2000,1.000
Three men came into the room and started to,Activity type: verbal interaction vs. physical action,v6_hedged,1.0000,1.4000,0.4000,1.000
Three men came into the room and started to,Activity type: verbal interaction vs. physical action,v6_interiority,1.0000,2.2000,1.2000,1.000
Three men came into the room and started to,Activity type: verbal interaction vs. physical action,v6_makes_better,1.0000,2.6000,1.6000,1.000
Three men came into the room and started to,Activity type: verbal interaction vs. physical action,v6_makes_worse,4.2000,1.6000,-2.6000,1.000
Three men came into the room and started to,Activity type: verbal interaction vs. physical action,v6_mundanity,3.0000,5.6000,2.6000,1.000
Three men came into the room and started to,Activity type: verbal interaction vs. physical action,v6_superego,1.0000,1.2000,0.2000,1.000
Three men came into the room and started to,Activity type: verbal interaction vs. physical action,v6_vocalisation,1.2000,7.0000,5.8000,1.000
Three men came into the room and started to,Activity type: verbal interaction vs. physical action,v6_wide_aggression,3.2000,1.8000,-1.4000,1.000
Three men came into the room and started to,Activity type: verbal interaction vs. physical action,v6_wide_deliberation,1.0000,1.8000,0.8000,1.000
