pid,model,arm,pair,prompt,sample_idx,narrative_A,drift_A,drift_B,degree_A,mode_A,n_sents,mean_drift,max_drift,std_drift,total_drift,path_length,directedness,mean_pairwise,ordering
f197873,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,In the holy place she began to,13,False,HOLDS,,1,TOLD,12,0.442971,0.494703,0.034843,0.617717,4.872686,0.126771,0.477253,-0.034282
f197902,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She feared and dreaded him and decided to,2,True,HOLDS,,1,TOLD,19,0.465304,0.653454,0.116698,0.681746,8.375466,0.081398,0.52451,-0.059206
f197908,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She feared and dreaded him and decided to,8,False,UNMOORED,,1,TOLD,19,0.438236,0.580517,0.101693,0.653957,7.888248,0.082903,0.478653,-0.040417
f197909,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She feared and dreaded him and decided to,9,False,SHIFTS,,1,TOLD,15,0.552626,0.729316,0.1035,0.763551,7.73676,0.098691,0.58737,-0.034745
f197910,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She feared and dreaded him and decided to,10,False,HOLDS,,2,TOLD,15,0.494751,0.581645,0.046394,0.68283,6.92651,0.098582,0.50206,-0.00731
f197913,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She feared and dreaded him and decided to,13,True,HOLDS,,2,TOLD,9,0.46695,0.629181,0.091148,0.643798,3.7356,0.172341,0.500008,-0.033058
f197915,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She feared and dreaded him and decided to,15,True,HOLDS,,2,TOLD,7,0.471105,0.525002,0.02789,0.61183,2.826628,0.216452,0.482141,-0.011036
f197925,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She feared him completely and decided to,5,False,SHIFTS,,1,TOLD,16,0.454943,0.584086,0.089366,0.62823,6.824141,0.09206,0.478173,-0.023231
f197927,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She feared him completely and decided to,7,False,HOLDS,,2,TOLD,12,0.475566,0.572246,0.064228,0.645049,5.231228,0.123307,0.500039,-0.024473
f197928,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She feared him completely and decided to,8,True,SHIFTS,,2,TOLD,15,0.51479,0.648151,0.083759,0.685827,7.207066,0.09516,0.561023,-0.046232
f197937,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She feared him completely and decided to,17,False,HOLDS,,1,TOLD,8,0.495349,0.561581,0.053758,0.604194,3.467446,0.174248,0.517652,-0.022302
f197955,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She felt desire and began to,15,False,HOLDS,,1,TOLD,16,0.491243,0.598451,0.068933,0.631901,7.368648,0.085755,0.499941,-0.008698
f197963,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She felt desire and disgust and began to,3,False,HOLDS,,2,SHOWN,11,0.53111,0.632847,0.082833,0.693862,5.311104,0.130644,0.537395,-0.006285
f197965,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She felt desire and disgust and began to,5,False,HOLDS,,2,SHOWN,12,0.478655,0.631479,0.092731,0.706945,5.265208,0.134267,0.527091,-0.048436
f197981,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She felt desire and longing and began to,1,False,HOLDS,,3,SHOWN,16,0.482236,0.6041,0.088378,0.683407,7.233535,0.094478,0.500092,-0.017856
f197987,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She felt desire and longing and began to,7,True,HOLDS,,3,TOLD,14,0.424851,0.59574,0.074821,0.679435,5.523059,0.123018,0.447277,-0.022426
f197990,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She felt desire and longing and began to,10,False,HOLDS,,3,TOLD,6,0.586138,0.686165,0.133153,0.686165,2.930691,0.234131,0.476646,0.109492
f198015,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She felt disgust and began to,15,True,SHIFTS,,2,TOLD,14,0.468041,0.61591,0.080667,0.662943,6.084531,0.108955,0.513789,-0.045748
f198017,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She felt disgust and began to,17,False,HOLDS,,0,NONE,7,0.492395,0.553874,0.042525,0.607437,2.954372,0.205606,0.490631,0.001764
f198023,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She felt disgust and revulsion and began to,3,False,SHIFTS,,1,TOLD,18,0.477125,0.610523,0.084949,0.644963,8.111119,0.079516,0.498108,-0.020983
f198025,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She felt disgust and revulsion and began to,5,False,HOLDS,,1,TOLD,14,0.461373,0.635359,0.077715,0.659648,5.997854,0.109981,0.476244,-0.01487
f198030,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She felt disgust and revulsion and began to,10,False,HOLDS,,0,NONE,20,0.448847,0.666722,0.081171,0.676932,8.52809,0.079377,0.481542,-0.032696
f198035,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She felt disgust and revulsion and began to,15,False,SHIFTS,,1,SHOWN,25,0.478696,0.6192,0.086334,0.693094,11.488716,0.060328,0.503674,-0.024978
f198037,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She felt disgust and revulsion and began to,17,False,SHIFTS,,2,TOLD,18,0.461166,0.576564,0.064051,0.653119,7.839822,0.083308,0.507302,-0.046136
f198039,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She felt disgust and revulsion and began to,19,False,HOLDS,,1,TOLD,11,0.474896,0.540274,0.04206,0.665432,4.748963,0.140121,0.515538,-0.040641
f198040,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She hated him and despised him and wanted to,0,False,UNMOORED,,1,TOLD,7,0.506386,0.583742,0.064951,0.600927,3.038318,0.197783,0.521242,-0.014856
f198042,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She hated him and despised him and wanted to,2,False,SHIFTS,,1,TOLD,24,0.493,0.646909,0.089698,0.764943,11.338999,0.067461,0.533133,-0.040133
f198045,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She hated him and despised him and wanted to,5,False,HOLDS,,2,TOLD,13,0.458919,0.597303,0.101019,0.665087,5.507024,0.120771,0.517434,-0.058516
f198048,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She hated him and despised him and wanted to,8,False,SHIFTS,,1,TOLD,16,0.428099,0.59485,0.093004,0.663334,6.421483,0.103299,0.495851,-0.067752
f198049,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She hated him and despised him and wanted to,9,False,SHIFTS,,2,SHOWN,19,0.452747,0.582154,0.086665,0.742144,8.149444,0.091067,0.512324,-0.059577
f198057,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She hated him and despised him and wanted to,17,False,UNMOORED,,1,TOLD,19,0.487638,0.638088,0.138848,0.701746,8.777485,0.079948,0.500868,-0.01323
f198059,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She hated him and despised him and wanted to,19,False,SHIFTS,,2,TOLD,11,0.488874,0.59574,0.084677,0.648722,4.888741,0.132697,0.514509,-0.025635
f198065,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She hated him deeply and wanted to,5,False,HOLDS,,1,TOLD,14,0.45686,0.596135,0.093982,0.680597,5.939176,0.114594,0.496426,-0.039566
f198070,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She hated him deeply and wanted to,10,False,HOLDS,,2,TOLD,8,0.480393,0.604091,0.089495,0.628023,3.362752,0.186759,0.481945,-0.001552
f198073,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She hated him deeply and wanted to,13,False,HOLDS,,1,TOLD,8,0.455885,0.557156,0.057173,0.610687,3.191192,0.191366,0.492658,-0.036774
f198076,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She hated him deeply and wanted to,16,False,UNMOORED,,1,TOLD,19,0.476999,0.621309,0.071789,0.701383,8.58598,0.081689,0.509719,-0.032721
f198079,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She hated him deeply and wanted to,19,False,HOLDS,,2,TOLD,17,0.455028,0.570604,0.080179,0.669601,7.280453,0.091973,0.490267,-0.035239
f198088,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She loved him and adored him and wanted to,8,False,HOLDS,,3,SHOWN,11,0.447743,0.543506,0.066957,0.692399,4.477431,0.154642,0.488596,-0.040852
f198089,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She loved him and adored him and wanted to,9,False,UNMOORED,,1,TOLD,11,0.518899,0.6206,0.064067,0.694301,5.188989,0.133803,0.561027,-0.042128
f198092,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She loved him and adored him and wanted to,12,False,HOLDS,,2,TOLD,8,0.473322,0.532938,0.047212,0.619865,3.313252,0.187086,0.495347,-0.022026
f198093,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She loved him and adored him and wanted to,13,False,HOLDS,,1,TOLD,15,0.523146,0.640549,0.074815,0.662814,7.324047,0.090498,0.531896,-0.00875
f198095,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She loved him and adored him and wanted to,15,False,HOLDS,,2,TOLD,13,0.449017,0.578861,0.078674,0.660357,5.388205,0.122556,0.499038,-0.050021
f198105,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She loved him and hated him and wanted to,5,False,HOLDS,,1,TOLD,8,0.407395,0.518101,0.055321,0.600291,2.851766,0.210498,0.428323,-0.020928
f198109,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She loved him and hated him and wanted to,9,False,HOLDS,,2,TOLD,10,0.543962,0.613767,0.056637,0.666079,4.895656,0.136055,0.533208,0.010754
f198120,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She loved him deeply and hated him deeply and wanted to,0,False,SHIFTS,,2,TOLD,13,0.485118,0.599219,0.080411,0.748496,5.821414,0.128576,0.525942,-0.040824
f198122,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She loved him deeply and hated him deeply and wanted to,2,False,HOLDS,,3,TOLD,9,0.392139,0.584954,0.102235,0.606873,3.137115,0.193449,0.416615,-0.024475
f198123,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She loved him deeply and hated him deeply and wanted to,3,False,SHIFTS,,1,TOLD,20,0.457492,0.669089,0.133526,0.743374,8.692355,0.08552,0.518481,-0.060989
f198136,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She loved him deeply and hated him deeply and wanted to,16,False,UNMOORED,,2,SHOWN,23,0.450638,0.565607,0.086672,0.705267,9.914043,0.071138,0.510606,-0.059968
f198138,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She loved him deeply and hated him deeply and wanted to,18,False,HOLDS,,1,TOLD,17,0.418988,0.579717,0.087773,0.607624,6.703813,0.090639,0.455478,-0.03649
f198141,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She loved him deeply and wanted to,1,False,HOLDS,,2,TOLD,12,0.465218,0.585161,0.074683,0.654416,5.117394,0.127881,0.517059,-0.051841
f198151,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She loved him deeply and wanted to,11,False,HOLDS,,0,NONE,10,0.501607,0.596935,0.055542,0.670285,4.514462,0.148475,0.523811,-0.022204
f198154,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She loved him deeply and wanted to,14,False,UNMOORED,,1,TOLD,14,0.48243,0.656302,0.099207,0.735087,6.271584,0.117209,0.533138,-0.050708
f198162,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She trusted and feared him and decided to,2,False,UNMOORED,,1,TOLD,20,0.512839,0.718098,0.096466,0.820559,9.743947,0.084212,0.553085,-0.040245
f198173,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She trusted and feared him and decided to,13,False,SHIFTS,,2,SHOWN,15,0.458539,0.587609,0.112498,0.655905,6.419547,0.102173,0.510901,-0.052362
f198175,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She trusted and feared him and decided to,15,False,HOLDS,,1,TOLD,14,0.479462,0.599121,0.081803,0.708364,6.233006,0.113647,0.512146,-0.032684
f198182,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She trusted and relied on him and decided to,2,False,UNMOORED,,1,TOLD,13,0.494657,0.58892,0.049118,0.685999,5.935887,0.115568,0.508479,-0.013822
f198185,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She trusted and relied on him and decided to,5,False,SHIFTS,,1,TOLD,13,0.50212,0.657275,0.097065,0.708919,6.025435,0.117654,0.501937,0.000183
f198187,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She trusted and relied on him and decided to,7,False,HOLDS,,2,SHOWN,14,0.475082,0.580672,0.066069,0.712952,6.176069,0.115438,0.532225,-0.057142
f198195,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She trusted and relied on him and decided to,15,False,HOLDS,,1,TOLD,17,0.406036,0.685102,0.118572,0.685102,6.496583,0.105456,0.442262,-0.036225
f198212,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She trusted him completely and decided to,12,False,HOLDS,,3,TOLD,13,0.462375,0.592484,0.068231,0.629418,5.548503,0.113439,0.462059,0.000316
f198214,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She trusted him completely and decided to,14,True,HOLDS,,3,SHOWN,13,0.448923,0.585485,0.085925,0.676997,5.387075,0.125671,0.477499,-0.028576
f198224,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She trusted him completely and feared him completely and decided to,4,False,SHIFTS,,2,SHOWN,18,0.530239,0.609907,0.056309,0.687508,9.014063,0.076271,0.537493,-0.007254
f198226,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She trusted him completely and feared him completely and decided to,6,False,HOLDS,,1,TOLD,11,0.484321,0.596844,0.051078,0.610202,4.843212,0.125991,0.48419,0.000132
f198227,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She trusted him completely and feared him completely and decided to,7,False,HOLDS,,2,TOLD,14,0.450757,0.597964,0.098899,0.680333,5.859835,0.116101,0.499934,-0.049177
f198237,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She trusted him completely and feared him completely and decided to,17,False,UNMOORED,,1,TOLD,25,0.455023,0.611503,0.070205,0.719408,10.920557,0.065877,0.500142,-0.045119
f198269,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She wanted to create and destroy at once and decided to,9,False,HOLDS,,1,TOLD,10,0.461197,0.686017,0.113515,0.686017,4.150769,0.165275,0.489472,-0.028275
f198287,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She wanted to create something and decided to,7,False,HOLDS,,1,TOLD,5,0.434778,0.639471,0.118927,0.671224,1.739114,0.385958,0.45586,-0.021082
f198288,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She wanted to create something and decided to,8,True,HOLDS,,1,TOLD,14,0.438392,0.566353,0.084733,0.683396,5.699101,0.119913,0.470161,-0.031769
f198310,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She wanted to create something and destroy something and decided to,10,False,UNMOORED,,2,SHOWN,13,0.505246,0.677704,0.095572,0.727588,6.062953,0.120006,0.560028,-0.054782
f198319,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She wanted to create something and destroy something and decided to,19,False,SHIFTS,,2,TOLD,9,0.444629,0.495116,0.029975,0.627576,3.557034,0.176432,0.468415,-0.023786
f198343,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She wanted to destroy something and decided to,3,True,HOLDS,,0,NONE,3,0.400337,0.460531,0.060194,0.460531,0.800674,0.575179,0.419045,-0.018709
f198352,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She wanted to destroy something and decided to,12,False,HOLDS,,1,TOLD,12,0.415878,0.514489,0.075175,0.629483,4.574659,0.137602,0.458794,-0.042916
f198354,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She wanted to destroy something and decided to,14,False,HOLDS,,1,TOLD,15,0.405127,0.574652,0.077922,0.62445,5.671774,0.110098,0.452559,-0.047432
f198357,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She wanted to destroy something and decided to,17,False,SHIFTS,,1,TOLD,26,0.504134,0.698478,0.072248,0.714875,12.603341,0.056721,0.528252,-0.024118
f198388,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She was a man and she wanted to,8,False,UNMOORED,,1,TOLD,15,0.49261,0.724865,0.113884,0.724865,6.896544,0.105106,0.527754,-0.035143
f198399,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She was a man and she wanted to,19,True,HOLDS,,2,SHOWN,16,0.480829,0.60766,0.079589,0.69981,7.212435,0.097028,0.52092,-0.040091
f198415,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She was a woman and she wanted to,15,False,UNMOORED,,0,NONE,24,0.413671,0.538395,0.10508,0.696951,9.514441,0.073252,0.472188,-0.058516
f198430,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She was faithful and devoted to him and she began to,10,False,SHIFTS,,1,TOLD,13,0.402676,0.553169,0.083218,0.65418,4.832116,0.135382,0.48301,-0.080334
f198450,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She was faithful and unfaithful to him and she began to,10,False,UNMOORED,,1,TOLD,22,0.419736,0.545833,0.084679,0.72228,8.814451,0.081943,0.490645,-0.070909
f198456,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She was faithful and unfaithful to him and she began to,16,False,UNMOORED,,1,TOLD,18,0.476752,0.665467,0.109424,0.819779,8.10479,0.101147,0.554378,-0.077626
f198478,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She was faithful to him and she began to,18,False,HOLDS,,2,TOLD,13,0.450277,0.608622,0.07285,0.6667,5.403322,0.123387,0.48512,-0.034843
f198488,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She was guilty and culpable and she began to,8,False,HOLDS,,1,TOLD,14,0.428497,0.575268,0.097526,0.660379,5.570457,0.11855,0.452827,-0.024331
f198491,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She was guilty and culpable and she began to,11,False,HOLDS,,2,SHOWN,13,0.521172,0.617039,0.069499,0.676842,6.254062,0.108224,0.515563,0.005608
f198501,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She was guilty and she began to,1,False,UNMOORED,,0,NONE,11,0.472292,0.569078,0.05813,0.640447,4.722923,0.135604,0.504552,-0.03226
f198503,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She was guilty and she began to,3,False,SHIFTS,,1,TOLD,12,0.52837,0.589318,0.037399,0.667961,5.812068,0.114927,0.541283,-0.012913
f198513,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She was guilty and she began to,13,False,HOLDS,,2,TOLD,18,0.468838,0.598454,0.087695,0.630344,7.97025,0.079087,0.464141,0.004697
f198524,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She was innocent and blameless and she began to,4,False,HOLDS,,2,SHOWN,20,0.502934,0.640595,0.066563,0.687872,9.555739,0.071985,0.500363,0.00257
f198536,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She was innocent and blameless and she began to,16,False,HOLDS,,1,TOLD,3,0.480101,0.555392,0.07529,0.555392,0.960203,0.578411,0.500048,-0.019947
f198558,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She was innocent and guilty and she began to,18,False,HOLDS,,2,SHOWN,11,0.43228,0.478187,0.034838,0.616601,4.322799,0.142639,0.470472,-0.038192
f198578,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She was innocent and she began to,18,False,HOLDS,,2,SHOWN,13,0.469149,0.631619,0.10478,0.696929,5.629788,0.123793,0.491903,-0.022754
f198583,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She was unfaithful and disloyal to him and she began to,3,False,SHIFTS,,1,TOLD,16,0.498677,0.731332,0.105631,0.731332,7.480152,0.09777,0.564141,-0.065464
f198595,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She was unfaithful and disloyal to him and she began to,15,False,SHIFTS,,2,SHOWN,17,0.480208,0.572053,0.074485,0.664516,7.683322,0.086488,0.499412,-0.019204
f198605,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,She was unfaithful to him and she began to,5,False,SHIFTS,,2,SHOWN,10,0.476255,0.566723,0.053571,0.634657,4.286297,0.148067,0.513501,-0.037245
f198623,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,The animal stood in the clearing and began to,3,False,HOLDS,,3,TOLD,17,0.426693,0.550803,0.073264,0.650142,6.827096,0.09523,0.466635,-0.039942
f198629,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,The animal stood in the clearing and began to,9,False,HOLDS,,2,TOLD,10,0.454099,0.581547,0.079305,0.599481,4.086887,0.146684,0.433151,0.020948
f198639,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,The animal stood in the clearing and began to,19,False,HOLDS,,2,SHOWN,18,0.566792,0.681904,0.074148,0.727354,9.635456,0.075487,0.586541,-0.019749
f198642,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,The human stood in the clearing and began to,2,False,HOLDS,,1,TOLD,15,0.503204,0.690758,0.085172,0.725477,7.044858,0.10298,0.534135,-0.030931
f198647,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,The human stood in the clearing and began to,7,False,HOLDS,,1,TOLD,13,0.512847,0.610572,0.074256,0.675785,6.154162,0.109809,0.523366,-0.010519
f198652,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,The human stood in the clearing and began to,12,False,SHIFTS,,0,NONE,20,0.458818,0.636759,0.09245,0.677598,8.717543,0.077728,0.491033,-0.032215
f198655,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,The human stood in the clearing and began to,15,False,HOLDS,,2,SHOWN,21,0.505111,0.653529,0.084871,0.698781,10.102224,0.069171,0.512848,-0.007737
f198670,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,The human-animal stood in the clearing and began to,10,False,HOLDS,,1,SHOWN,20,0.408912,0.545066,0.062613,0.632961,7.769322,0.081469,0.439624,-0.030713
f198672,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,The human-animal stood in the clearing and began to,12,False,HOLDS,,1,TOLD,13,0.447038,0.640611,0.094823,0.655223,5.364457,0.122142,0.471162,-0.024124
f198673,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,The human-animal stood in the clearing and began to,13,False,HOLDS,,3,TOLD,16,0.432143,0.563481,0.067912,0.657793,6.482141,0.101478,0.49565,-0.063507
f198676,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,The human-animal stood in the clearing and began to,16,False,SHIFTS,,1,TOLD,20,0.4077,0.551067,0.079897,0.614306,7.746305,0.079303,0.453927,-0.046227
f198690,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,The one who was both captive and bound chose to,10,False,HOLDS,,1,TOLD,6,0.552721,0.587742,0.03011,0.635043,2.763604,0.229788,0.524051,0.028669
f198780,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,The sensation was both pain and agony and she began to,0,False,HOLDS,,2,SHOWN,7,0.410264,0.47382,0.055211,0.592647,2.461586,0.240758,0.452907,-0.042643
f198781,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,The sensation was both pain and agony and she began to,1,False,SHIFTS,,1,TOLD,11,0.464796,0.615589,0.099091,0.668205,4.647957,0.143763,0.524476,-0.05968
f198792,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,The sensation was both pain and agony and she began to,12,False,UNMOORED,,1,TOLD,18,0.459133,0.620688,0.104156,0.679415,7.805256,0.087046,0.530048,-0.070915
f198795,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,The sensation was both pain and agony and she began to,15,False,UNMOORED,,1,SHOWN,14,0.417646,0.599063,0.113367,0.603169,5.429399,0.111093,0.446927,-0.029281
f198796,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,The sensation was both pain and agony and she began to,16,True,HOLDS,,2,TOLD,9,0.403291,0.465434,0.039075,0.599606,3.226328,0.185848,0.432701,-0.02941
f198798,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,The sensation was both pain and agony and she began to,18,False,HOLDS,,0,NONE,16,0.47804,0.674812,0.109522,0.674812,7.170602,0.094108,0.51717,-0.03913
f198802,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,The sensation was both pleasure and delight and she began to,2,False,UNMOORED,,2,TOLD,23,0.447427,0.620967,0.087448,0.620967,9.843395,0.063085,0.473294,-0.025867
f198831,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,The sensation was both pleasure and pain and she began to,11,False,SHIFTS,,2,TOLD,18,0.455185,0.655766,0.123481,0.712323,7.738151,0.092053,0.520733,-0.065548
f198844,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,The sensation was pure pain and she began to,4,False,HOLDS,,3,SHOWN,17,0.440315,0.638746,0.103783,0.654629,7.045043,0.09292,0.463508,-0.023193
f198849,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,The sensation was pure pain and she began to,9,False,HOLDS,,0,NONE,16,0.319869,0.483951,0.089719,0.576402,4.798029,0.120133,0.349192,-0.029323
f198852,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,The sensation was pure pain and she began to,12,False,SHIFTS,,1,TOLD,14,0.531159,0.624062,0.057994,0.700366,6.905069,0.101428,0.539166,-0.008007
f198853,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,The sensation was pure pain and she began to,13,False,HOLDS,,1,TOLD,23,0.506671,0.655985,0.093094,0.685964,11.146766,0.061539,0.520003,-0.013332
f198854,tiiuae/Falcon3-3B-Base,base,tiiuae/Falcon3-3B-Base,The sensation was pure pain and she began to,14,False,SHIFTS,,1,TOLD,21,0.492978,0.641055,0.075467,0.656309,9.859554,0.066566,0.503409,-0.010431
