Word	Length	Pinyin	Pinyin.Input	WCount	W.million	log10W	W-CD	W-CD%	log10CD	Dominant.PoS	Dominant.PoS.Freq	All.PoS	All.PoS.Freq	Eng.Tran.
矢志不移	4	shi3 zhi4 bu2/bu4 yi2	shizhibuyi	1	0.03	0	1	0.02	0	l	1	.l.	.1.	#
矢量积	3	shi3 liang2/liang4 ji1	shiliangji	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
知名演员	4	zhi1/zhi4 ming2 yan3 yuan2/yun2/yun4	zhimingyanyuan	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
知底	2	zhi1/zhi4 de5/di3	zhidi	1	0.03	0	1	0.02	0	v	1	.v.	.1.	#
知惠也	3	zhi1/zhi4 hui4 ye3	zhihuiye	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
知江	2	zhi1/zhi4 jiang1	zhijiang	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
知识型	3	zhi1/zhi4 shi2/zhi4 xing2	zhishixing	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
知识性	3	zhi1/zhi4 shi2/zhi4 xing4	zhishixing	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
知识界	3	zhi1 shi5 jie4	zhishijie	1	0.03	0	1	0.02	0	n	1	.n.	.1.	intellectual circles
知难而进	4	zhi1/zhi4 nan2/nan4 er2 jin4	zhinanerjin	1	0.03	0	1	0.02	0	v	1	.v.	.1.	#
知青	2	zhi1 qing1	zhiqing	1	0.03	0	1	0.02	0	n	1	.n.	.1.	educated youth (sent to work in farms during cultural revolution)
矫捷	2	jiao3 jie2	jiaojie	1	0.03	0	1	0.02	0	a	1	.a.	.1.	vigorous and nimble/athletic
矫治	2	jiao3 zhi4	jiaozhi	1	0.03	0	1	0.02	0	vn	1	.vn.	.1.	to correct (e.g. sight or hearing)/to rectify/to cure
短号	2	duan3 hao2/hao4	duanhao	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
短统袜	3	duan3 tong3 wa4	duantongwa	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
短见	2	duan3 jian4/xian4	duanjian	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
矮墙	2	ai3 qiang2	aiqiang	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
石之剑	3	dan4/shi2 zhi1 jian4	shizhijian	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
石井	2	dan4/shi2 jing3	shijing	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
石刻	2	shi2 ke4	shike	1	0.03	0	1	0.02	0	n	1	.n.	.1.	stone inscription/carved stone
石原聪	3	dan4/shi2 yuan2 cong1	shiyuancong	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
石和池	3	dan4/shi2 he2/he4/hu2/huo2/huo4 chi2	shihechi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
石基路	3	dan4/shi2 ji1 lu4	shijilu	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
石头块	3	dan4/shi2 tou2 kuai4	shitoukuai	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
石女	2	shi2 nu:3	shinv	1	0.03	0	1	0.02	0	n	1	.n.	.1.	female suffering absence or atresia of vagina (as birth defect)
石山镇	3	dan4/shi2 shan1 zhen4	shishanzhen	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
石岩	2	dan4/shi2 yan2	shiyan	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
石川君	3	dan4/shi2 chuan1 jun1	shichuanjun	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
石弓	2	dan4/shi2 gong1	shigong	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
石影	2	dan4/shi2 ying3	shiying	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
石惠英	3	dan4/shi2 hui4 ying1	shihuiying	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
石本一	3	dan4/shi2 ben3 yi1	shibenyi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
石沉大海	4	dan4/shi2 chen2 da4/dai4 hai3	shichendahai	1	0.03	0	1	0.02	0	v	1	.v.	.1.	#
石油气	3	dan4/shi2 you2 qi4	shiyouqi	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
石泉	2	Shi2 quan2	shiquan	1	0.03	0	1	0.02	0	ns	1	.ns.	.1.	(N) Shiquan (place in Shaanxi)
石溪栋	3	dan4/shi2 xi1 dong4	shixidong	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
石炭纪	3	Shi2 tan4 ji4	shitanji	1	0.03	0	1	0.02	0	t	1	.t.	.1.	Carboniferous (geological period 354-292m years ago)
石炭酸	3	shi2 tan4 suan1	shitansuan	1	0.03	0	1	0.02	0	n	1	.n.	.1.	phenol C6H5OH/same as 苯酚
石版画	3	dan4/shi2 ban3 hua4	shibanhua	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
石琦	2	dan4/shi2 qi2	shi*	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
石碓	2	dan4/shi2 dui4	shidui	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
石笋	2	shi2 sun3	shisun	1	0.03	0	1	0.02	0	n	1	.n.	.1.	stalagmite
石蒜	2	dan4/shi2 suan4	shisuan	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
石西	2	dan4/shi2 xi1	shixi	1	0.03	0	1	0.02	0	ns	1	.ns.	.1.	#
石质	2	shi2 zhi4	shizhi	1	0.03	0	1	0.02	0	n	1	.n.	.1.	stony
石边	2	dan4/shi2 bian1/bian5	shibian	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
石铁	2	dan4/shi2 tie3	shitie	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
石门	2	Shi2 men2	shimen	1	0.03	0	1	0.02	0	ns	1	.ns.	.1.	"Shimen county level city in Changde prefecture 常德, Hunan"
矽	1	xi1	xi	1	0.03	0	1	0.02	0	n	1	.n.	.1.	(chem.) silicon
矿床	2	kuang4 chuang2	kuangchuang	1	0.03	0	1	0.02	0	n	1	.n.	.1.	(mineral) deposit
矿车	2	kuang4 che1	kuangche	1	0.03	0	1	0.02	0	n	1	.n.	.1.	miner's cart/pit truck
砂浆	2	sha1 jiang1/jiang4	shajiang	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
砂眼	2	sha1 yan3	shayan	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
研究型	3	yan2/yan4 jiu1 xing2	yanjiuxing	1	0.03	0	1	0.02	0	b	1	.b.	.1.	#
研钵	2	yan2 bo1	yanbo	1	0.03	0	1	0.02	0	n	1	.n.	.1.	mortar (bowl for grinding with pestle)
破产案	3	po4 chan3 an4	pochanan	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
破浪前进	4	po4 lang4 qian2 jin4	polangqianjin	1	0.03	0	1	0.02	0	v	1	.v.	.1.	#
破落户	3	po4 la4/lao4/luo1/luo4 hu4	poluohu	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
破门而入者	5	po4 men2 er2 ru4 zhe3	pomenerruzhe	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
砾	1	li4	li	1	0.03	0	1	0.02	0	g	1	.g.	.1.	gravel/small stone
硅橡胶	3	gui1 xiang4 jiao1	guixiangjiao	1	0.03	0	1	0.02	0	n	1	.n.	.1.	silicone
硐	1	dong3/dong4	dong	1	0.03	0	1	0.02	0	n	1	.n.	.1.	"variant of 洞, cave/chamber/pit"
硕士生	3	shuo4 shi4 sheng1	shuoshisheng	1	0.03	0	1	0.02	0	n	1	.n.	.1.	Master's degree student
硕果累累	4	shuo4 guo3 lei3 lei3	shuoguoleilei	1	0.03	0	1	0.02	0	v	1	.v.	.1.	heavily laden with fruit/fertile (of trees)/many noteworthy achievements
硫酸亚铁	4	liu2 suan1 ya4 tie3	liusuanyatie	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
硬实	2	ying4 shi2	yingshi	1	0.03	0	1	0.02	0	a	1	.a.	.1.	sturdy/robust
硬棒	2	ying4 bang4	yingbang	1	0.03	0	1	0.02	0	a	1	.a.	.1.	#
硬水	2	ying4 shui3	yingshui	1	0.03	0	1	0.02	0	n	1	.n.	.1.	hard water
硬玉	2	ying4 yu4	yingyu	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
硬通货	3	ying4 tong1/tong4 huo4	yingtonghuo	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
硬面	2	ying4 mian4	yingmian	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
硼砂	2	peng2 sha1	pengsha	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
碇	1	ding4	ding	1	0.03	0	1	0.02	0	n	1	.n.	.1.	anchor
碎嘴子	3	sui4 zui3 zi3	suizuizi	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
碗筷	2	wan3 kuai4	wankuai	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
碧今	2	bi4 jin1	bijin	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
碧佛	2	bi4 fo2/fu2	bifo	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
碧总	2	bi4 zong3	bizong	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
碧玉	2	bi4 yu4	biyu	1	0.03	0	1	0.02	0	n	1	.n.	.1.	jasper
碧甬	2	bi4 yong3	bi*	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
碧空	2	bi4 kong1/kong4	bikong	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
碧罗林	3	bi4 luo1/luo2/luo5 lin2	biluolin	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
碧翠斯	3	bi4 cui4 si1	bicuisi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
碧血	2	bi4 xue4	bixue	1	0.03	0	1	0.02	0	n	1	.n.	.1.	blood shed in a just cause
碧迪美	3	bi4 di2 mei3	bidimei	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
碱度	2	jian3 du4	jiandu	1	0.03	0	1	0.02	0	n	1	.n.	.1.	alkalinity
碱金属	3	jian3 jin1 shu3	jianjinshu	1	0.03	0	1	0.02	0	n	1	.n.	.1.	"alkali metal (the first column of the periodic table, with valency 1)"
碳化硅	3	tan4 hua1/hua4 gui1	tanhuagui	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
碳酰基	3	tan4 xian1 ji1	tanxianji	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
磁力计	3	ci2 li4 ji4	ciliji	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
磁学	2	ci2 xue2	cixue	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
磁能	2	ci2 neng2	cineng	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
磁通量	3	ci2 tong1 liang4	citongliang	1	0.03	0	1	0.02	0	n	1	.n.	.1.	magnetic flux
磅礴	2	pang2 bo2	pangbo	1	0.03	0	1	0.02	0	a	1	.a.	.1.	majestic/boundless
磅秤	2	bang4 cheng4	bangcheng	1	0.03	0	1	0.02	0	n	1	.n.	.1.	scale/platform balance
磊落	2	lei3 luo4	leiluo	1	0.03	0	1	0.02	0	a	1	.a.	.1.	big and stout/fig. big hearted/open and honest
磞	1	#	*	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
磨光机	3	mo2/mo4 guang1 ji1	moguangji	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
磷灰石	3	lin2 hui1 shi2	linhuishi	1	0.03	0	1	0.02	0	n	1	.n.	.1.	apatite/phosphatic limestone
磷肥	2	lin2 fei2	linfei	1	0.03	0	1	0.02	0	n	1	.n.	.1.	phosphate fertilizer
示范带	3	shi4 fan4 dai4	shifandai	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
礼中	2	li3 zhong1/zhong4	lizhong	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
礼乐	2	li3 le4/yue4	lile	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
礼仪之邦	4	li3 yi2 zhi1 bang1	liyizhibang	1	0.03	0	1	0.02	0	l	1	.l.	.1.	#
礼成	2	li3 cheng2	licheng	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
礼敬	2	li3 jing4	lijing	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
礼法	2	li3 fa3	lifa	1	0.03	0	1	0.02	0	n	1	.n.	.1.	etiquette/ceremonial rites
礼玉	2	li3 yu4	liyu	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
礼让	2	li3 rang4	lirang	1	0.03	0	1	0.02	0	v	1	.v.	.1.	#
社会形态	4	she4 hui4/kuai4 xing2 tai4	shehuixingtai	1	0.03	0	1	0.02	0	l	1	.l.	.1.	#
社会心理学	5	she4 hui4/kuai4 xin1 li3 xue2	shehuixinlixue	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
社会性	3	she4 hui4 xing4	shehuixing	1	0.03	0	1	0.02	0	n	1	.n.	.1.	social
社会意识	4	she4 hui4/kuai4 yi4 shi2/zhi4	shehuiyishi	1	0.03	0	1	0.02	0	l	1	.l.	.1.	#
社稷	2	she4 ji4	sheji	1	0.03	0	1	0.02	0	n	1	.n.	.1.	state/country/the Gods of earth and grain
祈使句	3	qi2 shi3 gou1/ju4	qishiju	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
祉	1	zhi3	zhi	1	0.03	0	1	0.02	0	g	1	.g.	.1.	felicity
祖产	2	zu3 chan3	zuchan	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
祖伯塔	3	zu3 bai3/bo2 da5/ta3	zubota	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
祖克曼	3	zu3 ke4 man4	zukeman	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
祖劳斯基	4	zu3 lao2 si1 ji1	zulaosiji	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
祖卡	2	zu3 ka3/qia3	zuka	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
祖卡巴	3	zu3 ka3/qia3 ba1	zukaba	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
祖多姆	3	zu3 duo1 mu3	zuduomu	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
祖师	2	zu3 shi1	zushi	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
祖库·瑟坦博	6	zu3 ku4 #se4 tan3 bo2	zuku*setanbo	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
祖德	2	zu3 de2	zude	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
祖果	2	zu3 guo3	zuguo	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
祖柏连	3	zu3 bai3/bo2/bo4 lian2	zubailian	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
祖芹	2	zu3 qin2	zuqin	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
祖训	2	zu3 xun4	zuxun	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
祖道克	3	zu3 dao4 ke4	zudaoke	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
祖马	2	zu3 ma3	zuma	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
祛痰剂	3	qu1 tan2 ji4	qutanji	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
祝安	2	zhu4 an1	zhuan	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
祝平安	3	zhu4 ping2 an1	zhupingan	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
祝捷	2	zhu4 jie2	zhujie	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
祝文斯	3	zhu4 wen2 si1	zhuwensi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
祝秀恩	3	zhu4 xiu4 en1	zhuxiuen	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
祝贺信	3	zhu4 he4 xin4	zhuhexin	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
祝酒歌	3	zhu4 jiu3 ge1	zhujiuge	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
祝非	2	zhu4 fei1	zhufei	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
神位	2	shen2 wei4	shenwei	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
神佑之	3	shen2 you4 zhi1	shenyouzhi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
神佛发	3	shen2 fo2/fu2 fa1/fa4	shenfofa	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
神兆	2	shen2 zhao4	shenzhao	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
神子会	3	shen2 zi3 hui4/kuai4	shenzihui	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
神山清	3	shen2 shan1 qing1	shenshanqing	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
神山贤	3	shen2 shan1 xian2	shenshanxian	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
神府	2	shen2 fu3	shenfu	1	0.03	0	1	0.02	0	ns	1	.ns.	.1.	#
神态自若	4	shen2 tai4 zi4 re3/ruo4	shentaiziruo	1	0.03	0	1	0.02	0	l	1	.l.	.1.	#
神恩	2	shen2 en1	shenen	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
神泉流	3	shen2 quan2 liu2	shenquanliu	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
神经原	3	shen2 jing1 yuan2	shenjingyuan	1	0.03	0	1	0.02	0	n	1	.n.	.1.	neuron/also written 神经元
神经炎	3	shen2 jing1/jing4 yan2	shenjingyan	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
祟	1	sui4	sui	1	0.03	0	1	0.02	0	n	1	.n.	.1.	evil spirit
祢申	2	mi2/ni3 shen1	*shen	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
祥东	2	xiang2 dong1	xiangdong	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
祥云	2	Xiang2 yun2	xiangyun	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	(N) Xiangyun (place in Yunnan)
祥子时	3	xiang2 zi3 shi2	xiangzishi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
祥实	2	xiang2 shi2	xiangshi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
祥都	2	xiang2 dou1/du1	xiangdu	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
票证	2	piao4 zheng4	piaozheng	1	0.03	0	1	0.02	0	n	1	.n.	.1.	a ticket/a pass (e.g. to enter a building)
祭文	2	ji4/zhai4 wen2	jiwen	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
祸乱	2	huo4 luan4	huoluan	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
祸患	2	huo4 huan4	huohuan	1	0.03	0	1	0.02	0	n	1	.n.	.1.	disaster/calamity
祸殃	2	huo4 yang1	huoyang	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
祾	1	#	*	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
禁忌症	3	jin1/jin4 ji4 zheng1/zheng4	jinjizheng	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
禁放	2	jin1/jin4 fang4	jinfang	1	0.03	0	1	0.02	0	v	1	.v.	.1.	#
禁赌	2	jin1/jin4 du3	jindu	1	0.03	0	1	0.02	0	v	1	.v.	.1.	#
禄莱福莱	4	lu4 lai2 fu2 lai2	lulaifulai	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
禅丹	2	chan2/shan4 dan1	*dan	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
禅修	2	chan2/shan4 xiu1	*xiu	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
禅园	2	chan2/shan4 yuan2	*yuan	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
禅房	2	chan2 fang2	chanfang	1	0.03	0	1	0.02	0	n	1	.n.	.1.	a room in a Buddhist monastery/a temple
禅静之	3	chan2/shan4 jing4 zhi1	*jingzhi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
祸	1	#	*	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
福井	2	fu2 jing3	fujing	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福兆	2	fu2 zhao4	fuzhao	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福克斯·科顿	6	fu2 ke4 si1 #ke1 du2/dun4	fukesi*kedun	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福兰克·穆利根	7	fu2 lan2 ke4 #mu4 li4 gen1	fulanke*muligen	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福兰克林·罗斯福	8	fu2 lan2 ke4 lin2 #luo1/luo2/luo5 si1 fu2	fulankelin*luosifu	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福兰尼尼	4	fu2 lan2 ni2 ni2	fulannini	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福兰普顿	4	fu2 lan2 pu3 du2/dun4	fulanpudun	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福兰森	3	fu2 lan2 sen1	fulansen	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福勒才	3	fu2 le4/lei1 cai2	fulecai	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福卡利亚	4	fu2 ka3/qia3 li4 ya4	fukaliya	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福卢菲	3	fu2 lu2 fei1/fei3	fulufei	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福原	2	fu2 yuan2	fuyuan	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福友	2	fu2 you3	fuyou	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福哉	2	fu2 zai1	fuzai	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福善美	3	fu2 shan4 mei3	fushanmei	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福坦维京	4	fu2 tan3 wei2 jing1	futanweijing	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福塔雷萨市	5	fu2 da5/ta3 lei2 sa4 shi4	futaleisashi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福塞	2	fu2 sai1/sai4/se4	fusai	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福塞斯	3	fu2 sai1/sai4/se4 si1	fusaisi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福士	2	fu2 shi4	fushi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福奇	2	fu2 ji1/qi2	fuqi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福姬	2	fu2 ji1	fuji	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福将	2	fu2 jiang1/jiang4/qiang1	fujiang	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
福尔摩斯查	5	fu2 er3 ma1/mo2 si1 cha2/zha1	fuermosicha	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福尼亚的斯托克顿	8	fu2 ni2 ya4 de5/di2/di4 si1 tuo1 ke4 du2/dun4	funiyadesituokedun	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福库希拉	4	fu2 ku4 xi1 la1/la2/la3/la4	fukuxila	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福建	2	Fu2 jian4	fujian	1	0.03	0	1	0.02	0	ns	1	.ns.	.1.	"Fujian province (Fukien) in east China, abbr. 福 or 闽, capital Fuzhou 福州"
福心	2	fu2 xin1	fuxin	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福拉泽	3	fu2 la1/la2/la3/la4 ze2	fulaze	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福摩萨	3	Fu2 mo2 sa4	fumosa	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	Formosa
福斯泰夫	4	fu2 si1 tai4 fu1/fu2	fusitaifu	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福曼	2	fu2 man4	fuman	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福朗斯·斯托奇	7	fu2 lang3 si1 #si1 tuo1 ji1/qi2	fulangsi*situoqi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福杜	2	fu2 du4	fudu	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福楠	2	fu2 nan2	fu*	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福沃斯	3	fu2 wo4 si1	fuwosi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福滋熊	3	fu2 zi1 xiong2	fuzixiong	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福特·格拉摩根	7	fu2 te4 #ge1/ge2 la1/la2/la3/la4 ma1/mo2 gen1	fute*gelamogen	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福特图拉斯	5	fu2 te4 tu2 la1/la2/la3/la4 si1	futetulasi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福特扎帕特克	6	fu2 te4 za1/zha1/zha2 pa4 te4 ke4	futezhapateke	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福特迈尔	4	fu2 te4 mai4 er3	futemaier	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福特马	3	fu2 te4 ma3	futema	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福理达	3	fu2 li3 da2	fulida	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福瑞	2	fu2 rui4	furui	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福瑞德	3	fu2 rui4 de2	furuide	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福瑞拉	3	fu2 rui4 la1/la2/la3/la4	furuila	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福瑞斯特希尔	6	fu2 rui4 si1 te4 xi1 er3	furuisitexier	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福瑞迪	3	fu2 rui4 di2	furuidi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福米加	3	fu2 mi3 jia1	fumijia	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福米加·戴维斯	7	fu2 mi3 jia1 #dai4 wei2 si1	fumijia*daiweisi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福罗	2	fu2 luo1/luo2/luo5	fuluo	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福罗多	3	fu2 luo1/luo2/luo5 duo1	fuluoduo	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福荫	2	fu2 yin1/yin4	fuyin	1	0.03	0	1	0.02	0	n	1	.n.	.1.	#
福莱堡	3	fu2 lai2 bao3/bu3/pu3/pu4	fulaibao	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福莱德	3	fu2 lai2 de2	fulaide	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福谷森	3	fu2 gu3/yu4 sen1	fugusen	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福赛斯	3	fu2 sai4 si1	fusaisi	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
福那多·雷	5	fu2 na1/na3/na4/nei4 duo1 #lei2	funaduo*lei	1	0.03	0	1	0.02	0	nr	1	.nr.	.1.	#
