thinking,process,category,subcategory,regex
conceptual,secondary,abstraction,,\bdifferent
conceptual,secondary,abstraction,,\bdistinct
conceptual,secondary,abstraction,,\bdistinguish
conceptual,secondary,abstraction,,\bdiverse
conceptual,secondary,abstraction,,\bdiversification
conceptual,secondary,abstraction,,\bdiversified
conceptual,secondary,abstraction,,\bdiversity
conceptual,secondary,abstraction,,\bdoctrin
conceptual,secondary,abstraction,,\beffect
conceptual,secondary,abstraction,,\bestablish
conceptual,secondary,abstraction,,\bestimat
conceptual,secondary,abstraction,,\bevaluat
conceptual,secondary,abstraction,,\bevidenc
conceptual,secondary,abstraction,,\bevident
conceptual,secondary,abstraction,,\bevidential
conceptual,secondary,abstraction,,\bexamin
conceptual,secondary,abstraction,,\bexampl
conceptual,secondary,abstraction,,\bexcept
conceptual,secondary,abstraction,,\bfact
conceptual,secondary,abstraction,,\bfacts
conceptual,secondary,abstraction,,\bfeatur
conceptual,secondary,abstraction,,\bfigur
conceptual,secondary,abstraction,,\bforethought
conceptual,secondary,abstraction,,\bformulat
conceptual,secondary,abstraction,,\bgues
conceptual,secondary,abstraction,,\bguess
conceptual,secondary,abstraction,,\bhistory
conceptual,secondary,abstraction,,\bidea
conceptual,secondary,abstraction,,\bimportanc
conceptual,secondary,abstraction,,\bimportant
conceptual,secondary,abstraction,,\binformat
conceptual,secondary,abstraction,,\binterpret
conceptual,secondary,abstraction,,\binterpretat
conceptual,secondary,abstraction,,\bjudg
conceptual,secondary,abstraction,,\bjudgment
conceptual,secondary,abstraction,,\bknew
conceptual,secondary,abstraction,,\bknow
conceptual,secondary,abstraction,,\blearn
conceptual,secondary,abstraction,,\blogic
conceptual,secondary,abstraction,,\blogistic
conceptual,secondary,abstraction,,\bmay
conceptual,secondary,abstraction,,\bmeant
conceptual,secondary,abstraction,,\bmistak
conceptual,secondary,abstraction,,\bmistaken
conceptual,secondary,abstraction,,\bmistook
conceptual,secondary,abstraction,,\bmodel
conceptual,secondary,abstraction,,\bopin
conceptual,secondary,abstraction,,\botherwis
conceptual,secondary,abstraction,,\bperhap
conceptual,secondary,abstraction,,\bplan
conceptual,secondary,abstraction,,\bpossi
conceptual,secondary,abstraction,,\bpredicat
conceptual,secondary,abstraction,,\bpredict
conceptual,secondary,abstraction,,\bprobab
conceptual,secondary,abstraction,,\bprobabl
conceptual,secondary,abstraction,,\bproblem
conceptual,secondary,abstraction,,\bproof
conceptual,secondary,abstraction,,\bprov
conceptual,secondary,abstraction,,\bpurpos
conceptual,secondary,abstraction,,\bquali
conceptual,secondary,abstraction,,\bquant
conceptual,secondary,abstraction,,\brational
conceptual,secondary,abstraction,,\bre-analy
conceptual,secondary,abstraction,,\bre-examin
conceptual,secondary,abstraction,,\breal
conceptual,secondary,abstraction,,\breality
conceptual,secondary,abstraction,,\breason
conceptual,secondary,abstraction,,\breasonabl
conceptual,secondary,abstraction,,\breconsider
conceptual,secondary,abstraction,,\breexamin
conceptual,secondary,abstraction,,\breformulat
conceptual,secondary,abstraction,,\breinterpretat
conceptual,secondary,abstraction,,\brelearn
conceptual,secondary,abstraction,,\brelevanc
conceptual,secondary,abstraction,,\brelevant
conceptual,secondary,abstraction,,\bresearch
conceptual,secondary,abstraction,,\bresolv
conceptual,secondary,abstraction,,\bschem
conceptual,secondary,abstraction,,\bscienc
conceptual,secondary,abstraction,,\bscientific
conceptual,secondary,abstraction,,\bselect
conceptual,secondary,abstraction,,\bsignificanc
conceptual,secondary,abstraction,,\bsolut
conceptual,secondary,abstraction,,\bsometh
conceptual,secondary,abstraction,,\bsomewhat
conceptual,secondary,abstraction,,\bsourc
conceptual,secondary,abstraction,,\bsubject
conceptual,secondary,abstraction,,\bsuppos
conceptual,secondary,abstraction,,\bsure
conceptual,secondary,abstraction,,\bsurely
conceptual,secondary,abstraction,,\btend
conceptual,secondary,abstraction,,\bthem
conceptual,secondary,abstraction,,\btheor
conceptual,secondary,abstraction,,\bthink
conceptual,secondary,abstraction,,\bthinker
conceptual,secondary,abstraction,,\bthought
conceptual,secondary,abstraction,,\btopic
conceptual,secondary,abstraction,,\btrue
conceptual,secondary,abstraction,,\btruly
conceptual,secondary,abstraction,,\btruth
conceptual,secondary,abstraction,,\bttt1
conceptual,secondary,abstraction,,\bunderstand
conceptual,secondary,abstraction,,\bunderstood
conceptual,secondary,abstraction,,\bweigh
conceptual,secondary,abstraction,,\bweighed
conceptual,secondary,abstraction,,\bweighing
conceptual,secondary,abstraction,,\bweighs
conceptual,secondary,abstraction,,\bwhy
conceptual,secondary,social_behavior,,\bable
conceptual,secondary,social_behavior,,\baccept
conceptual,secondary,social_behavior,,\bacceptanc
conceptual,secondary,social_behavior,,\bacquiescence
conceptual,secondary,social_behavior,,\baddres
conceptual,secondary,social_behavior,,\badmit
conceptual,secondary,social_behavior,,\badvic
conceptual,secondary,social_behavior,,\badvis
conceptual,secondary,social_behavior,,\bagre
conceptual,secondary,social_behavior,,\baid
conceptual,secondary,social_behavior,,\ballow
conceptual,secondary,social_behavior,,\bannounc
conceptual,secondary,social_behavior,,\banswer
conceptual,secondary,social_behavior,,\bapologis
conceptual,secondary,social_behavior,,\bapologiz
conceptual,secondary,social_behavior,,\bappeal
conceptual,secondary,social_behavior,,\bapprobation
conceptual,secondary,social_behavior,,\bapprov
conceptual,secondary,social_behavior,,\bapproval
conceptual,secondary,social_behavior,,\bask
conceptual,secondary,social_behavior,,\basked
conceptual,secondary,social_behavior,,\basking
conceptual,secondary,social_behavior,,\basks
conceptual,secondary,social_behavior,,\bassist
conceptual,secondary,social_behavior,,\bassur
conceptual,secondary,social_behavior,,\bbargain
conceptual,secondary,social_behavior,,\bbeckon
conceptual,secondary,social_behavior,,\bbeseech
conceptual,secondary,social_behavior,,\bborrow
conceptual,secondary,social_behavior,,\bcall
conceptual,secondary,social_behavior,,\bcomment
conceptual,secondary,social_behavior,,\bcommit
conceptual,secondary,social_behavior,,\bcommunicat
conceptual,secondary,social_behavior,,\bconduct
conceptual,secondary,social_behavior,,\bconfer
conceptual,secondary,social_behavior,,\bconfes
conceptual,secondary,social_behavior,,\bconfid
conceptual,secondary,social_behavior,,\bconfirm
conceptual,secondary,social_behavior,,\bcongratulat
conceptual,secondary,social_behavior,,\bconsensus
conceptual,secondary,social_behavior,,\bconsent
conceptual,secondary,social_behavior,,\bconsol
conceptual,secondary,social_behavior,,\bconsolat
conceptual,secondary,social_behavior,,\bconsult
conceptual,secondary,social_behavior,,\bconvers
conceptual,secondary,social_behavior,,\bconversat
conceptual,secondary,social_behavior,,\bconvinc
conceptual,secondary,social_behavior,,\bcooperat
conceptual,secondary,social_behavior,,\bcounsel
conceptual,secondary,social_behavior,,\bdeclar
conceptual,secondary,social_behavior,,\bdepend
conceptual,secondary,social_behavior,,\bdependent
conceptual,secondary,social_behavior,,\bdescrib
conceptual,secondary,social_behavior,,\bdialogu
conceptual,secondary,social_behavior,,\bdiscours
conceptual,secondary,social_behavior,,\bdiscus
conceptual,secondary,social_behavior,,\bdiscuss
conceptual,secondary,social_behavior,,\bdonat
conceptual,secondary,social_behavior,,\beducat
conceptual,secondary,social_behavior,,\belect
conceptual,secondary,social_behavior,,\bencourag
conceptual,secondary,social_behavior,,\bencouragement
conceptual,secondary,social_behavior,,\bengag
conceptual,secondary,social_behavior,,\bescort
conceptual,secondary,social_behavior,,\bexcus
conceptual,secondary,social_behavior,,\bexplain
conceptual,secondary,social_behavior,,\bfollow
conceptual,secondary,social_behavior,,\bforgav
conceptual,secondary,social_behavior,,\bforgiv
conceptual,secondary,social_behavior,,\bforgiven
conceptual,secondary,social_behavior,,\bgenerosity
conceptual,secondary,social_behavior,,\bgenerou
conceptual,secondary,social_behavior,,\bgift
conceptual,secondary,social_behavior,,\bgrant
conceptual,secondary,social_behavior,,\bgreet
conceptual,secondary,social_behavior,,\bguest
conceptual,secondary,social_behavior,,\bguid
conceptual,secondary,social_behavior,,\bguidanc
conceptual,secondary,social_behavior,,\bhelp
conceptual,secondary,social_behavior,,\bimitat
conceptual,secondary,social_behavior,,\bimplor
conceptual,secondary,social_behavior,,\binfluenc
conceptual,secondary,social_behavior,,\binform
conceptual,secondary,social_behavior,,\binquir
conceptual,secondary,social_behavior,,\binstruct
conceptual,secondary,social_behavior,,\binterview
conceptual,secondary,social_behavior,,\bintroduc
conceptual,secondary,social_behavior,,\binvit
conceptual,secondary,social_behavior,,\bkneel
conceptual,secondary,social_behavior,,\blend
conceptual,secondary,social_behavior,,\blent
conceptual,secondary,social_behavior,,\bmeet
conceptual,secondary,social_behavior,,\bment
conceptual,secondary,social_behavior,,\bmessag
conceptual,secondary,social_behavior,,\bmet
conceptual,secondary,social_behavior,,\bmutual
conceptual,secondary,social_behavior,,\boffer
conceptual,secondary,social_behavior,,\bpardon
conceptual,secondary,social_behavior,,\bparticipat
conceptual,secondary,social_behavior,,\bpersua
conceptual,secondary,social_behavior,,\bpersuad
conceptual,secondary,social_behavior,,\bplead
conceptual,secondary,social_behavior,,\bpleas
conceptual,secondary,social_behavior,,\bpreach
conceptual,secondary,social_behavior,,\bproclaim
conceptual,secondary,social_behavior,,\bpromis
conceptual,secondary,social_behavior,,\bpropos
conceptual,secondary,social_behavior,,\bprosocial
conceptual,secondary,social_behavior,,\bprotect
conceptual,secondary,social_behavior,,\bprovid
conceptual,secondary,social_behavior,,\bquot
conceptual,secondary,social_behavior,,\bquota
conceptual,secondary,social_behavior,,\bquota-
conceptual,secondary,social_behavior,,\bquotas
conceptual,secondary,social_behavior,,\brecit
conceptual,secondary,social_behavior,,\breeducation
conceptual,secondary,social_behavior,,\bremark
conceptual,secondary,social_behavior,,\bremind
conceptual,secondary,social_behavior,,\brepli
conceptual,secondary,social_behavior,,\breply
conceptual,secondary,social_behavior,,\brepresent
conceptual,secondary,social_behavior,,\brequest
conceptual,secondary,social_behavior,,\brescu
conceptual,secondary,social_behavior,,\brespond
conceptual,secondary,social_behavior,,\brespons
conceptual,secondary,social_behavior,,\bsaid
conceptual,secondary,social_behavior,,\bsale
conceptual,secondary,social_behavior,,\bsales
conceptual,secondary,social_behavior,,\bsay
conceptual,secondary,social_behavior,,\bservic
conceptual,secondary,social_behavior,,\bshar
conceptual,secondary,social_behavior,,\bshelter
conceptual,secondary,social_behavior,,\bsignal
conceptual,secondary,social_behavior,,\bsociable
conceptual,secondary,social_behavior,,\bsocial
conceptual,secondary,social_behavior,,\bsolicit
conceptual,secondary,social_behavior,,\bspeak
conceptual,secondary,social_behavior,,\bspeaker
conceptual,secondary,social_behavior,,\bspeech
conceptual,secondary,social_behavior,,\bspok
conceptual,secondary,social_behavior,,\bspoken
conceptual,secondary,social_behavior,,\bsuggest
conceptual,secondary,social_behavior,,\bsworn
conceptual,secondary,social_behavior,,\btalk
conceptual,secondary,social_behavior,,\btaught
conceptual,secondary,social_behavior,,\bteach
conceptual,secondary,social_behavior,,\btell
conceptual,secondary,social_behavior,,\bthank
conceptual,secondary,social_behavior,,\btold
conceptual,secondary,social_behavior,,\btreat
conceptual,secondary,social_behavior,,\butter
conceptual,secondary,social_behavior,,\bvisit
conceptual,secondary,instrumental_behavior,,\bachiev
conceptual,secondary,instrumental_behavior,,\bachievement
conceptual,secondary,instrumental_behavior,,\bacquir
conceptual,secondary,instrumental_behavior,,\bacquisit
conceptual,secondary,instrumental_behavior,,\bafford
conceptual,secondary,instrumental_behavior,,\baim
conceptual,secondary,instrumental_behavior,,\bapplic
conceptual,secondary,instrumental_behavior,,\bapplie
conceptual,secondary,instrumental_behavior,,\bapply
conceptual,secondary,instrumental_behavior,,\barchitect
conceptual,secondary,instrumental_behavior,,\bassembl
conceptual,secondary,instrumental_behavior,,\battain
conceptual,secondary,instrumental_behavior,,\battempt
conceptual,secondary,instrumental_behavior,,\bavail
conceptual,secondary,instrumental_behavior,,\bavailability
conceptual,secondary,instrumental_behavior,,\bavailabl
conceptual,secondary,instrumental_behavior,,\bbelong
conceptual,secondary,instrumental_behavior,,\bbid
conceptual,secondary,instrumental_behavior,,\bbought
conceptual,secondary,instrumental_behavior,,\bbuild
conceptual,secondary,instrumental_behavior,,\bbuilt
conceptual,secondary,instrumental_behavior,,\bburden
conceptual,secondary,instrumental_behavior,,\bbusines
conceptual,secondary,instrumental_behavior,,\bbuy
conceptual,secondary,instrumental_behavior,,\bcapabl
conceptual,secondary,instrumental_behavior,,\bcarri
conceptual,secondary,instrumental_behavior,,\bcarry
conceptual,secondary,instrumental_behavior,,\bcaveat
conceptual,secondary,instrumental_behavior,,\bclaim
conceptual,secondary,instrumental_behavior,,\bcollect
conceptual,secondary,instrumental_behavior,,\bcomponent
conceptual,secondary,instrumental_behavior,,\bconstruct
conceptual,secondary,instrumental_behavior,,\bcopi
conceptual,secondary,instrumental_behavior,,\bcopy
conceptual,secondary,instrumental_behavior,,\bcost
conceptual,secondary,instrumental_behavior,,\bcount
conceptual,secondary,instrumental_behavior,,\bcraft
conceptual,secondary,instrumental_behavior,,\bcraftsman
conceptual,secondary,instrumental_behavior,,\bcultivat
conceptual,secondary,instrumental_behavior,,\bcure
conceptual,secondary,instrumental_behavior,,\bcuring
conceptual,secondary,instrumental_behavior,,\bdeliver
conceptual,secondary,instrumental_behavior,,\bdivestment
conceptual,secondary,instrumental_behavior,,\bdividend
conceptual,secondary,instrumental_behavior,,\bearn
conceptual,secondary,instrumental_behavior,,\beffort
conceptual,secondary,instrumental_behavior,,\bemploy
conceptual,secondary,instrumental_behavior,,\bendeavor
conceptual,secondary,instrumental_behavior,,\bfactori
conceptual,secondary,instrumental_behavior,,\bfactory
conceptual,secondary,instrumental_behavior,,\bfeat
conceptual,secondary,instrumental_behavior,,\bfeats
conceptual,secondary,instrumental_behavior,,\bfind
conceptual,secondary,instrumental_behavior,,\bfinish
conceptual,secondary,instrumental_behavior,,\bforge
conceptual,secondary,instrumental_behavior,,\bforges
conceptual,secondary,instrumental_behavior,,\bfound
conceptual,secondary,instrumental_behavior,,\bfoundr
conceptual,secondary,instrumental_behavior,,\bgain
conceptual,secondary,instrumental_behavior,,\bgoal
conceptual,secondary,instrumental_behavior,,\bgrasp
conceptual,secondary,instrumental_behavior,,\bharvest
conceptual,secondary,instrumental_behavior,,\bhire
conceptual,secondary,instrumental_behavior,,\bhired
conceptual,secondary,instrumental_behavior,,\bhires
conceptual,secondary,instrumental_behavior,,\bhiring
conceptual,secondary,instrumental_behavior,,\bimprov
conceptual,secondary,instrumental_behavior,,\bindustri
conceptual,secondary,instrumental_behavior,,\bindustry
conceptual,secondary,instrumental_behavior,,\bingredient
conceptual,secondary,instrumental_behavior,,\bjob
conceptual,secondary,instrumental_behavior,,\bjobs
conceptual,secondary,instrumental_behavior,,\blabor
conceptual,secondary,instrumental_behavior,,\blaborator
conceptual,secondary,instrumental_behavior,,\blaboriou
conceptual,secondary,instrumental_behavior,,\blabour
conceptual,secondary,instrumental_behavior,,\blabouriou
conceptual,secondary,instrumental_behavior,,\blesson
conceptual,secondary,instrumental_behavior,,\blogistics
conceptual,secondary,instrumental_behavior,,\bmachin
conceptual,secondary,instrumental_behavior,,\bmachinery
conceptual,secondary,instrumental_behavior,,\bmak
conceptual,secondary,instrumental_behavior,,\bmanipulat
conceptual,secondary,instrumental_behavior,,\bmanufactur
conceptual,secondary,instrumental_behavior,,\bmarket
conceptual,secondary,instrumental_behavior,,\bmend
conceptual,secondary,instrumental_behavior,,\bmerchandise
conceptual,secondary,instrumental_behavior,,\bmerchant
conceptual,secondary,instrumental_behavior,,\bmoney
conceptual,secondary,instrumental_behavior,,\bobtain
conceptual,secondary,instrumental_behavior,,\boccupat
conceptual,secondary,instrumental_behavior,,\boccupy
conceptual,secondary,instrumental_behavior,,\bownership
conceptual,secondary,instrumental_behavior,,\bpaid
conceptual,secondary,instrumental_behavior,,\bpay
conceptual,secondary,instrumental_behavior,,\bpaying
conceptual,secondary,instrumental_behavior,,\bpays
conceptual,secondary,instrumental_behavior,,\bperform
conceptual,secondary,instrumental_behavior,,\bpick
conceptual,secondary,instrumental_behavior,,\bplough
conceptual,secondary,instrumental_behavior,,\bplow
conceptual,secondary,instrumental_behavior,,\bposses
conceptual,secondary,instrumental_behavior,,\bpossess
conceptual,secondary,instrumental_behavior,,\bpractic
conceptual,secondary,instrumental_behavior,,\bprepar
conceptual,secondary,instrumental_behavior,,\bpric
conceptual,secondary,instrumental_behavior,,\bprivation
conceptual,secondary,instrumental_behavior,,\bproduc
conceptual,secondary,instrumental_behavior,,\bprofit
conceptual,secondary,instrumental_behavior,,\bprofitabl
conceptual,secondary,instrumental_behavior,,\bproperty
conceptual,secondary,instrumental_behavior,,\bprovision
conceptual,secondary,instrumental_behavior,,\bpurchas
conceptual,secondary,instrumental_behavior,,\bpursu
conceptual,secondary,instrumental_behavior,,\breach
conceptual,secondary,instrumental_behavior,,\breconstruct
conceptual,secondary,instrumental_behavior,,\brecord
conceptual,secondary,instrumental_behavior,,\brecover
conceptual,secondary,instrumental_behavior,,\brepair
conceptual,secondary,instrumental_behavior,,\breproduce
conceptual,secondary,instrumental_behavior,,\brestor
conceptual,secondary,instrumental_behavior,,\bresult
conceptual,secondary,instrumental_behavior,,\brisk
conceptual,secondary,instrumental_behavior,,\bsel
conceptual,secondary,instrumental_behavior,,\bsell
conceptual,secondary,instrumental_behavior,,\bskil
conceptual,secondary,instrumental_behavior,,\bskill
conceptual,secondary,instrumental_behavior,,\bskillful
conceptual,secondary,instrumental_behavior,,\bsold
conceptual,secondary,instrumental_behavior,,\bsow
conceptual,secondary,instrumental_behavior,,\bspend
conceptual,secondary,instrumental_behavior,,\bspent
conceptual,secondary,instrumental_behavior,,\bspin-off
conceptual,secondary,instrumental_behavior,,\bstudent
conceptual,secondary,instrumental_behavior,,\bstudi
conceptual,secondary,instrumental_behavior,,\bstudiou
conceptual,secondary,instrumental_behavior,,\bstudy
conceptual,secondary,instrumental_behavior,,\bsucce
conceptual,secondary,instrumental_behavior,,\bsweep
conceptual,secondary,instrumental_behavior,,\bswept
conceptual,secondary,instrumental_behavior,,\btask
conceptual,secondary,instrumental_behavior,,\btest
conceptual,secondary,instrumental_behavior,,\btoil
conceptual,secondary,instrumental_behavior,,\btoiled
conceptual,secondary,instrumental_behavior,,\btoils
conceptual,secondary,instrumental_behavior,,\btrad
conceptual,secondary,instrumental_behavior,,\btried
conceptual,secondary,instrumental_behavior,,\btry
conceptual,secondary,instrumental_behavior,,\btrying
conceptual,secondary,instrumental_behavior,,\btrys
conceptual,secondary,instrumental_behavior,,\buse
conceptual,secondary,instrumental_behavior,,\bused
conceptual,secondary,instrumental_behavior,,\buses
conceptual,secondary,instrumental_behavior,,\busing
conceptual,secondary,instrumental_behavior,,\bwin
conceptual,secondary,instrumental_behavior,,\bwinning
conceptual,secondary,instrumental_behavior,,\bwins
conceptual,secondary,instrumental_behavior,,\bwon
conceptual,secondary,instrumental_behavior,,\bwork
conceptual,secondary,restraint,,\barrest
conceptual,secondary,restraint,,\bassign
conceptual,secondary,restraint,,\bauthoriz
conceptual,secondary,restraint,,\bbar
conceptual,secondary,restraint,,\bbarred
conceptual,secondary,restraint,,\bbarring
conceptual,secondary,restraint,,\bbars
conceptual,secondary,restraint,,\bbind
conceptual,secondary,restraint,,\bblock
conceptual,secondary,restraint,,\bblockad
conceptual,secondary,restraint,,\bbound
conceptual,secondary,restraint,,\bcag
conceptual,secondary,restraint,,\bcaptiv
conceptual,secondary,restraint,,\bcaptivity
conceptual,secondary,restraint,,\bcaptur
conceptual,secondary,restraint,,\bcatch
conceptual,secondary,restraint,,\bcaught
conceptual,secondary,restraint,,\bcensur
conceptual,secondary,restraint,,\bchastis
conceptual,secondary,restraint,,\bchastiz
conceptual,secondary,restraint,,\bcoerc
conceptual,secondary,restraint,,\bcompel
conceptual,secondary,restraint,,\bcomptroller
conceptual,secondary,restraint,,\bconfin
conceptual,secondary,restraint,,\bconform
conceptual,secondary,restraint,,\bconformity
conceptual,secondary,restraint,,\bconstrain
conceptual,secondary,restraint,,\bconstraint
conceptual,secondary,restraint,,\bconstrict
conceptual,secondary,restraint,,\bcontrol
conceptual,secondary,restraint,,\bdecree
conceptual,secondary,restraint,,\bdetain
conceptual,secondary,restraint,,\bdeter
conceptual,secondary,restraint,,\bdiscipline
conceptual,secondary,restraint,,\bdungeon
conceptual,secondary,restraint,,\benclos
conceptual,secondary,restraint,,\bforbad
conceptual,secondary,restraint,,\bforbid
conceptual,secondary,restraint,,\bforbidden
conceptual,secondary,restraint,,\bguard
conceptual,secondary,restraint,,\bguardian
conceptual,secondary,restraint,,\bhalt
conceptual,secondary,restraint,,\bhamper
conceptual,secondary,restraint,,\bhinder
conceptual,secondary,restraint,,\bhindranc
conceptual,secondary,restraint,,\bimperativ
conceptual,secondary,restraint,,\bimprison
conceptual,secondary,restraint,,\binhibit
conceptual,secondary,restraint,,\binsist
conceptual,secondary,restraint,,\binterfer
conceptual,secondary,restraint,,\binterrupt
conceptual,secondary,restraint,,\bjail
conceptual,secondary,restraint,,\bleash
conceptual,secondary,restraint,,\blimit
conceptual,secondary,restraint,,\block
conceptual,secondary,restraint,,\bmagist
conceptual,secondary,restraint,,\bmanag
conceptual,secondary,restraint,,\bmust
conceptual,secondary,restraint,,\bnecessary
conceptual,secondary,restraint,,\bnecessity
conceptual,secondary,restraint,,\bobedienc
conceptual,secondary,restraint,,\bobey
conceptual,secondary,restraint,,\boblig
conceptual,secondary,restraint,,\bobligat
conceptual,secondary,restraint,,\bobstacl
conceptual,secondary,restraint,,\bobstruct
conceptual,secondary,restraint,,\bpenaliz
conceptual,secondary,restraint,,\bpenalti
conceptual,secondary,restraint,,\bpenalty
conceptual,secondary,restraint,,\bpeniten
conceptual,secondary,restraint,,\bpermiss
conceptual,secondary,restraint,,\bpermit
conceptual,secondary,restraint,,\bpolic
conceptual,secondary,restraint,,\bpoliceman
conceptual,secondary,restraint,,\bpolicemen
conceptual,secondary,restraint,,\bprescrib
conceptual,secondary,restraint,,\bprevail
conceptual,secondary,restraint,,\bprevent
conceptual,secondary,restraint,,\bprison
conceptual,secondary,restraint,,\bprohibit
conceptual,secondary,restraint,,\bpunish
conceptual,secondary,restraint,,\bpunishment
conceptual,secondary,restraint,,\brefus
conceptual,secondary,restraint,,\bregulat
conceptual,secondary,restraint,,\breign
conceptual,secondary,restraint,,\brequir
conceptual,secondary,restraint,,\brequirement
conceptual,secondary,restraint,,\bresist
conceptual,secondary,restraint,,\brestrain
conceptual,secondary,restraint,,\brestraint
conceptual,secondary,restraint,,\brestrict
conceptual,secondary,restraint,,\bscold
conceptual,secondary,restraint,,\bshut
conceptual,secondary,restraint,,\bstop
conceptual,secondary,restraint,,\bstrict
conceptual,secondary,restraint,,\bsummon
conceptual,secondary,restraint,,\bsuppres
conceptual,secondary,restraint,,\btaboo
conceptual,secondary,restraint,,\btax
conceptual,secondary,restraint,,\bthwart
conceptual,secondary,order,,\baccurat
conceptual,secondary,order,,\barrang
conceptual,secondary,order,,\barray
conceptual,secondary,order,,\bbalanc
conceptual,secondary,order,,\bcatalog
conceptual,secondary,order,,\bclass
conceptual,secondary,order,,\bconsistenc
conceptual,secondary,order,,\bconsistent
conceptual,secondary,order,,\bconstanc
conceptual,secondary,order,,\bconstant
conceptual,secondary,order,,\bdivid
conceptual,secondary,order,,\bform
conceptual,secondary,order,,\bformula
conceptual,secondary,order,,\bgrad
conceptual,secondary,order,,\bindex
conceptual,secondary,order,,\blist
conceptual,secondary,order,,\bmeasur
conceptual,secondary,order,,\bmethod
conceptual,secondary,order,,\bmoderat
conceptual,secondary,order,,\bneat
conceptual,secondary,order,,\bnorm
conceptual,secondary,order,,\bnormal
conceptual,secondary,order,,\border
conceptual,secondary,order,,\bordinal
conceptual,secondary,order,,\borgani
conceptual,secondary,order,,\bpattern
conceptual,secondary,order,,\bprecis
conceptual,secondary,order,,\brank
conceptual,secondary,order,,\bregular
conceptual,secondary,order,,\breorganiz
conceptual,secondary,order,,\broutin
conceptual,secondary,order,,\bserial
conceptual,secondary,order,,\bseries
conceptual,secondary,order,,\bsimpl
conceptual,secondary,order,,\bsimplicity
conceptual,secondary,order,,\bstability
conceptual,secondary,order,,\bstandard
conceptual,secondary,order,,\bsymmetr
conceptual,secondary,order,,\bsystem
conceptual,secondary,order,,\buniform
conceptual,secondary,order,,\buniversal
conceptual,secondary,temporal_references,,\babrupt
conceptual,secondary,temporal_references,,\bagain
conceptual,secondary,temporal_references,,\bago
conceptual,secondary,temporal_references,,\balready
conceptual,secondary,temporal_references,,\bancient
conceptual,secondary,temporal_references,,\bbrevity
conceptual,secondary,temporal_references,,\bbrief
conceptual,secondary,temporal_references,,\bclock
conceptual,secondary,temporal_references,,\bdaily
conceptual,secondary,temporal_references,,\bdate
conceptual,secondary,temporal_references,,\bdated
conceptual,secondary,temporal_references,,\bdates
conceptual,secondary,temporal_references,,\bdating
conceptual,secondary,temporal_references,,\bdecad
conceptual,secondary,temporal_references,,\bdur
conceptual,secondary,temporal_references,,\bdurat
conceptual,secondary,temporal_references,,\bearlier
conceptual,secondary,temporal_references,,\bearly
conceptual,secondary,temporal_references,,\bephemeral
conceptual,secondary,temporal_references,,\bever
conceptual,secondary,temporal_references,,\bformer
conceptual,secondary,temporal_references,,\bfrequent
conceptual,secondary,temporal_references,,\bfull-time
conceptual,secondary,temporal_references,,\bhast
conceptual,secondary,temporal_references,,\bhenceforth
conceptual,secondary,temporal_references,,\bhour
conceptual,secondary,temporal_references,,\bimmediat
conceptual,secondary,temporal_references,,\bimmediate
conceptual,secondary,temporal_references,,\binstant
conceptual,secondary,temporal_references,,\binterlud
conceptual,secondary,temporal_references,,\blong-term
conceptual,secondary,temporal_references,,\blongevit
conceptual,secondary,temporal_references,,\bmeantim
conceptual,secondary,temporal_references,,\bmeanwhil
conceptual,secondary,temporal_references,,\bminut
conceptual,secondary,temporal_references,,\bmoment
conceptual,secondary,temporal_references,,\bmomentary
conceptual,secondary,temporal_references,,\bmonth
conceptual,secondary,temporal_references,,\bnow
conceptual,secondary,temporal_references,,\boccas
conceptual,secondary,temporal_references,,\boccasional
conceptual,secondary,temporal_references,,\boften
conceptual,secondary,temporal_references,,\bold
conceptual,secondary,temporal_references,,\bolder
conceptual,secondary,temporal_references,,\bonce
conceptual,secondary,temporal_references,,\bpart-time
conceptual,secondary,temporal_references,,\bpast
conceptual,secondary,temporal_references,,\bprematur
conceptual,secondary,temporal_references,,\bpresent
conceptual,secondary,temporal_references,,\bpreviou
conceptual,secondary,temporal_references,,\bprior
conceptual,secondary,temporal_references,,\bquick
conceptual,secondary,temporal_references,,\bseason
conceptual,secondary,temporal_references,,\bseldom
conceptual,secondary,temporal_references,,\bshort-term
conceptual,secondary,temporal_references,,\bsometim
conceptual,secondary,temporal_references,,\bsoon
conceptual,secondary,temporal_references,,\bsooner
conceptual,secondary,temporal_references,,\bsudden
conceptual,secondary,temporal_references,,\btemporary
conceptual,secondary,temporal_references,,\bthen
conceptual,secondary,temporal_references,,\btill
conceptual,secondary,temporal_references,,\btime
conceptual,secondary,temporal_references,,\btiming
conceptual,secondary,temporal_references,,\btoday
conceptual,secondary,temporal_references,,\btonight
conceptual,secondary,temporal_references,,\bweek
conceptual,secondary,temporal_references,,\bwhen
conceptual,secondary,temporal_references,,\bwhenever
conceptual,secondary,temporal_references,,\bwhil
conceptual,secondary,temporal_references,,\byear
conceptual,secondary,temporal_references,,\byesterday
conceptual,secondary,moral_imperative,,\bbirthright
conceptual,secondary,moral_imperative,,\bcommandment
conceptual,secondary,moral_imperative,,\bconscienc
conceptual,secondary,moral_imperative,,\bconscientiou
conceptual,secondary,moral_imperative,,\bcorrect
conceptual,secondary,moral_imperative,,\bcustom
conceptual,secondary,moral_imperative,,\bcustomer
