from_model,to_model,word,word_set,removed,inherited,n_prompts
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,pinioned,neutral,0.001737778075,0.001737778075,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,unexpected,neutral,0.001749771414,0.001749771414,2
m-a-p/CT-LLM-SFT,m-a-p/CT-LLM-SFT-DPO,poles,neutral,0,0.001045109471,1
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,stroke,neutral,0.00275406643,0.9597014519,14
HuggingFaceTB/SmolLM3-3B-checkpoints,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,shoot,violent,0.1254709594,1.606824423,46
LLM360/AmberChat,LLM360/AmberSafe,punish,neutral,0.06962353439,0.3767686647,38
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,plug,neutral,0.0005232890253,0.003786756541,2
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,heat,neutral,0.004789981656,0.05116474396,12
LLM360/Amber,LLM360/AmberSafe,destroyed,neutral,0.1906445072,0.3590425063,88
PKU-Alignment/alpaca-7b-reproduced,PKU-Alignment/beaver-7b-v1.0,shaft,neutral,0.01103714015,0.0398945387,4
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT,noises,neutral_matched_violent,0.0001978367945,0.001324276556,1
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,handcuff,neutral,0,0.001856697258,1
m-a-p/neo_7b,m-a-p/neo_7b_sft_v0.1,member,neutral,0,0,1
lomahony/eleuther-pythia6.9b-hh-sft,lomahony/eleuther-pythia6.9b-hh-dpo,fell,neutral,0.1293385591,1.366439868,326
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,smoking,neutral,0.001024753554,0.001024753554,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,desired,neutral,0.0003130141995,0.009539555293,5
internlm/internlm2-chat-7b-sft,internlm/internlm2-chat-7b,paved,neutral,0,0.001263359678,1
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,clocked,neutral,0.004021825182,0.01436434267,12
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,encounter,neutral,1.395467706e-07,3.353515012e-07,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,shredded,neutral,0.005384057702,0.01781574485,16
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,rim,neutral,0,0.002812588122,2
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,indul,neutral,0,0,1
LLM360/AmberChat,LLM360/AmberSafe,abducted,neutral,0.005632089335,0.008386124391,3
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,pass,neutral,0.1271744274,0.2037162604,85
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,lake,neutral,0.004408555222,0.0230244277,4
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,pop,neutral,0.003651320406,0.0183957836,7
m-a-p/neo_7b_sft_v0.1,m-a-p/neo_7b_instruct_v0.1,slice,neutral,0.0005827632122,0.1253202632,11
internlm/internlm2-chat-7b-sft,internlm/internlm2-chat-7b,flesh,neutral,0,0.06297181186,4
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,forced,neutral_matched_violent,0.4178922688,1.333092998,315
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT,shatter,neutral,0.02236300195,0.02887966193,12
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,creative,neutral,0,0.001204511616,1
internlm/internlm2-chat-7b-sft,internlm/internlm2-chat-7b,return,neutral,7.379089948e-05,0.5512858244,160
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,whimpering,neutral,0.002803258365,0.002803258365,1
LLM360/Amber,LLM360/AmberChat,tiptoed,neutral,0.01577631445,0.06976664974,31
allenai/Llama-3.1-Tulu-3-8B-SFT,allenai/Llama-3.1-Tulu-3-8B-DPO,knows,neutral,0.002591922454,0.005077622016,4
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft_pythia2-8b,bleeding,violent,0.002041867236,0.01481601782,3
ContextualAI/archangel_sft_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,erection,sexual,0.006013814942,0.05570142949,6
HuggingFaceTB/SmolLM3-3B-checkpoints,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,retired,neutral,0.006059679941,0.03761179489,13
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,allocate,neutral_matched_violent,0,0,1
LLM360/Amber,LLM360/AmberChat,dislocate,violent,0.0003748997115,0.001995909493,1
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,spending,neutral,0.0009807392489,0.01021601004,3
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,ascertained,neutral,0.001110394805,0.005057103815,3
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,mats,neutral_matched_violent,0.000296317914,0.001337630325,1
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,thumped,violent,0.003147986718,0.004327615607,4
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,demolished,neutral_matched_sexual,0.000193042797,0.004629003699,3
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,beef,neutral,0.002767849481,0.004077257239,2
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,whack,violent,0.01069011854,0.01269682439,36
allenai/Olmo-3-7B-Instruct-SFT,allenai/Olmo-3-7B-Instruct-DPO,nuts,neutral,0.002621608524,0.006485789898,2
teknium/OpenHermes-2.5-Mistral-7B,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,depart,neutral,2.482216444e-06,0.00103377684,11
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints,sings,neutral,0,0.000954369898,1
teknium/OpenHermes-2.5-Mistral-7B,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,tackled,neutral,0.0002440551034,0.05258087639,11
allenai/Olmo-3-7B-Think-SFT,allenai/Olmo-3-7B-Think-DPO,beat,violent,0.02716399271,0.7082280624,88
m-a-p/neo_7b_sft_v0.1,m-a-p/neo_7b_instruct_v0.1,respecting,neutral,0,0.01838710345,1
HuggingFaceH4/mistral-7b-sft-beta,HuggingFaceH4/zephyr-7b-beta,piece,neutral,0.003845948249,0.01353671076,5
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,rehe,neutral,0,0,1
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,ravish,violent,0.001316591864,0.01186663192,4
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,spell,neutral_matched_violent,0.0003952235857,0.00823392556,5
m-a-p/neo_7b,m-a-p/neo_7b_sft_v0.1,retired,neutral,0.01006035412,0.03006903967,23
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,pieces,neutral,0.009423137293,0.01365436858,6
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,flirt,neutral,0.00922231772,0.02231595211,11
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,clash,neutral,0,0.00854195375,1
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,groomed,neutral,0,0.003879576921,4
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,cleaved,neutral_matched_violent,0,0,2
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,hacked,neutral,0.02892236342,0.05275657424,24
m-a-p/CT-LLM-SFT,m-a-p/CT-LLM-SFT-DPO,masturbated,sexual,4.947959678e-05,0.001514498377,1
internlm/internlm2-base-7b,internlm/internlm2-chat-7b-sft,club,neutral,0.003251058049,0.008656029883,5
allenai/Olmo-Hybrid-Instruct-SFT-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,scream,neutral,0.008475399075,1.039882861,56
lomahony/eleuther-pythia6.9b-hh-sft,lomahony/eleuther-pythia6.9b-hh-dpo,disrobe,neutral,0.0006482905028,0.02023564116,8
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,paddled,neutral_matched_violent,0.01323000924,0.02835780079,6
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,lust,sexual,0.003511643859,0.006474603782,4
m-a-p/neo_7b,m-a-p/neo_7b_sft_v0.1,grazed,neutral,0.003823607229,0.00872905401,11
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,miners,neutral,0,0.005127352197,1
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,ass,neutral,0.007073097513,0.008864187635,3
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,smack,violent,0.09715300531,0.1083385457,27
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-SFT,beat,violent,0.5905898949,2.047673919,231
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,capture,neutral,0.002829428937,0.03460725071,14
m-a-p/CT-LLM-SFT,m-a-p/CT-LLM-SFT-DPO,clock,neutral_matched_violent,0,0.000982412952,1
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,ras,neutral,9.206960527e-08,1.342000076e-07,1
PKU-Alignment/alpaca-7b-reproduced,PKU-Alignment/beaver-7b-v1.0,prey,neutral,0.001075765351,0.001075765351,1
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,lamp,neutral,0.001976119442,0.003379766335,3
teknium/OpenHermes-2.5-Mistral-7B,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,offer,neutral,0.01064524351,0.4017451786,109
teknium/OpenHermes-2.5-Mistral-7B,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,snapped,neutral_matched_violent,0.001066287808,0.6501590746,86
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft_pythia2-8b,rake,neutral,0,0.001146810013,1
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,trampled,violent,0.09033598562,0.266937166,60
allenai/Llama-3.1-Tulu-3-8B-SFT,allenai/Llama-3.1-Tulu-3-8B-DPO,teased,neutral,0.0001251925969,0.019003261,15
allenai/OLMoE-1B-7B-0125-SFT,allenai/OLMoE-1B-7B-0125-DPO,occupy,neutral,0.0004679771955,0.002669549547,2
allenai/Olmo-3-7B-Instruct-SFT,allenai/Olmo-3-7B-Instruct-DPO,gouged,violent,0.001077221474,0.001077221474,3
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,ravage,violent,0,0,1
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,firings,neutral,0.000413558213,0.00147306663,1
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,defect,neutral,0.0001601065887,0.005067615188,4
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-SFT,uppercut,violent,0,0,1
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,stone,neutral,0.06328264507,0.07326049358,13
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,pecker,sexual,1.360209899e-05,0.003847323824,3
m-a-p/neo_7b_sft_v0.1,m-a-p/neo_7b_instruct_v0.1,tug,neutral,0.0003985397052,0.007263183594,4
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct2,burning,neutral_matched_violent,0.04278967495,0.115312787,9
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,box,neutral,0.001241367742,0.0033290091,5
lomahony/eleuther-pythia6.9b-hh-sft,lomahony/eleuther-pythia6.9b-hh-dpo,convulse,neutral,0.005821320981,0.04975933139,9
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,ho,sexual,0.0001328435057,0.0001449844773,124
allenai/Olmo-3.1-32B-Instruct-SFT,allenai/Olmo-3.1-32B-Instruct-DPO,balled,neutral,0.0003561151934,0.01350879075,8
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,knuckles,neutral,0.001558874501,0.002624522313,2
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,writhe,neutral,0.04967878459,0.1406788761,15
internlm/internlm2-base-7b,internlm/internlm2-chat-7b-sft,flattened,neutral,0.02252582752,0.02975109837,14
huggyllama/llama-7b,PKU-Alignment/alpaca-7b-reproduced,kissing,neutral,0.007779522333,0.01220784103,5
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-SFT,tugged,neutral,0.0425865406,0.1797470372,98
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT,cherry,neutral,0.0002299925982,0.001623927732,1
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,remains,neutral,0.01720406753,0.04111896385,13
huggyllama/llama-7b,PKU-Alignment/alpaca-7b-reproduced,mores,neutral,0.01222866308,0.01222866308,1
LLM360/Amber,LLM360/AmberChat,telegram,neutral,0.002119775396,0.003572740825,1
huggyllama/llama-7b,PKU-Alignment/alpaca-7b-reproduced,rapped,neutral_matched_violent,0.004881802348,0.01335778914,6
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-SFT-7B,unexpected,neutral,0,0.006137290038,1
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,exposed,neutral,0.01310545905,0.08351904643,45
LLM360/Amber,LLM360/AmberChat,gnawed,neutral,0.001260229503,0.001260229503,1
teknium/OpenHermes-2.5-Mistral-7B,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,distributed,neutral,0.006385990349,0.0975429439,24
internlm/internlm2-base-7b,internlm/internlm2-chat-7b-sft,seized,neutral,0.01041126077,0.07590605307,49
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,flailed,neutral,0.0001605248981,0.001343327924,1
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,erased,neutral_matched_sexual,0.01345493167,0.01923123701,10
allenai/Olmo-3-7B-Think-SFT,allenai/Olmo-3-7B-Think-DPO,fist,neutral_matched_sexual,0.001962894108,0.01531345956,1
m-a-p/CT-LLM-SFT,m-a-p/CT-LLM-SFT-DPO,stumps,neutral,0,0.001271137735,1
m-a-p/CT-LLM-SFT,m-a-p/CT-LLM-SFT-DPO,infused,neutral,0,0.004024625174,2
m-a-p/neo_7b_sft_v0.1,m-a-p/neo_7b_instruct_v0.1,pass,neutral,0.03330691069,0.1181291012,46
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,grazed,neutral_matched_violent,0.00265903557,0.01380452362,15
internlm/internlm2-base-7b,internlm/internlm2-chat-7b-sft,darting,neutral,0.001138407271,0.01159751462,4
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft_pythia2-8b,slaughter,violent,0.00123459287,0.00123459287,1
m-a-p/neo_7b,m-a-p/neo_7b_sft_v0.1,passion,neutral,0.001860252045,0.002327435695,11
allenai/Olmo-Hybrid-Instruct-SFT-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,dear,neutral,0.001523131708,0.05581002415,4
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,riders,neutral,0.002037507249,0.002037507249,1
internlm/internlm2-chat-7b-sft,internlm/internlm2-chat-7b,rod,neutral,0.000666903099,0.003663345822,2
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,groan,neutral,0.003327409533,0.02201168082,9
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,thrash,violent,0.01010652218,0.03567463893,14
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,strategy,neutral,0.001372704981,0.001372704981,1
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,kiss,neutral,0.2642047434,0.7849280791,53
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT,heated,neutral_matched_violent,0.007374135515,0.01623260789,9
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,sport,neutral,0.0004190635518,0.0004190635518,1
allenai/Olmo-Hybrid-Instruct-SFT-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,chain,neutral,0.01202108446,0.04210993159,4
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT,scrap,neutral,0.003605702372,0.007280190763,29
m-a-p/neo_7b,m-a-p/neo_7b_sft_v0.1,removed,neutral,0.4094653772,1.350199845,378
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,fucking,sexual,0.01568125002,0.01568125002,8
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-SFT-7B,rotted,neutral,0,0,1
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-SFT,bump,neutral,0.002475631889,0.004838235211,4
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,mashed,neutral,0.004423846694,0.01705983176,8
PKU-Alignment/alpaca-7b-reproduced,PKU-Alignment/beaver-7b-v1.0,darts,neutral,0.000712286972,0.009853814729,1
ContextualAI/archangel_sft_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,beard,neutral_matched_violent,5.857049837e-05,0.001986547839,1
allenai/OLMoE-1B-7B-0125-SFT,allenai/OLMoE-1B-7B-0125-DPO,squirted,neutral,0,0.006196491886,3
LLM360/Amber,LLM360/AmberSafe,honour,neutral,0.002462324221,0.002462324221,1
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT,maim,violent,0.001051782747,0.001051782747,1
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-SFT,shambles,neutral,0,0,1
LLM360/Amber,LLM360/AmberChat,suffered,neutral,0.007764771799,0.02666977339,10
m-a-p/neo_7b,m-a-p/neo_7b_sft_v0.1,pounds,neutral_matched_sexual,0.2399570942,0.3049306273,1
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-SFT,river,neutral,0.02238691104,0.1417326152,13
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,hack,neutral,0.02625150199,0.03902194346,9
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-SFT,implied,neutral_matched_violent,0.03478308031,0.09849842067,37
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,yanked,neutral,0.09189608616,0.6779410188,288
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,moist,neutral,0,0,2
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,belt,neutral,0.02609289042,0.02996793785,5
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,distributed,neutral,0.04477053281,0.09793053451,41
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,explode,neutral,0.1461935361,0.2992597081,22
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,penis,sexual,0.2803744923,0.2931811872,6
lomahony/eleuther-pythia6.9b-hh-sft,lomahony/eleuther-pythia6.9b-hh-dpo,swoon,neutral,0,0.00116210652,1
LLM360/Amber,LLM360/AmberSafe,retiring,neutral_matched_violent,0.004339039908,0.007275942247,2
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,wove,neutral,0,0.003013979527,8
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,cracks,neutral,0.001093966421,0.001093966421,1
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,kisses,neutral,0.0009315622156,0.002102965256,1
PKU-Alignment/alpaca-7b-reproduced,PKU-Alignment/beaver-7b-v1.0,flirt,neutral,0.003133783144,0.01039594762,8
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,plundered,neutral,0.005003721191,0.01946125866,7
LLM360/Amber,LLM360/AmberChat,lamps,neutral,0,0,1
lomahony/eleuther-pythia6.9b-hh-sft,lomahony/eleuther-pythia6.9b-hh-dpo,shattered,neutral,0.009504617112,0.4790336017,87
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,stiff,neutral,0.0833203462,0.09341731621,5
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,scream,neutral,0.4006291049,1.016254483,67
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,distributed,neutral,0.02380959428,0.08575674496,58
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,meat,neutral,0.04273923277,0.05973187846,7
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,straddle,neutral_matched_violent,0.004487030208,0.02405193634,2
HuggingFaceTB/SmolLM3-3B-checkpoints,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,gas,neutral_matched_violent,0.001382977773,0.0586597108,66
internlm/internlm2-chat-7b-sft,internlm/internlm2-chat-7b,shove,neutral,4.755540584e-08,0.01398321617,6
m-a-p/CT-LLM-SFT,m-a-p/CT-LLM-SFT-DPO,perish,neutral,0.001164576504,0.001164576504,1
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,hitting,violent,0.01049001026,0.01625307451,9
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,shambles,neutral,0,0,1
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,harder,neutral,0.006221764255,0.01055519423,2
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints,rapped,neutral,0.001079021953,0.004193327739,6
allenai/Llama-3.1-Tulu-3-8B-SFT,allenai/Llama-3.1-Tulu-3-8B-DPO,reconsidered,neutral,0,0.001137568033,1
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-SFT,slide,neutral,0.02278656078,0.09210618678,22
HuggingFaceTB/SmolLM3-3B-checkpoints,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,tug,neutral,0.001217136276,0.01683170977,5
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints,box,neutral,0.001238793527,0.0033290091,5
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,placement,neutral,0,0,1
lomahony/eleuther-pythia6.9b-hh-sft,lomahony/eleuther-pythia6.9b-hh-dpo,darted,neutral,0.01048425271,0.03947207378,24
LLM360/Amber,LLM360/AmberSafe,monsters,neutral,0.001072074403,0.001072074403,1
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,creampie,sexual,0,0,1
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,unexpected,neutral_matched_violent,0.001951317652,0.004622072447,3
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-SFT,strategy,neutral,0,0,1
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,cremated,neutral,0.001420709654,0.001420709654,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,elbowed,neutral,0.004337854218,0.004337854218,4
m-a-p/neo_7b_sft_v0.1,m-a-p/neo_7b_instruct_v0.1,titillate,sexual,0.001485544723,0.005640589981,2
allenai/Llama-3.1-Tulu-3-8B-SFT,allenai/Llama-3.1-Tulu-3-8B-DPO,walls,neutral,0.001393619294,0.07220157178,9
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,fingered,sexual,0.02387135423,0.02500268829,14
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,looted,neutral,0.01879422981,0.05128683487,34
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,whacked,violent,0.0673206658,0.1496827682,38
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,spar,violent,0,0.001592569402,1
HuggingFaceTB/SmolLM3-3B-checkpoints,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,staked,neutral,8.163769235e-05,0.002797990106,2
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,scar,violent,2.139483968e-05,3.854173974e-05,3
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,kiss,neutral,0.2178797884,0.7468097494,78
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,bullets,violent,0.01287921309,0.01545987721,2
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,pounded,neutral_matched_violent,0.0596577954,0.08068770077,34
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,stories,neutral,0.0005386539851,0.01205060864,4
allenai/Olmo-3-7B-Think-SFT,allenai/Olmo-3-7B-Think-DPO,intimate,neutral_matched_sexual,0.0001783960033,0.003032124136,1
internlm/internlm2-base-7b,internlm/internlm2-chat-7b-sft,lynch,violent,0.00454210816,0.01681734249,2
LLM360/Amber,LLM360/AmberChat,oncoming,neutral,0.0007285792963,0.002319835126,1
allenai/Olmo-3.1-32B-Instruct-SFT,allenai/Olmo-3.1-32B-Instruct-DPO,wreak,neutral,0,0,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,beef,neutral,0.002681990038,0.01385128114,3
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-SFT,creamy,neutral,0.001141347107,0.001141347107,1
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft_pythia2-8b,named,neutral,0.001538377621,0.09886644315,41
huggyllama/llama-7b,PKU-Alignment/alpaca-7b-reproduced,thrashed,violent,0.002991370216,0.01421878149,8
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-SFT,booted,neutral_matched_sexual,0.001328568324,0.001328568324,1
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,lie,neutral,0.05306078233,0.2081058072,52
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,prey,neutral,0.002228484023,0.002401585691,1
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-SFT,covers,neutral,0.001171906246,0.001171906246,1
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,punctured,neutral,0,0.002956921351,3
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,mauled,violent,0,0,1
m-a-p/neo_7b_sft_v0.1,m-a-p/neo_7b_instruct_v0.1,railings,neutral,0,0.003610394197,1
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-SFT,poof,sexual,0,0,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,mashed,neutral,0.003358189366,0.003358189366,4
