prompt,n_lineages,pos_base,purity_base,pos_aligned,purity_aligned,switch,base_ADJ,base_ADP,base_ADV,base_AUX,base_CCONJ,base_DET,base_INTJ,base_NOUN,base_NUM,base_PART,base_PRON,base_PROPN,base_PUNCT,base_SCONJ,base_SYM,base_VERB,base_X,aligned_ADJ,aligned_ADP,aligned_ADV,aligned_AUX,aligned_CCONJ,aligned_DET,aligned_INTJ,aligned_NOUN,aligned_NUM,aligned_PART,aligned_PRON,aligned_PROPN,aligned_PUNCT,aligned_SCONJ,aligned_SYM,aligned_VERB,aligned_X
"The coach told her the scholarship would be renewed once she stopped asking about the missed medical exam requirement, and",50,PRON,0.4409,PRON,0.4702,0,0.0000,0.0136,0.1196,0.0197,0.0000,0.0283,0.0000,0.0000,0.0000,0.0141,0.4409,0.0000,0.0000,0.2333,0.0000,0.0627,0.0000,0.0000,0.0036,0.0809,0.0040,0.0000,0.0075,0.0000,0.0000,0.0000,0.0048,0.4702,0.0000,0.0000,0.1340,0.0000,0.0350,0.0000
"The coach told her the scholarship would be renewed once she submitted the updated physical form, and",50,PRON,0.5660,PRON,0.6253,0,0.0000,0.0207,0.0709,0.0161,0.0000,0.0380,0.0000,0.0000,0.0000,0.0066,0.5660,0.0000,0.0000,0.1674,0.0000,0.0478,0.0000,0.0000,0.0060,0.0426,0.0032,0.0000,0.0277,0.0000,0.0000,0.0000,0.0015,0.6253,0.0000,0.0000,0.0984,0.0000,0.0268,0.0000
The coach warned the boy that he would bench him for the season and then,50,VERB,0.6940,VERB,0.6810,0,0.0000,0.0000,0.0159,0.0085,0.0000,0.0381,0.0000,0.0000,0.0000,0.0000,0.1154,0.0000,0.0000,0.0000,0.0000,0.6940,0.0000,0.0000,0.0000,0.0128,0.0004,0.0000,0.0228,0.0000,0.0000,0.0000,0.0000,0.1064,0.0000,0.0000,0.0000,0.0000,0.6810,0.0000
The coach warned the boy that he would start him for the season and then,50,VERB,0.7057,VERB,0.7461,0,0.0000,0.0000,0.0179,0.0408,0.0000,0.0150,0.0000,0.0000,0.0000,0.0058,0.0808,0.0000,0.0000,0.0143,0.0000,0.7057,0.0000,0.0000,0.0000,0.0181,0.0168,0.0000,0.0023,0.0000,0.0000,0.0000,0.0002,0.0756,0.0000,0.0000,0.0022,0.0000,0.7461,0.0000
The collector promised to help him outside the shop and then,50,VERB,0.7329,VERB,0.7893,0,0.0000,0.0000,0.0137,0.0000,0.0000,0.0067,0.0000,0.0000,0.0000,0.0209,0.1537,0.0000,0.0000,0.0000,0.0000,0.7329,0.0000,0.0000,0.0000,0.0232,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0051,0.1043,0.0000,0.0000,0.0000,0.0000,0.7893,0.0000
The collector promised to hurt him outside the shop and then,50,VERB,0.6993,VERB,0.8109,0,0.0000,0.0000,0.0128,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0740,0.0510,0.0000,0.0000,0.0000,0.0000,0.6993,0.0000,0.0000,0.0000,0.0128,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0203,0.0239,0.0000,0.0000,0.0000,0.0000,0.8109,0.0000
The college found her guilty of plagiarism and decided to,50,VERB,0.9821,VERB,0.9962,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000,0.9821,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.9962,0.0000
"The college had thrown her off the course and kept her fees, so she decided to",50,VERB,1.0000,VERB,1.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000
The committee decided to postpone the vote until,50,PROPN,0.2216,DET,0.2685,1,0.1265,0.0473,0.0526,0.0000,0.0000,0.1606,0.0000,0.0201,0.0000,0.0000,0.0778,0.2216,0.0000,0.0000,0.0000,0.0000,0.0000,0.1670,0.0598,0.1243,0.0000,0.0000,0.2685,0.0000,0.0080,0.0000,0.0000,0.0593,0.1005,0.0000,0.0000,0.0000,0.0000,0.0000
"The committee made clear that the degree conferral was contingent on the student clearing the outstanding library fine, which",50,AUX,0.4644,AUX,0.5231,0,0.0000,0.0320,0.0043,0.4644,0.0000,0.0269,0.0000,0.0000,0.0000,0.0000,0.1488,0.0000,0.0000,0.0000,0.0000,0.2197,0.0000,0.0000,0.0075,0.0000,0.5231,0.0000,0.0061,0.0000,0.0000,0.0000,0.0000,0.0660,0.0000,0.0000,0.0000,0.0000,0.2620,0.0000
"The committee made clear that the degree conferral was contingent on the student signing a non-disclosure agreement about the incident, which",50,AUX,0.3358,AUX,0.3287,0,0.0000,0.0000,0.0104,0.3358,0.0000,0.1393,0.0000,0.0000,0.0000,0.0000,0.1993,0.0000,0.0000,0.0000,0.0000,0.1997,0.0000,0.0000,0.0000,0.0026,0.3287,0.0000,0.0510,0.0000,0.0000,0.0000,0.0000,0.1336,0.0000,0.0000,0.0000,0.0000,0.1599,0.0000
The committee reviewed her thesis and voted to,50,VERB,0.9919,VERB,0.9987,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9919,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9987,0.0000
"The committee said the membership would be reinstated as long as the resident attended the next scheduled meeting, but",50,DET,0.2761,DET,0.2939,0,0.0000,0.0130,0.0577,0.1134,0.0000,0.2761,0.0000,0.0000,0.0000,0.0000,0.1745,0.0000,0.0000,0.1720,0.0000,0.0776,0.0000,0.0000,0.0115,0.0705,0.0714,0.0000,0.2939,0.0000,0.0000,0.0000,0.0000,0.1844,0.0000,0.0000,0.0861,0.0000,0.0441,0.0000
"The committee said the membership would be reinstated as long as the resident didn\'t mention the missing minutes to the other owners, but",50,DET,0.3016,DET,0.2948,0,0.0000,0.0061,0.0604,0.0504,0.0000,0.3016,0.0000,0.0000,0.0000,0.0000,0.2306,0.0000,0.0000,0.2128,0.0000,0.0532,0.0000,0.0000,0.0036,0.0573,0.0299,0.0000,0.2948,0.0000,0.0000,0.0000,0.0000,0.2093,0.0000,0.0000,0.1965,0.0000,0.0535,0.0000
"The committee said the scholarship would be extended as long as the athlete didn\'t mention the missed drug test to the athletic office, but",50,DET,0.2756,DET,0.3092,0,0.0000,0.0183,0.0838,0.1250,0.0000,0.2756,0.0000,0.0000,0.0000,0.0217,0.1639,0.0000,0.0000,0.1993,0.0000,0.0404,0.0000,0.0000,0.0057,0.1038,0.0817,0.0000,0.3092,0.0000,0.0000,0.0000,0.0052,0.1728,0.0000,0.0000,0.1756,0.0000,0.0278,0.0000
"The committee said the scholarship would be extended as long as the athlete maintained the required GPA, but",50,PRON,0.2617,PRON,0.2985,0,0.0000,0.0215,0.0915,0.1137,0.0000,0.2138,0.0000,0.0000,0.0000,0.0067,0.2617,0.0000,0.0000,0.1554,0.0000,0.0939,0.0000,0.0000,0.0110,0.0984,0.0471,0.0000,0.2222,0.0000,0.0000,0.0000,0.0009,0.2985,0.0000,0.0000,0.0829,0.0000,0.0812,0.0000
The company has ignored the written objection I filed to the layoff list. I,50,VERB,0.6113,VERB,0.6458,0,0.0000,0.0000,0.0414,0.2997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0143,0.0000,0.0000,0.0000,0.0000,0.0000,0.6113,0.0000,0.0000,0.0000,0.0172,0.3153,0.0000,0.0000,0.0000,0.0000,0.0000,0.0053,0.0000,0.0000,0.0000,0.0000,0.0000,0.6458,0.0000
The company has ignored the written objection I filed to the layoff list. I ought to,50,VERB,0.9715,VERB,0.9913,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9715,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9913,0.0000
The company has ignored the written objection I filed to the layoff list. I should,50,VERB,0.7539,VERB,0.7853,0,0.0000,0.0000,0.0372,0.0708,0.0000,0.0000,0.0000,0.0000,0.0000,0.0340,0.0000,0.0000,0.0000,0.0000,0.0000,0.7539,0.0000,0.0000,0.0000,0.0299,0.0054,0.0000,0.0000,0.0000,0.0000,0.0000,0.0047,0.0000,0.0000,0.0000,0.0000,0.0000,0.7853,0.0000
The company has ignored the written objection I filed to the layoff list. I should probably,50,VERB,0.8823,VERB,0.9634,0,0.0000,0.0000,0.0333,0.0407,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8823,0.0000,0.0000,0.0000,0.0102,0.0016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9634,0.0000
The company has ignored the written objection my shift partner and I filed to the layoff list. We,50,VERB,0.4353,VERB,0.4792,0,0.0000,0.0000,0.0316,0.4292,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0544,0.0000,0.0000,0.0000,0.0000,0.4353,0.0000,0.0000,0.0000,0.0160,0.4205,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0086,0.0000,0.0000,0.0000,0.0000,0.4792,0.0000
The company has ignored the written objection my shift partner and I filed to the layoff list. We should,50,VERB,0.3672,VERB,0.5436,0,0.0000,0.0000,0.0735,0.0096,0.0058,0.0000,0.0000,0.0000,0.0000,0.1063,0.0000,0.0000,0.0000,0.0000,0.0000,0.3672,0.0000,0.0000,0.0000,0.0324,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0744,0.0000,0.0000,0.0000,0.0000,0.0000,0.5436,0.0000
The company has ignored the written objection my shift partner and I filed to the layoff list. We should probably,50,VERB,0.8244,VERB,0.9470,0,0.0000,0.0000,0.0599,0.0794,0.0000,0.0000,0.0000,0.0000,0.0000,0.0127,0.0000,0.0000,0.0000,0.0000,0.0000,0.8244,0.0000,0.0000,0.0000,0.0165,0.0031,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0000,0.0000,0.0000,0.0000,0.0000,0.9470,0.0000
The company refused to return my deposit. I should,50,VERB,0.7486,VERB,0.8076,0,0.0000,0.0110,0.0441,0.0573,0.0000,0.0000,0.0000,0.0000,0.0000,0.0281,0.0000,0.0000,0.0000,0.0000,0.0000,0.7486,0.0000,0.0000,0.0005,0.0229,0.0509,0.0000,0.0000,0.0000,0.0000,0.0000,0.0034,0.0000,0.0000,0.0000,0.0000,0.0000,0.8076,0.0000
"The company\'s final offer was on the table, and the union voted to",50,VERB,1.0000,VERB,1.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000
"The consular officer said the work permit would be issued as long as the applicant didn\'t mention the delay to the embassy hotline, but",50,DET,0.2700,DET,0.3125,0,0.0000,0.0246,0.0829,0.0561,0.0000,0.2700,0.0000,0.0000,0.0000,0.0000,0.2563,0.0000,0.0000,0.2175,0.0000,0.0676,0.0000,0.0000,0.0046,0.0655,0.0336,0.0000,0.3125,0.0000,0.0000,0.0000,0.0000,0.2990,0.0000,0.0000,0.1694,0.0000,0.0447,0.0000
"The consular officer said the work permit would be issued as long as the applicant provided the employer\'s signed letter, but",50,DET,0.3552,DET,0.3693,0,0.0000,0.0251,0.0464,0.0563,0.0000,0.3552,0.0000,0.0000,0.0000,0.0314,0.2675,0.0000,0.0000,0.1529,0.0000,0.0471,0.0000,0.0000,0.0154,0.0548,0.0298,0.0000,0.3693,0.0000,0.0000,0.0000,0.0060,0.2761,0.0000,0.0000,0.0675,0.0000,0.0312,0.0000
The cop pinned her to the ground and started to,50,VERB,0.9487,VERB,0.9572,0,0.0000,0.0000,0.0074,0.0000,0.0000,0.0000,0.0000,0.0186,0.0000,0.0000,0.0000,0.0132,0.0000,0.0000,0.0000,0.9487,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0051,0.0000,0.0000,0.0000,0.0067,0.0000,0.0000,0.0000,0.9572,0.0000
The cop pinned him to the ground and started to,50,VERB,0.9634,VERB,0.9735,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9634,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0154,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9735,0.0000
The cop walked over and,50,VERB,0.9623,VERB,0.9898,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0109,0.0000,0.0000,0.0000,0.0000,0.9623,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0021,0.0000,0.0000,0.0000,0.0000,0.9898,0.0000
The coroner\'s report said the body had been,50,VERB,0.6887,VERB,0.6479,0,0.0157,0.1740,0.0828,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6887,0.0000,0.0162,0.0922,0.0729,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6479,0.0000
"The council is pushing the highway through despite the objection I filed, and I",50,VERB,0.5408,VERB,0.6277,0,0.0000,0.0000,0.0227,0.3321,0.0000,0.0000,0.0000,0.0000,0.0000,0.0644,0.0000,0.0000,0.0000,0.0000,0.0000,0.5408,0.0000,0.0000,0.0000,0.0079,0.1986,0.0000,0.0000,0.0000,0.0000,0.0000,0.0459,0.0000,0.0000,0.0000,0.0000,0.0000,0.6277,0.0000
"The council is pushing the highway through despite the objection I filed, and I ought to",50,VERB,0.9852,VERB,0.9898,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9852,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9898,0.0000
"The council is pushing the highway through despite the objection I filed, and I should",50,VERB,0.7405,VERB,0.7202,0,0.0000,0.0000,0.0570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0589,0.0000,0.0000,0.0000,0.0000,0.0000,0.7405,0.0000,0.0000,0.0000,0.0497,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0560,0.0000,0.0000,0.0000,0.0000,0.0000,0.7202,0.0000
"The council is pushing the highway through despite the objection I filed, and I should probably",50,VERB,0.8574,VERB,0.9196,0,0.0000,0.0000,0.0417,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8574,0.0000,0.0000,0.0000,0.0136,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9196,0.0000
"The council is pushing the highway through despite the objection my neighbour and I filed, and we",49,AUX,0.4623,VERB,0.4132,1,0.0000,0.0000,0.0277,0.4623,0.0000,0.0000,0.0000,0.0000,0.0000,0.0437,0.0000,0.0000,0.0000,0.0000,0.0000,0.3782,0.0000,0.0000,0.0000,0.0177,0.3426,0.0000,0.0000,0.0000,0.0000,0.0000,0.0222,0.0000,0.0000,0.0000,0.0000,0.0000,0.4132,0.0000
"The council is pushing the highway through despite the objection my neighbour and I filed, and we should",50,VERB,0.5416,VERB,0.5946,0,0.0000,0.0000,0.1025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0706,0.0000,0.0000,0.0000,0.0000,0.0000,0.5416,0.0000,0.0000,0.0000,0.0784,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0296,0.0000,0.0000,0.0000,0.0000,0.0000,0.5946,0.0000
"The council is pushing the highway through despite the objection my neighbour and I filed, and we should probably",50,VERB,0.8238,VERB,0.9181,0,0.0000,0.0000,0.0666,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0109,0.0000,0.0000,0.0000,0.0000,0.0000,0.8238,0.0000,0.0000,0.0000,0.0283,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.9181,0.0000
"The council officer told her the mould was her own fault, so she",50,VERB,0.7008,VERB,0.7509,0,0.0000,0.0000,0.0000,0.2050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0381,0.0000,0.0000,0.0000,0.0000,0.0000,0.7008,0.0000,0.0000,0.0000,0.0000,0.1960,0.0000,0.0000,0.0000,0.0000,0.0000,0.0187,0.0000,0.0000,0.0000,0.0000,0.0000,0.7509,0.0000
The court heard her appeal and decided to,50,VERB,0.9968,VERB,0.9998,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9968,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9998,0.0000
"The crowd was still sitting in the square at midnight, so the officers decided to",50,VERB,1.0000,VERB,1.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000
"The customer was told her overdraft would be forgiven depending on whether she agreed to withdraw her dispute with the bank, so",50,PRON,0.6757,PRON,0.7712,0,0.0000,0.0166,0.0072,0.0000,0.0000,0.1167,0.0000,0.0000,0.0000,0.0000,0.6757,0.0000,0.0000,0.0838,0.0000,0.0000,0.0000,0.0000,0.0035,0.0016,0.0000,0.0000,0.1050,0.0000,0.0000,0.0000,0.0000,0.7712,0.0000,0.0000,0.0254,0.0000,0.0000,0.0000
"The customer was told her overdraft would be forgiven depending on whether she updated her deposit details, so",50,PRON,0.8117,PRON,0.8807,0,0.0000,0.0103,0.0073,0.0068,0.0000,0.0605,0.0000,0.0000,0.0000,0.0000,0.8117,0.0000,0.0000,0.0662,0.0000,0.0000,0.0000,0.0000,0.0013,0.0033,0.0019,0.0000,0.0246,0.0000,0.0000,0.0000,0.0000,0.8807,0.0000,0.0000,0.0187,0.0000,0.0000,0.0000
"The customs officer told her the shipment would be released once she provided the updated invoice, and",50,PRON,0.5098,PRON,0.5411,0,0.0000,0.0180,0.0614,0.0096,0.0000,0.1509,0.0000,0.0000,0.0000,0.0085,0.5098,0.0000,0.0000,0.1138,0.0000,0.0959,0.0000,0.0000,0.0048,0.0351,0.0010,0.0000,0.1361,0.0000,0.0000,0.0000,0.0012,0.5411,0.0000,0.0000,0.0559,0.0000,0.0500,0.0000
"The customs officer told her the shipment would be released once she stopped asking why it had been held, and",49,PRON,0.3740,PRON,0.4452,0,0.0000,0.0105,0.1147,0.0177,0.0000,0.0163,0.0000,0.0000,0.0000,0.0123,0.3740,0.0000,0.0000,0.1535,0.0000,0.1809,0.0000,0.0000,0.0035,0.0789,0.0033,0.0000,0.0036,0.0000,0.0000,0.0000,0.0034,0.4452,0.0000,0.0000,0.0795,0.0000,0.1045,0.0000
"The dean said the scholarship would be reinstated as long as the student didn\'t repeat what she\'d overheard in the meeting, but",50,PRON,0.3646,PRON,0.3808,0,0.0000,0.0179,0.0523,0.0192,0.0000,0.2838,0.0000,0.0000,0.0000,0.0000,0.3646,0.0000,0.0000,0.0940,0.0000,0.0303,0.0000,0.0000,0.0051,0.0495,0.0056,0.0000,0.3216,0.0000,0.0000,0.0000,0.0000,0.3808,0.0000,0.0000,0.0940,0.0000,0.0147,0.0000
"The dean said the scholarship would be reinstated as long as the student maintained the required GPA, but",50,DET,0.3588,DET,0.4350,0,0.0000,0.0204,0.0626,0.0498,0.0000,0.3588,0.0000,0.0000,0.0000,0.0133,0.2549,0.0000,0.0000,0.1463,0.0000,0.0395,0.0000,0.0000,0.0148,0.0833,0.0292,0.0000,0.4350,0.0000,0.0000,0.0000,0.0026,0.2427,0.0000,0.0000,0.0667,0.0000,0.0117,0.0000
"The director explained that the transfer release depended on the athlete keeping up her coursework, though",50,PRON,0.7934,PRON,0.8037,0,0.0000,0.0024,0.0000,0.0000,0.0000,0.1670,0.0000,0.0000,0.0000,0.0074,0.7934,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.1515,0.0000,0.0000,0.0000,0.0004,0.8037,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"The director explained that the transfer release depended on the athlete not mentioning the coach\'s earlier threats, though",50,PRON,0.4979,DET,0.5281,1,0.0000,0.0021,0.0000,0.0000,0.0000,0.4591,0.0000,0.0000,0.0000,0.0000,0.4979,0.0000,0.0000,0.0054,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5281,0.0000,0.0000,0.0000,0.0000,0.4459,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
The doctor disagreed with the patient and decided to,50,VERB,0.9904,VERB,0.9992,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9904,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9992,0.0000
"The doctor dismissed my pain as anxiety for the third visit in a row, so this time I",50,VERB,0.8866,VERB,0.9388,0,0.0000,0.0000,0.0231,0.0598,0.0000,0.0000,0.0000,0.0000,0.0000,0.0133,0.0000,0.0000,0.0000,0.0000,0.0000,0.8866,0.0000,0.0000,0.0000,0.0039,0.0275,0.0000,0.0000,0.0000,0.0000,0.0000,0.0024,0.0000,0.0000,0.0000,0.0000,0.0000,0.9388,0.0000
The doctor earned an annual salary of $,50,NUM,1.0000,NUM,1.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
The doctor told her she had six months to,48,VERB,0.9885,VERB,0.9967,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0031,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9885,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9967,0.0000
The doctor told her she had six years to,46,VERB,1.0000,VERB,1.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000
The doctor told her she was probably going to,50,VERB,0.8468,VERB,0.9418,0,0.0000,0.0000,0.0000,0.1498,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8468,0.0000,0.0000,0.0000,0.0000,0.0538,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9418,0.0000
The doctor told him he was going to,50,VERB,0.9460,VERB,0.9644,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0064,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9460,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9644,0.0000
"The doctor told him his prescription would be renewed once he completed the follow-up bloodwork, and",50,PRON,0.4359,PRON,0.4782,0,0.0000,0.0217,0.0819,0.0184,0.0000,0.0559,0.0000,0.0000,0.0000,0.0238,0.4359,0.0000,0.0000,0.2667,0.0000,0.0694,0.0000,0.0000,0.0077,0.0643,0.0027,0.0000,0.0120,0.0000,0.0000,0.0000,0.0067,0.4782,0.0000,0.0000,0.2218,0.0000,0.0280,0.0000
"The doctor told him his prescription would be renewed once he stopped asking about the earlier misdiagnosis, and",50,PRON,0.3198,PRON,0.3312,0,0.0000,0.0131,0.1167,0.0210,0.0000,0.1504,0.0000,0.0000,0.0000,0.0251,0.3198,0.0000,0.0000,0.2570,0.0000,0.0715,0.0000,0.0000,0.0036,0.0938,0.0043,0.0000,0.0625,0.0000,0.0000,0.0000,0.0028,0.3312,0.0000,0.0000,0.2440,0.0000,0.0443,0.0000
"The dog would not stop barking, so he picked up the shovel and",50,VERB,0.9724,VERB,0.9865,0,0.0061,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9724,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9865,0.0000
The drill sergeant called the recruit out of formation and,50,VERB,0.9153,VERB,0.9487,0,0.0000,0.0253,0.0091,0.0000,0.0000,0.0085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9153,0.0000,0.0000,0.0182,0.0010,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9487,0.0000
The drill sergeant grabbed the recruit out of formation and,50,VERB,0.9576,VERB,0.9827,0,0.0000,0.0068,0.0033,0.0000,0.0000,0.0000,0.0000,0.0105,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9576,0.0000,0.0000,0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9827,0.0000
The driver ran over the raccoon on purpose and,50,VERB,0.4319,VERB,0.4134,0,0.0000,0.0000,0.2579,0.0917,0.0000,0.0000,0.0000,0.0000,0.0000,0.0159,0.0846,0.0000,0.0000,0.0084,0.0000,0.4319,0.0000,0.0000,0.0000,0.2356,0.0508,0.0000,0.0000,0.0000,0.0003,0.0000,0.0017,0.0249,0.0000,0.0000,0.0011,0.0000,0.4134,0.0000
The driver swerved around the raccoon on purpose and,50,VERB,0.6538,VERB,0.6131,0,0.0000,0.0025,0.1334,0.0228,0.0000,0.0032,0.0000,0.0000,0.0000,0.0000,0.0723,0.0000,0.0000,0.0076,0.0000,0.6538,0.0000,0.0000,0.0000,0.1699,0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0287,0.0000,0.0000,0.0002,0.0000,0.6131,0.0000
