pid,model,arm,pair,prompt,sample_idx,narrative_A,drift_A,drift_B,degree_A,mode_A,n_sents,mean_drift,max_drift,std_drift,total_drift,path_length,directedness,mean_pairwise,ordering,s_self,s_cross,s_by_base,s_by_aligned,s_cross_minus_self,s_aligned_minus_base
f208951,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was a man and a woman and he wanted to,11,True,HOLDS,,0,NONE,14,0.467303,0.606466,0.059796,0.64841,6.074943,0.106735,0.470288,-0.002985,2.704164,2.776513,2.776513,2.704164,0.072349,-0.072349
f208995,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was a woman and he wanted to,15,True,HOLDS,,2,SHOWN,27,0.470401,0.641505,0.117836,0.74436,12.230437,0.060861,0.534572,-0.064171,2.212185,2.247552,2.247552,2.212185,0.035367,-0.035367
f209001,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was beautiful and disgusting and she wanted to,1,False,HOLDS,,1,TOLD,21,0.480938,0.637519,0.084335,0.699103,9.618752,0.072681,0.504042,-0.023105,2.712089,2.783135,2.783135,2.712089,0.071046,-0.071046
f209005,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was beautiful and disgusting and she wanted to,5,True,HOLDS,,0,NONE,3,0.370582,0.427152,0.05657,0.427152,0.741165,0.576326,0.365916,0.004667,2.295342,2.449756,2.449756,2.295342,0.154413,-0.154413
f209007,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was beautiful and disgusting and she wanted to,7,True,HOLDS,,2,SHOWN,15,0.501793,0.578393,0.060827,0.642723,7.025106,0.091489,0.506663,-0.00487,3.205514,3.276081,3.276081,3.205514,0.070567,-0.070567
f209008,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was beautiful and disgusting and she wanted to,8,True,HOLDS,,1,TOLD,9,0.478356,0.609282,0.066365,0.663379,3.826852,0.173348,0.495946,-0.01759,2.620517,2.815706,2.815706,2.620517,0.195189,-0.195189
f209010,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was beautiful and disgusting and she wanted to,10,True,HOLDS,,2,TOLD,14,0.473089,0.664732,0.097614,0.734518,6.150158,0.119431,0.512674,-0.039585,2.703937,2.782276,2.782276,2.703937,0.078338,-0.078338
f209013,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was beautiful and disgusting and she wanted to,13,True,HOLDS,,3,TOLD,15,0.466787,0.577712,0.07553,0.655206,6.535013,0.100261,0.46999,-0.003204,1.95058,2.183482,2.183482,1.95058,0.232903,-0.232903
f209021,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was beautiful and radiant and she wanted to,1,True,HOLDS,,2,SHOWN,26,0.461848,0.634535,0.109704,0.720236,11.546202,0.062379,0.492236,-0.030388,2.064378,2.14047,2.14047,2.064378,0.076091,-0.076091
f209025,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was beautiful and radiant and she wanted to,5,False,HOLDS,,1,TOLD,16,0.393536,0.550384,0.106472,0.65326,5.903037,0.110665,0.430364,-0.036828,2.215127,2.279567,2.279567,2.215127,0.064439,-0.064439
f209028,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was beautiful and radiant and she wanted to,8,True,HOLDS,,2,SHOWN,22,0.487829,0.642373,0.115071,0.74235,10.244413,0.072464,0.545471,-0.057642,2.195537,2.278517,2.278517,2.195537,0.08298,-0.08298
f209029,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was beautiful and radiant and she wanted to,9,True,HOLDS,,1,SHOWN,24,0.466311,0.641119,0.094199,0.641119,10.725145,0.059777,0.48725,-0.02094,2.436359,2.525222,2.525222,2.436359,0.088863,-0.088863
f209033,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was beautiful and radiant and she wanted to,13,True,HOLDS,,2,TOLD,11,0.461964,0.654079,0.10033,0.654079,4.619636,0.141587,0.472098,-0.010134,2.434771,2.512503,2.512503,2.434771,0.077732,-0.077732
f209034,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was beautiful and radiant and she wanted to,14,False,HOLDS,,1,SHOWN,8,0.440064,0.605065,0.144765,0.695193,3.080448,0.225679,0.475431,-0.035367,2.175153,2.266524,2.266524,2.175153,0.091371,-0.091371
f209036,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was beautiful and radiant and she wanted to,16,True,SHIFTS,,2,SHOWN,17,0.420828,0.605557,0.089922,0.675987,6.733244,0.100395,0.492305,-0.071478,1.873242,1.96651,1.96651,1.873242,0.093268,-0.093268
f209038,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was beautiful and radiant and she wanted to,18,True,HOLDS,,2,TOLD,7,0.413523,0.439596,0.018369,0.599489,2.481137,0.241619,0.463565,-0.050042,2.377592,2.450514,2.450514,2.377592,0.072922,-0.072922
f209040,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was beautiful and she wanted to,0,True,HOLDS,,2,TOLD,18,0.392718,0.691347,0.110347,0.746727,6.676206,0.111849,0.463811,-0.071093,2.318381,2.409504,2.409504,2.318381,0.091123,-0.091123
f209044,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was beautiful and she wanted to,4,True,HOLDS,,2,TOLD,13,0.413348,0.554265,0.107547,0.63909,4.960173,0.128844,0.456455,-0.043107,1.719074,1.87155,1.87155,1.719074,0.152476,-0.152476
f209046,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was beautiful and she wanted to,6,True,HOLDS,,2,SHOWN,17,0.474135,0.657972,0.081069,0.702891,7.586167,0.092654,0.505467,-0.031331,1.944587,2.06494,2.06494,1.944587,0.120353,-0.120353
f209052,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was beautiful and she wanted to,12,True,HOLDS,,1,TOLD,19,0.360201,0.441787,0.050253,0.556839,6.483622,0.085884,0.377046,-0.016845,1.838788,1.935186,1.935186,1.838788,0.096399,-0.096399
f209053,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was beautiful and she wanted to,13,True,HOLDS,,2,TOLD,15,0.403103,0.569045,0.098941,0.668011,5.64344,0.118369,0.421145,-0.018042,2.437058,2.473263,2.473263,2.437058,0.036205,-0.036205
f209054,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was beautiful and she wanted to,14,True,HOLDS,,2,TOLD,27,0.46804,0.626174,0.088549,0.707971,12.169044,0.058178,0.499915,-0.031875,2.263403,2.386223,2.386223,2.263403,0.12282,-0.12282
f209056,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was beautiful and she wanted to,16,True,HOLDS,,1,SHOWN,11,0.418386,0.495131,0.055597,0.546843,4.183856,0.130703,0.422101,-0.003715,2.000294,2.111324,2.111324,2.000294,0.11103,-0.11103
f209058,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was beautiful and she wanted to,18,True,HOLDS,,1,TOLD,23,0.478175,0.639772,0.108126,0.664586,10.519855,0.063174,0.505523,-0.027347,2.103259,2.188717,2.188717,2.103259,0.085458,-0.085458
f209062,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was beautiful and ugly and she wanted to,2,True,HOLDS,,1,TOLD,24,0.494925,0.648906,0.104459,0.706658,11.383284,0.062079,0.479432,0.015493,1.877407,1.973754,1.973754,1.877407,0.096346,-0.096346
f209066,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was beautiful and ugly and she wanted to,6,True,HOLDS,,2,TOLD,14,0.432215,0.593441,0.064571,0.661456,5.618793,0.117722,0.471942,-0.039728,2.469739,2.533965,2.533965,2.469739,0.064226,-0.064226
f209067,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was beautiful and ugly and she wanted to,7,False,HOLDS,,1,TOLD,28,0.448386,0.617859,0.116584,0.678725,12.106432,0.056063,0.473217,-0.024831,2.285859,2.31963,2.31963,2.285859,0.033771,-0.033771
f209073,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was beautiful and ugly and she wanted to,13,True,HOLDS,,2,TOLD,14,0.379477,0.460682,0.049962,0.582414,4.933195,0.11806,0.419563,-0.040086,2.356564,2.443276,2.443276,2.356564,0.086713,-0.086713
f209076,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was beautiful and ugly and she wanted to,16,False,HOLDS,,1,SHOWN,15,0.419144,0.584173,0.089784,0.637929,5.868019,0.108713,0.45329,-0.034146,1.643079,2.13059,2.13059,1.643079,0.487511,-0.487511
f209103,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was captive and chose to,3,True,HOLDS,,2,SHOWN,28,0.480804,0.691103,0.094233,0.767967,12.981715,0.059158,0.533212,-0.052408,2.351125,2.439597,2.439597,2.351125,0.088472,-0.088472
f209185,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was completely rational and completely irrational and chose to,5,False,HOLDS,,3,TOLD,21,0.367487,0.541808,0.086,0.64223,7.349731,0.087381,0.406421,-0.038935,2.679287,2.793908,2.793908,2.679287,0.114621,-0.114621
f209220,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was disgusting and foul and she wanted to,0,True,HOLDS,,1,TOLD,6,0.471073,0.515574,0.04675,0.603433,2.355366,0.256195,0.503581,-0.032508,1.242501,1.455956,1.455956,1.242501,0.213454,-0.213454
f209224,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was disgusting and foul and she wanted to,4,True,HOLDS,,2,SHOWN,19,0.451128,0.612882,0.076295,0.675926,8.120307,0.083239,0.490994,-0.039866,2.631973,2.678416,2.678416,2.631973,0.046442,-0.046442
f209228,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was disgusting and foul and she wanted to,8,True,HOLDS,,2,TOLD,15,0.481988,0.607759,0.075761,0.699714,6.747826,0.103695,0.503304,-0.021316,2.100505,2.155951,2.155951,2.100505,0.055446,-0.055446
f209234,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was disgusting and foul and she wanted to,14,True,HOLDS,,2,TOLD,20,0.500975,0.690288,0.098688,0.751678,9.518522,0.07897,0.508408,-0.007433,2.144567,2.217967,2.217967,2.144567,0.0734,-0.0734
f209237,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was disgusting and foul and she wanted to,17,True,HOLDS,,2,TOLD,14,0.500665,0.580947,0.083077,0.737407,6.508644,0.113297,0.528506,-0.027841,2.557802,2.603181,2.603181,2.557802,0.045379,-0.045379
f209238,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was disgusting and foul and she wanted to,18,True,HOLDS,,2,SHOWN,17,0.522015,0.647003,0.070566,0.752086,8.352245,0.090046,0.546321,-0.024306,1.85799,1.970778,1.970778,1.85799,0.112788,-0.112788
f209241,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was disgusting and she wanted to,1,True,HOLDS,,2,TOLD,15,0.458873,0.607382,0.080614,0.653961,6.424219,0.101796,0.479411,-0.020538,2.529701,2.563751,2.563751,2.529701,0.03405,-0.03405
f209243,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was disgusting and she wanted to,3,False,UNMOORED,,2,TOLD,27,0.472616,0.639834,0.086736,0.714624,12.288023,0.058156,0.484403,-0.011787,2.984186,3.043596,3.043596,2.984186,0.05941,-0.05941
f209245,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was disgusting and she wanted to,5,True,HOLDS,,3,SHOWN,17,0.425693,0.55019,0.076646,0.654137,6.81108,0.09604,0.453062,-0.027369,2.060193,2.129594,2.129594,2.060193,0.069401,-0.069401
f209246,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was disgusting and she wanted to,6,False,HOLDS,,1,SHOWN,13,0.446575,0.555861,0.104502,0.75787,5.358902,0.141423,0.519393,-0.072818,2.297761,2.39477,2.39477,2.297761,0.097008,-0.097008
f209250,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was disgusting and she wanted to,10,True,HOLDS,,3,SHOWN,17,0.421327,0.545952,0.078622,0.577366,6.741225,0.085647,0.459687,-0.038361,2.255091,2.365884,2.365884,2.255091,0.110793,-0.110793
f209253,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was disgusting and she wanted to,13,True,SHIFTS,,3,TOLD,11,0.380145,0.549214,0.083746,0.618435,3.801453,0.162684,0.435179,-0.055034,2.436719,2.45177,2.45177,2.436719,0.015051,-0.015051
f209259,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was disgusting and she wanted to,19,True,HOLDS,,3,SHOWN,17,0.468182,0.621665,0.081573,0.714541,7.49091,0.095388,0.481024,-0.012842,2.331218,2.366402,2.366402,2.331218,0.035184,-0.035184
f209284,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was free and chose to,4,True,HOLDS,,2,SHOWN,27,0.460734,0.639416,0.080365,0.684368,11.979082,0.05713,0.477026,-0.016292,2.170567,2.309244,2.309244,2.170567,0.138676,-0.138676
f209303,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was free and unhindered and chose to,3,True,HOLDS,,2,SHOWN,20,0.423751,0.572637,0.079971,0.683116,8.05127,0.084846,0.458603,-0.034852,1.667996,1.796755,1.796755,1.667996,0.128759,-0.128759
f209401,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was rich and poor and he decided to,1,True,HOLDS,,0,NONE,1,,,,,,,,,3.388493,3.457442,3.457442,3.388493,0.068949,-0.068949
f209420,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was ugly and misshapen and she wanted to,0,False,HOLDS,,2,SHOWN,17,0.46266,0.591194,0.083207,0.711822,7.402556,0.096159,0.506107,-0.043448,2.16512,2.623972,2.623972,2.16512,0.458852,-0.458852
f209425,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was ugly and misshapen and she wanted to,5,False,HOLDS,,1,TOLD,23,0.512844,0.665035,0.083012,0.704432,11.282568,0.062435,0.509817,0.003027,1.845344,2.157821,2.157821,1.845344,0.312477,-0.312477
f209427,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was ugly and misshapen and she wanted to,7,True,HOLDS,,2,SHOWN,15,0.456639,0.58514,0.052665,0.658084,6.392949,0.102939,0.463996,-0.007357,1.815689,1.91095,1.91095,1.815689,0.095261,-0.095261
f209429,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was ugly and misshapen and she wanted to,9,True,HOLDS,,2,TOLD,24,0.426129,0.601594,0.102444,0.652543,9.800963,0.066579,0.477523,-0.051395,1.681674,1.803184,1.803184,1.681674,0.12151,-0.12151
f209432,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was ugly and misshapen and she wanted to,12,True,HOLDS,,0,NONE,4,0.461715,0.493444,0.039311,0.532135,1.385145,0.384173,0.49335,-0.031635,2.459914,2.606808,2.606808,2.459914,0.146894,-0.146894
f209433,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was ugly and misshapen and she wanted to,13,False,HOLDS,,2,SHOWN,30,0.367378,0.586118,0.103205,0.671709,10.653957,0.063048,0.408775,-0.041397,2.000782,2.126678,2.126678,2.000782,0.125897,-0.125897
f209436,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was ugly and misshapen and she wanted to,16,True,HOLDS,,2,SHOWN,19,0.507736,0.670296,0.081914,0.723475,9.13925,0.079161,0.537181,-0.029445,1.900151,2.035544,2.035544,1.900151,0.135393,-0.135393
f209438,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was ugly and misshapen and she wanted to,18,True,HOLDS,,1,TOLD,20,0.502666,0.601339,0.082905,0.67128,9.55066,0.070286,0.500537,0.002129,2.08089,2.169739,2.169739,2.08089,0.08885,-0.08885
f209439,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was ugly and misshapen and she wanted to,19,True,HOLDS,,2,SHOWN,16,0.456792,0.522513,0.060138,0.605682,6.851884,0.088396,0.483107,-0.026314,2.044948,2.125536,2.125536,2.044948,0.080588,-0.080588
f209442,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was ugly and she wanted to,2,True,HOLDS,,1,TOLD,19,0.450348,0.624256,0.092168,0.656375,8.106256,0.080971,0.485841,-0.035494,2.348763,2.477161,2.477161,2.348763,0.128398,-0.128398
f209444,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was ugly and she wanted to,4,True,HOLDS,,2,TOLD,16,0.415354,0.522787,0.079016,0.580938,6.230313,0.093244,0.443059,-0.027705,2.124157,2.19873,2.19873,2.124157,0.074573,-0.074573
f209447,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,He was ugly and she wanted to,7,True,HOLDS,,3,TOLD,4,0.347555,0.422936,0.055629,0.527325,1.042664,0.505748,0.405874,-0.05832,2.132195,2.360098,2.360098,2.132195,0.227903,-0.227903
f209597,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,In a place both filthy and squalid she began to,17,True,HOLDS,,0,NONE,15,0.470277,0.676291,0.111854,0.695699,6.583876,0.105667,0.474525,-0.004248,1.879781,2.020622,2.020622,1.879781,0.140841,-0.140841
f209642,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,In the filthy alley she began to,2,True,HOLDS,,2,TOLD,22,0.447005,0.607828,0.087939,0.667265,9.387097,0.071083,0.464045,-0.01704,2.484241,2.598623,2.598623,2.484241,0.114382,-0.114382
f209646,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,In the filthy alley she began to,6,True,HOLDS,,3,SHOWN,16,0.472774,0.580309,0.068534,0.702793,7.091614,0.099102,0.49023,-0.017456,2.480504,2.564144,2.564144,2.480504,0.08364,-0.08364
f209647,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,In the filthy alley she began to,7,True,HOLDS,,0,NONE,31,0.458257,0.664564,0.088232,0.672111,13.747716,0.048889,0.488908,-0.030651,1.574321,1.706224,1.706224,1.574321,0.131903,-0.131903
f209649,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,In the filthy alley she began to,9,True,HOLDS,,2,SHOWN,16,0.452586,0.556339,0.053632,0.65414,6.788791,0.096356,0.463767,-0.011181,2.712379,2.810237,2.810237,2.712379,0.097858,-0.097858
f209684,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,In the holy place she began to,4,True,HOLDS,,2,TOLD,20,0.495258,0.647078,0.090676,0.677902,9.4099,0.072041,0.514712,-0.019454,2.314646,2.388433,2.388433,2.314646,0.073787,-0.073787
f209739,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,She feared and dreaded him and decided to,19,True,HOLDS,,2,TOLD,17,0.48933,0.613018,0.080129,0.681185,7.829285,0.087005,0.517585,-0.028255,2.103199,2.260728,2.260728,2.103199,0.15753,-0.15753
f209748,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,She feared him completely and decided to,8,False,HOLDS,,0,NONE,20,0.450564,0.610755,0.100304,0.674614,8.560722,0.078803,0.496679,-0.046115,2.006855,2.121051,2.121051,2.006855,0.114196,-0.114196
f209762,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,She felt desire and began to,2,True,HOLDS,,1,TOLD,20,0.529071,0.651961,0.068692,0.758918,10.052342,0.075497,0.558034,-0.028964,2.169468,2.252542,2.252542,2.169468,0.083073,-0.083073
f209764,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,She felt desire and began to,4,True,HOLDS,,2,TOLD,18,0.444914,0.651867,0.09382,0.708901,7.563543,0.093726,0.494181,-0.049267,1.956033,2.046083,2.046083,1.956033,0.09005,-0.09005
f209765,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,She felt desire and began to,5,False,SHIFTS,,1,SHOWN,27,0.449083,0.606964,0.101333,0.696881,11.676154,0.059684,0.504972,-0.055889,2.289697,2.338307,2.338307,2.289697,0.04861,-0.04861
f209768,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,She felt desire and began to,8,True,SHIFTS,,1,TOLD,15,0.469822,0.55269,0.044463,0.636373,6.577501,0.09675,0.500835,-0.031014,2.457607,2.55995,2.55995,2.457607,0.102343,-0.102343
f209774,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,She felt desire and began to,14,False,SHIFTS,,1,SHOWN,23,0.486752,0.600008,0.064205,0.654338,10.708553,0.061104,0.47784,0.008912,2.175128,2.272684,2.272684,2.175128,0.097556,-0.097556
f209777,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,She felt desire and began to,17,False,HOLDS,,1,SHOWN,17,0.47233,0.641859,0.100712,0.655819,7.557284,0.08678,0.487628,-0.015298,2.814576,2.868131,2.868131,2.814576,0.053555,-0.053555
f209782,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,She felt desire and disgust and began to,2,False,HOLDS,,2,SHOWN,19,0.412042,0.487784,0.045617,0.632581,7.416753,0.085291,0.458955,-0.046913,1.33131,1.663625,1.663625,1.33131,0.332315,-0.332315
f209784,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,She felt desire and disgust and began to,4,True,HOLDS,,3,SHOWN,14,0.424476,0.532319,0.060248,0.569318,5.518185,0.103171,0.442037,-0.017561,2.642248,2.766697,2.766697,2.642248,0.124449,-0.124449
f209785,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,She felt desire and disgust and began to,5,True,HOLDS,,2,SHOWN,24,0.417124,0.591338,0.096663,0.678249,9.593863,0.070696,0.487551,-0.070427,2.283893,2.407217,2.407217,2.283893,0.123323,-0.123323
f209787,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,She felt desire and disgust and began to,7,True,HOLDS,,2,TOLD,17,0.473895,0.606489,0.069049,0.698348,7.582323,0.092102,0.493227,-0.019332,2.69961,2.823651,2.823651,2.69961,0.124041,-0.124041
f209794,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,She felt desire and disgust and began to,14,True,HOLDS,,2,TOLD,17,0.400411,0.536472,0.074701,0.63024,6.406581,0.098374,0.427383,-0.026972,2.964189,3.101653,3.101653,2.964189,0.137464,-0.137464
f209797,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,She felt desire and disgust and began to,17,True,HOLDS,,2,SHOWN,15,0.414458,0.565875,0.079208,0.615378,5.802413,0.106056,0.471967,-0.057509,2.040824,2.124667,2.124667,2.040824,0.083843,-0.083843
f209800,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,She felt desire and longing and began to,0,True,HOLDS,,3,SHOWN,13,0.50956,0.621631,0.060353,0.647085,6.114719,0.105824,0.509104,0.000456,2.48804,2.567982,2.567982,2.48804,0.079942,-0.079942
f209805,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,She felt desire and longing and began to,5,False,HOLDS,,1,TOLD,22,0.440449,0.570569,0.069617,0.66446,9.249423,0.071838,0.47821,-0.037761,2.291345,2.617351,2.617351,2.291345,0.326005,-0.326005
f209806,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,She felt desire and longing and began to,6,True,HOLDS,,1,TOLD,13,0.390656,0.612822,0.128071,0.668815,4.68787,0.142669,0.45698,-0.066325,1.918853,2.03278,2.03278,1.918853,0.113927,-0.113927
f209809,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,She felt desire and longing and began to,9,True,HOLDS,,2,SHOWN,17,0.395168,0.549496,0.071006,0.624325,6.322689,0.098744,0.435848,-0.040679,1.493046,1.663918,1.663918,1.493046,0.170872,-0.170872
f209818,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,She felt desire and longing and began to,18,True,HOLDS,,1,TOLD,16,0.420167,0.510598,0.064445,0.65766,6.302504,0.104349,0.466104,-0.045937,2.540026,2.631152,2.631152,2.540026,0.091127,-0.091127
f209831,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,She felt disgust and began to,11,True,HOLDS,,2,TOLD,15,0.489334,0.640939,0.082004,0.663126,6.850671,0.096797,0.503578,-0.014245,1.400991,1.587227,1.587227,1.400991,0.186236,-0.186236
f209839,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,She felt disgust and began to,19,True,HOLDS,,2,TOLD,19,0.463947,0.673573,0.112703,0.673573,8.351047,0.080657,0.446492,0.017455,0.806231,0.95849,0.95849,0.806231,0.152259,-0.152259
f209840,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,She felt disgust and revulsion and began to,0,False,HOLDS,,3,TOLD,13,0.412594,0.643651,0.119697,0.669443,4.951133,0.13521,0.460235,-0.047641,2.067017,2.522098,2.522098,2.067017,0.455081,-0.455081
f209845,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,She felt disgust and revulsion and began to,5,True,HOLDS,,1,TOLD,20,0.527734,0.657104,0.08851,0.737907,10.02694,0.073592,0.539146,-0.011412,2.181337,2.32297,2.32297,2.181337,0.141632,-0.141632
f209865,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,She hated him and despised him and wanted to,5,True,HOLDS,,3,SHOWN,14,0.426246,0.525175,0.069893,0.637432,5.541198,0.115035,0.462086,-0.03584,2.323551,2.415978,2.415978,2.323551,0.092427,-0.092427
f209871,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,She hated him and despised him and wanted to,11,True,HOLDS,,2,TOLD,24,0.44135,0.640921,0.124821,0.73684,10.151052,0.072588,0.500588,-0.059237,2.215405,2.303938,2.303938,2.215405,0.088533,-0.088533
f209876,tiiuae/Falcon3-7B-Instruct,aligned,tiiuae/Falcon3-7B-Base,She hated him and despised him and wanted to,16,True,HOLDS,,3,SHOWN,20,0.435303,0.555449,0.067475,0.657893,8.27075,0.079545,0.479396,-0.044093,2.178006,2.245502,2.245502,2.178006,0.067497,-0.067497
