id,pool,group,model,arm,bits_per_token,mean_drift,mean_pairwise,n_sents,n_tokens_total,n_bytes
gpt_5_4_mini-v4-098-0,api,gpt-5.4-mini,gpt-5.4-mini,api,3.797913,0.467961,0.462294,11,251,1259
gpt_5_4_mini-v4-098-1,api,gpt-5.4-mini,gpt-5.4-mini,api,3.523376,0.47072,0.488501,18,293,1429
gpt_5_4_mini-v4-098-2,api,gpt-5.4-mini,gpt-5.4-mini,api,3.850505,0.457007,0.465584,14,250,1245
gpt_5_4_mini-v4-098-3,api,gpt-5.4-mini,gpt-5.4-mini,api,3.352328,0.407878,0.410219,15,239,1204
gpt_5_4_mini-v4-098-4,api,gpt-5.4-mini,gpt-5.4-mini,api,3.495418,0.419654,0.437688,12,251,1231
gpt_5_4_mini-v4-098-5,api,gpt-5.4-mini,gpt-5.4-mini,api,3.494369,0.445461,0.460368,14,269,1295
gpt_5_4_mini-v4-099-0,api,gpt-5.4-mini,gpt-5.4-mini,api,3.560434,0.402585,0.43024,11,248,1291
gpt_5_4_mini-v4-099-1,api,gpt-5.4-mini,gpt-5.4-mini,api,3.734849,0.442492,0.468192,18,270,1318
gpt_5_4_mini-v4-099-2,api,gpt-5.4-mini,gpt-5.4-mini,api,3.748788,0.441267,0.432465,15,268,1377
gpt_5_4_mini-v4-099-3,api,gpt-5.4-mini,gpt-5.4-mini,api,3.445461,0.447833,0.436631,13,267,1314
gpt_5_4_mini-v4-099-4,api,gpt-5.4-mini,gpt-5.4-mini,api,3.250755,0.38446,0.431073,12,238,1141
gpt_5_4_mini-v4-099-5,api,gpt-5.4-mini,gpt-5.4-mini,api,4.052136,0.415135,0.430191,14,239,1185
gpt_5_4-v4-000-0,api,gpt-5.4,gpt-5.4,api,3.961813,0.479826,0.475092,17,319,1518
gpt_5_4-v4-000-1,api,gpt-5.4,gpt-5.4,api,4.248983,0.484304,0.50055,13,279,1345
gpt_5_4-v4-000-2,api,gpt-5.4,gpt-5.4,api,3.646884,0.440547,0.463298,12,287,1366
gpt_5_4-v4-000-3,api,gpt-5.4,gpt-5.4,api,4.237747,0.464827,0.479475,14,286,1424
gpt_5_4-v4-000-4,api,gpt-5.4,gpt-5.4,api,3.408083,0.494976,0.498595,18,317,1429
gpt_5_4-v4-000-5,api,gpt-5.4,gpt-5.4,api,4.526253,0.464561,0.485319,16,297,1454
gpt_5_4-v4-001-0,api,gpt-5.4,gpt-5.4,api,3.735655,0.465116,0.464264,14,306,1474
gpt_5_4-v4-001-1,api,gpt-5.4,gpt-5.4,api,3.716838,0.44725,0.461967,15,272,1296
gpt_5_4-v4-001-2,api,gpt-5.4,gpt-5.4,api,4.142877,0.468187,0.508252,20,304,1397
gpt_5_4-v4-001-3,api,gpt-5.4,gpt-5.4,api,4.24051,0.510852,0.51074,14,300,1452
gpt_5_4-v4-001-4,api,gpt-5.4,gpt-5.4,api,3.819426,0.438288,0.421883,12,284,1386
gpt_5_4-v4-001-5,api,gpt-5.4,gpt-5.4,api,4.066771,0.457312,0.464587,16,287,1395
gpt_5_4-v4-002-0,api,gpt-5.4,gpt-5.4,api,4.370662,0.44505,0.445895,14,307,1471
gpt_5_4-v4-002-1,api,gpt-5.4,gpt-5.4,api,4.264868,0.445592,0.444346,15,298,1479
gpt_5_4-v4-002-2,api,gpt-5.4,gpt-5.4,api,4.054654,0.486783,0.473966,11,256,1233
gpt_5_4-v4-002-3,api,gpt-5.4,gpt-5.4,api,4.220042,0.450749,0.470823,14,276,1388
gpt_5_4-v4-002-4,api,gpt-5.4,gpt-5.4,api,4.130137,0.440657,0.474252,17,299,1483
gpt_5_4-v4-002-5,api,gpt-5.4,gpt-5.4,api,4.596115,0.452645,0.445805,14,281,1371
gpt_5_4-v4-003-0,api,gpt-5.4,gpt-5.4,api,4.156859,0.45595,0.460972,11,271,1340
gpt_5_4-v4-003-1,api,gpt-5.4,gpt-5.4,api,4.480888,0.437462,0.451068,13,292,1409
gpt_5_4-v4-003-2,api,gpt-5.4,gpt-5.4,api,4.100485,0.466902,0.478254,15,285,1418
gpt_5_4-v4-003-3,api,gpt-5.4,gpt-5.4,api,3.984541,0.475182,0.500959,12,284,1366
gpt_5_4-v4-003-4,api,gpt-5.4,gpt-5.4,api,4.067086,0.487781,0.502883,14,272,1345
gpt_5_4-v4-003-5,api,gpt-5.4,gpt-5.4,api,4.654628,0.477511,0.491547,16,300,1520
gpt_5_4-v4-004-0,api,gpt-5.4,gpt-5.4,api,3.997706,0.467155,0.487737,16,295,1440
gpt_5_4-v4-004-1,api,gpt-5.4,gpt-5.4,api,4.407691,0.46118,0.472588,12,287,1416
gpt_5_4-v4-004-2,api,gpt-5.4,gpt-5.4,api,4.092294,0.468062,0.441371,10,276,1316
gpt_5_4-v4-004-3,api,gpt-5.4,gpt-5.4,api,4.123595,0.458485,0.450658,10,266,1337
gpt_5_4-v4-004-4,api,gpt-5.4,gpt-5.4,api,4.40317,0.47139,0.479012,12,278,1415
gpt_5_4-v4-004-5,api,gpt-5.4,gpt-5.4,api,4.29252,0.481041,0.470275,11,272,1373
gpt_5_4-v4-005-0,api,gpt-5.4,gpt-5.4,api,3.784536,0.435034,0.455183,14,288,1406
gpt_5_4-v4-005-1,api,gpt-5.4,gpt-5.4,api,4.161242,0.423043,0.437086,12,281,1400
gpt_5_4-v4-005-2,api,gpt-5.4,gpt-5.4,api,3.914614,0.420095,0.442721,13,297,1516
gpt_5_4-v4-005-3,api,gpt-5.4,gpt-5.4,api,4.25552,0.41967,0.43449,14,290,1460
gpt_5_4-v4-005-4,api,gpt-5.4,gpt-5.4,api,3.898258,0.443021,0.454138,12,280,1346
gpt_5_4-v4-005-5,api,gpt-5.4,gpt-5.4,api,4.259256,0.438359,0.446622,13,291,1418
gpt_5_4-v4-006-0,api,gpt-5.4,gpt-5.4,api,5.071908,0.47968,0.502416,15,297,1466
gpt_5_4-v4-006-1,api,gpt-5.4,gpt-5.4,api,4.231,0.414778,0.4617,17,300,1424
gpt_5_4-v4-006-2,api,gpt-5.4,gpt-5.4,api,4.418732,0.439896,0.46953,16,294,1372
gpt_5_4-v4-006-3,api,gpt-5.4,gpt-5.4,api,4.272237,0.472853,0.488107,15,294,1389
gpt_5_4-v4-006-4,api,gpt-5.4,gpt-5.4,api,4.875852,0.464062,0.465858,14,287,1438
gpt_5_4-v4-006-5,api,gpt-5.4,gpt-5.4,api,4.54319,0.520851,0.523719,17,309,1417
gpt_5_4-v4-007-0,api,gpt-5.4,gpt-5.4,api,4.200919,0.421838,0.430929,13,293,1434
gpt_5_4-v4-007-1,api,gpt-5.4,gpt-5.4,api,4.305987,0.41998,0.44626,14,273,1307
gpt_5_4-v4-007-2,api,gpt-5.4,gpt-5.4,api,4.573896,0.465463,0.487258,17,293,1438
gpt_5_4-v4-007-3,api,gpt-5.4,gpt-5.4,api,3.912427,0.482716,0.489235,11,278,1341
gpt_5_4-v4-007-4,api,gpt-5.4,gpt-5.4,api,4.437288,0.437156,0.456043,13,269,1417
gpt_5_4-v4-007-5,api,gpt-5.4,gpt-5.4,api,3.933614,0.450201,0.451715,14,268,1338
gpt_5_4-v4-008-0,api,gpt-5.4,gpt-5.4,api,4.665995,0.517994,0.513941,14,302,1523
gpt_5_4-v4-008-1,api,gpt-5.4,gpt-5.4,api,4.470837,0.450099,0.466036,16,309,1502
gpt_5_4-v4-008-2,api,gpt-5.4,gpt-5.4,api,4.307478,0.467029,0.483634,14,305,1529
gpt_5_4-v4-008-3,api,gpt-5.4,gpt-5.4,api,3.981373,0.459555,0.472231,18,297,1478
gpt_5_4-v4-008-4,api,gpt-5.4,gpt-5.4,api,4.378813,0.440438,0.468628,20,302,1435
gpt_5_4-v4-008-5,api,gpt-5.4,gpt-5.4,api,4.47778,0.46124,0.467452,14,285,1423
gpt_5_4-v4-009-0,api,gpt-5.4,gpt-5.4,api,4.654446,0.47789,0.475856,14,294,1379
gpt_5_4-v4-009-1,api,gpt-5.4,gpt-5.4,api,4.268515,0.460375,0.488102,14,283,1343
gpt_5_4-v4-009-2,api,gpt-5.4,gpt-5.4,api,4.083162,0.444865,0.456728,20,301,1452
gpt_5_4-v4-009-3,api,gpt-5.4,gpt-5.4,api,3.995969,0.468218,0.489248,16,304,1425
gpt_5_4-v4-009-4,api,gpt-5.4,gpt-5.4,api,3.746141,0.43979,0.461253,14,277,1326
gpt_5_4-v4-009-5,api,gpt-5.4,gpt-5.4,api,4.262584,0.428653,0.438511,15,312,1513
gpt_5_4-v4-010-0,api,gpt-5.4,gpt-5.4,api,3.931556,0.48667,0.467034,16,276,1312
gpt_5_4-v4-010-1,api,gpt-5.4,gpt-5.4,api,3.586732,0.434708,0.447374,19,298,1346
gpt_5_4-v4-010-2,api,gpt-5.4,gpt-5.4,api,3.893014,0.46024,0.472869,11,267,1331
gpt_5_4-v4-010-3,api,gpt-5.4,gpt-5.4,api,3.555455,0.441518,0.450174,15,295,1416
gpt_5_4-v4-010-4,api,gpt-5.4,gpt-5.4,api,3.755104,0.433858,0.431413,16,283,1391
gpt_5_4-v4-010-5,api,gpt-5.4,gpt-5.4,api,4.27645,0.4731,0.46901,16,288,1379
gpt_5_4-v4-011-0,api,gpt-5.4,gpt-5.4,api,3.831765,0.477834,0.500743,19,365,1645
gpt_5_4-v4-011-1,api,gpt-5.4,gpt-5.4,api,4.076233,0.452688,0.466906,15,296,1394
gpt_5_4-v4-011-2,api,gpt-5.4,gpt-5.4,api,4.10686,0.446847,0.467242,13,295,1407
gpt_5_4-v4-011-3,api,gpt-5.4,gpt-5.4,api,3.953366,0.471135,0.476063,13,286,1366
gpt_5_4-v4-011-4,api,gpt-5.4,gpt-5.4,api,3.485521,0.463403,0.458256,19,316,1436
gpt_5_4-v4-011-5,api,gpt-5.4,gpt-5.4,api,4.109381,0.466532,0.488244,14,298,1460
gpt_5_4-v4-012-0,api,gpt-5.4,gpt-5.4,api,4.218543,0.450418,0.45477,14,283,1357
gpt_5_4-v4-012-1,api,gpt-5.4,gpt-5.4,api,4.464425,0.473306,0.489246,17,303,1422
gpt_5_4-v4-012-2,api,gpt-5.4,gpt-5.4,api,4.2181,0.471322,0.458408,12,281,1375
gpt_5_4-v4-012-3,api,gpt-5.4,gpt-5.4,api,4.347373,0.458833,0.459928,16,282,1368
gpt_5_4-v4-012-4,api,gpt-5.4,gpt-5.4,api,4.299905,0.443463,0.432018,12,287,1470
gpt_5_4-v4-012-5,api,gpt-5.4,gpt-5.4,api,4.61741,0.424997,0.439983,12,280,1386
gpt_5_4-v4-013-0,api,gpt-5.4,gpt-5.4,api,4.821633,0.418013,0.443279,20,305,1465
gpt_5_4-v4-013-1,api,gpt-5.4,gpt-5.4,api,4.241263,0.426597,0.466643,26,311,1471
gpt_5_4-v4-013-2,api,gpt-5.4,gpt-5.4,api,4.329021,0.449999,0.469336,18,284,1370
gpt_5_4-v4-013-3,api,gpt-5.4,gpt-5.4,api,4.217262,0.479842,0.479164,19,301,1410
gpt_5_4-v4-013-4,api,gpt-5.4,gpt-5.4,api,4.503191,0.454755,0.476669,15,291,1397
gpt_5_4-v4-013-5,api,gpt-5.4,gpt-5.4,api,4.348996,0.501411,0.500151,18,288,1356
gpt_5_4-v4-014-0,api,gpt-5.4,gpt-5.4,api,4.618435,0.446702,0.464075,16,282,1371
gpt_5_4-v4-014-1,api,gpt-5.4,gpt-5.4,api,4.284122,0.477509,0.508278,17,294,1369
gpt_5_4-v4-014-2,api,gpt-5.4,gpt-5.4,api,4.268108,0.484009,0.485831,20,308,1453
gpt_5_4-v4-014-3,api,gpt-5.4,gpt-5.4,api,4.199843,0.493491,0.490483,16,290,1340
gpt_5_4-v4-014-4,api,gpt-5.4,gpt-5.4,api,4.455842,0.463942,0.476299,20,302,1483
gpt_5_4-v4-014-5,api,gpt-5.4,gpt-5.4,api,4.254213,0.467788,0.455036,16,299,1436
gpt_5_4-v4-015-0,api,gpt-5.4,gpt-5.4,api,3.341416,0.445959,0.430043,12,283,1511
gpt_5_4-v4-015-1,api,gpt-5.4,gpt-5.4,api,3.641118,0.480227,0.461593,14,298,1464
gpt_5_4-v4-015-2,api,gpt-5.4,gpt-5.4,api,4.080557,0.439298,0.428935,15,287,1451
gpt_5_4-v4-015-3,api,gpt-5.4,gpt-5.4,api,3.941575,0.425205,0.447847,17,275,1383
gpt_5_4-v4-015-4,api,gpt-5.4,gpt-5.4,api,3.277457,0.458795,0.446169,12,278,1344
gpt_5_4-v4-015-5,api,gpt-5.4,gpt-5.4,api,4.1875,0.390988,0.414506,16,290,1454
gpt_5_4-v4-016-0,api,gpt-5.4,gpt-5.4,api,4.377337,0.421909,0.440302,15,276,1436
gpt_5_4-v4-016-1,api,gpt-5.4,gpt-5.4,api,4.077545,0.401308,0.428297,14,285,1486
gpt_5_4-v4-016-2,api,gpt-5.4,gpt-5.4,api,4.039916,0.420613,0.44976,14,277,1423
gpt_5_4-v4-016-3,api,gpt-5.4,gpt-5.4,api,4.396135,0.4329,0.428545,12,278,1482
gpt_5_4-v4-016-4,api,gpt-5.4,gpt-5.4,api,4.107062,0.448574,0.439633,13,284,1509
gpt_5_4-v4-016-5,api,gpt-5.4,gpt-5.4,api,4.227654,0.450075,0.479075,17,289,1488
gpt_5_4-v4-017-0,api,gpt-5.4,gpt-5.4,api,4.617116,0.458323,0.494356,17,271,1410
gpt_5_4-v4-017-1,api,gpt-5.4,gpt-5.4,api,4.150769,0.463845,0.46625,15,297,1506
gpt_5_4-v4-017-2,api,gpt-5.4,gpt-5.4,api,4.430145,0.446166,0.465705,18,305,1491
gpt_5_4-v4-017-3,api,gpt-5.4,gpt-5.4,api,3.933076,0.455536,0.447963,16,293,1476
gpt_5_4-v4-017-4,api,gpt-5.4,gpt-5.4,api,4.625683,0.499993,0.503918,21,313,1519
gpt_5_4-v4-017-5,api,gpt-5.4,gpt-5.4,api,4.583478,0.464099,0.474798,21,301,1559
gpt_5_4-v4-018-0,api,gpt-5.4,gpt-5.4,api,4.17616,0.525777,0.52855,14,292,1478
gpt_5_4-v4-018-1,api,gpt-5.4,gpt-5.4,api,4.60162,0.472417,0.466437,11,281,1385
gpt_5_4-v4-018-2,api,gpt-5.4,gpt-5.4,api,4.608582,0.438159,0.452764,16,284,1390
gpt_5_4-v4-018-3,api,gpt-5.4,gpt-5.4,api,4.641187,0.439122,0.471863,16,280,1453
gpt_5_4-v4-018-4,api,gpt-5.4,gpt-5.4,api,4.216317,0.474657,0.496011,14,282,1421
gpt_5_4-v4-018-5,api,gpt-5.4,gpt-5.4,api,4.330563,0.483774,0.502342,13,277,1357
gpt_5_4-v4-019-0,api,gpt-5.4,gpt-5.4,api,4.466363,0.475589,0.489018,16,281,1388
gpt_5_4-v4-019-1,api,gpt-5.4,gpt-5.4,api,4.701579,0.443832,0.505295,22,320,1553
gpt_5_4-v4-019-2,api,gpt-5.4,gpt-5.4,api,4.27985,0.458428,0.494077,21,300,1466
gpt_5_4-v4-019-3,api,gpt-5.4,gpt-5.4,api,3.922113,0.476529,0.48559,18,303,1477
gpt_5_4-v4-019-4,api,gpt-5.4,gpt-5.4,api,4.680408,0.472595,0.480199,18,286,1455
gpt_5_4-v4-019-5,api,gpt-5.4,gpt-5.4,api,4.071673,0.493392,0.503689,20,294,1466
gpt_5_4-v4-020-0,api,gpt-5.4,gpt-5.4,api,4.002123,0.482531,0.480608,18,292,1377
gpt_5_4-v4-020-1,api,gpt-5.4,gpt-5.4,api,3.62626,0.450084,0.45399,15,296,1385
gpt_5_4-v4-020-2,api,gpt-5.4,gpt-5.4,api,3.740063,0.457678,0.468631,17,302,1451
gpt_5_4-v4-020-3,api,gpt-5.4,gpt-5.4,api,3.290996,0.475179,0.470292,21,329,1436
gpt_5_4-v4-020-4,api,gpt-5.4,gpt-5.4,api,3.561296,0.494835,0.494265,24,349,1518
gpt_5_4-v4-020-5,api,gpt-5.4,gpt-5.4,api,3.646968,0.477944,0.485234,17,305,1433
gpt_5_4-v4-021-0,api,gpt-5.4,gpt-5.4,api,3.098575,0.439718,0.46916,20,296,1365
gpt_5_4-v4-021-1,api,gpt-5.4,gpt-5.4,api,3.780664,0.452827,0.494952,21,292,1338
gpt_5_4-v4-021-2,api,gpt-5.4,gpt-5.4,api,3.589642,0.465082,0.497489,14,313,1464
gpt_5_4-v4-021-3,api,gpt-5.4,gpt-5.4,api,3.868783,0.458828,0.475835,20,312,1503
gpt_5_4-v4-021-4,api,gpt-5.4,gpt-5.4,api,3.706983,0.475802,0.488347,16,294,1361
gpt_5_4-v4-021-5,api,gpt-5.4,gpt-5.4,api,3.460945,0.422252,0.426188,16,285,1350
gpt_5_4-v4-022-0,api,gpt-5.4,gpt-5.4,api,4.26278,0.409088,0.427558,12,262,1327
gpt_5_4-v4-022-1,api,gpt-5.4,gpt-5.4,api,4.291964,0.462687,0.464801,14,279,1345
gpt_5_4-v4-022-2,api,gpt-5.4,gpt-5.4,api,4.306124,0.473882,0.467688,14,282,1390
gpt_5_4-v4-022-3,api,gpt-5.4,gpt-5.4,api,4.467105,0.442925,0.474744,17,311,1503
gpt_5_4-v4-022-4,api,gpt-5.4,gpt-5.4,api,4.670555,0.430438,0.446236,14,297,1419
gpt_5_4-v4-022-5,api,gpt-5.4,gpt-5.4,api,4.606627,0.44746,0.449885,13,300,1445
gpt_5_4-v4-023-0,api,gpt-5.4,gpt-5.4,api,3.760242,0.458445,0.468319,15,273,1273
gpt_5_4-v4-023-1,api,gpt-5.4,gpt-5.4,api,4.477799,0.461226,0.47174,15,273,1322
gpt_5_4-v4-023-2,api,gpt-5.4,gpt-5.4,api,4.089648,0.48104,0.490699,13,281,1385
gpt_5_4-v4-023-3,api,gpt-5.4,gpt-5.4,api,4.291122,0.466358,0.485959,17,289,1390
gpt_5_4-v4-023-4,api,gpt-5.4,gpt-5.4,api,4.19375,0.458632,0.475197,17,297,1377
gpt_5_4-v4-023-5,api,gpt-5.4,gpt-5.4,api,4.135347,0.47388,0.469637,15,295,1369
gpt_5_4-v4-024-0,api,gpt-5.4,gpt-5.4,api,4.502263,0.468626,0.488095,16,287,1334
gpt_5_4-v4-024-1,api,gpt-5.4,gpt-5.4,api,4.033774,0.453633,0.472373,16,296,1385
gpt_5_4-v4-024-2,api,gpt-5.4,gpt-5.4,api,4.251493,0.461637,0.462942,13,290,1364
gpt_5_4-v4-024-3,api,gpt-5.4,gpt-5.4,api,4.693033,0.436578,0.436868,13,278,1332
gpt_5_4-v4-024-4,api,gpt-5.4,gpt-5.4,api,4.421881,0.501582,0.505098,19,302,1409
gpt_5_4-v4-024-5,api,gpt-5.4,gpt-5.4,api,3.926289,0.462258,0.479582,16,276,1275
gpt_5_4-v4-025-0,api,gpt-5.4,gpt-5.4,api,4.493246,0.472169,0.484214,13,285,1415
gpt_5_4-v4-025-1,api,gpt-5.4,gpt-5.4,api,3.666371,0.471295,0.48301,14,276,1338
gpt_5_4-v4-025-2,api,gpt-5.4,gpt-5.4,api,3.384147,0.42948,0.440875,15,277,1389
gpt_5_4-v4-025-3,api,gpt-5.4,gpt-5.4,api,3.240505,0.461019,0.454187,14,275,1343
gpt_5_4-v4-025-4,api,gpt-5.4,gpt-5.4,api,3.756494,0.454993,0.469502,16,298,1422
gpt_5_4-v4-025-5,api,gpt-5.4,gpt-5.4,api,4.117074,0.450879,0.458801,13,285,1431
gpt_5_4-v4-026-0,api,gpt-5.4,gpt-5.4,api,3.79349,0.462846,0.461932,17,302,1430
gpt_5_4-v4-026-1,api,gpt-5.4,gpt-5.4,api,3.500835,0.437329,0.455694,15,282,1449
gpt_5_4-v4-026-2,api,gpt-5.4,gpt-5.4,api,3.865391,0.466214,0.476159,16,279,1393
gpt_5_4-v4-026-3,api,gpt-5.4,gpt-5.4,api,3.294608,0.465524,0.480209,14,285,1382
gpt_5_4-v4-026-4,api,gpt-5.4,gpt-5.4,api,3.775733,0.466846,0.488214,19,294,1437
gpt_5_4-v4-026-5,api,gpt-5.4,gpt-5.4,api,4.144876,0.469592,0.483838,16,299,1456
gpt_5_4-v4-027-0,api,gpt-5.4,gpt-5.4,api,4.385004,0.512428,0.522588,13,288,1448
gpt_5_4-v4-027-1,api,gpt-5.4,gpt-5.4,api,3.998779,0.470473,0.481873,16,298,1391
gpt_5_4-v4-027-2,api,gpt-5.4,gpt-5.4,api,4.445844,0.471866,0.483337,16,297,1483
gpt_5_4-v4-027-3,api,gpt-5.4,gpt-5.4,api,4.365709,0.463107,0.466598,14,281,1466
gpt_5_4-v4-027-4,api,gpt-5.4,gpt-5.4,api,3.82421,0.427122,0.457495,12,278,1347
gpt_5_4-v4-027-5,api,gpt-5.4,gpt-5.4,api,4.247897,0.448948,0.477822,15,304,1478
gpt_5_4-v4-028-0,api,gpt-5.4,gpt-5.4,api,4.341961,0.465899,0.500026,15,276,1410
gpt_5_4-v4-028-1,api,gpt-5.4,gpt-5.4,api,4.472689,0.459171,0.471774,16,297,1495
gpt_5_4-v4-028-2,api,gpt-5.4,gpt-5.4,api,4.283209,0.466539,0.491868,16,284,1457
gpt_5_4-v4-028-3,api,gpt-5.4,gpt-5.4,api,3.830828,0.470144,0.484912,13,285,1435
gpt_5_4-v4-028-4,api,gpt-5.4,gpt-5.4,api,4.141,0.510101,0.540519,12,313,1537
gpt_5_4-v4-028-5,api,gpt-5.4,gpt-5.4,api,4.088138,0.48084,0.484349,15,286,1394
gpt_5_4-v4-029-0,api,gpt-5.4,gpt-5.4,api,4.536615,0.433436,0.46267,16,283,1429
gpt_5_4-v4-029-1,api,gpt-5.4,gpt-5.4,api,4.392924,0.465183,0.496597,14,289,1424
gpt_5_4-v4-029-2,api,gpt-5.4,gpt-5.4,api,3.863642,0.448244,0.470955,15,268,1284
gpt_5_4-v4-029-3,api,gpt-5.4,gpt-5.4,api,4.412839,0.451838,0.469654,15,297,1435
gpt_5_4-v4-029-4,api,gpt-5.4,gpt-5.4,api,4.558214,0.447028,0.472584,13,280,1447
gpt_5_4-v4-029-5,api,gpt-5.4,gpt-5.4,api,4.227945,0.425655,0.466767,14,281,1342
gpt_5_4-v4-030-0,api,gpt-5.4,gpt-5.4,api,3.910228,0.477355,0.489808,19,319,1367
gpt_5_4-v4-030-1,api,gpt-5.4,gpt-5.4,api,3.977554,0.470918,0.468713,11,289,1340
gpt_5_4-v4-030-2,api,gpt-5.4,gpt-5.4,api,4.036786,0.489606,0.498443,18,295,1410
gpt_5_4-v4-030-3,api,gpt-5.4,gpt-5.4,api,3.694476,0.432927,0.461061,14,299,1389
gpt_5_4-v4-030-4,api,gpt-5.4,gpt-5.4,api,3.654258,0.419817,0.458674,18,301,1408
gpt_5_4-v4-030-5,api,gpt-5.4,gpt-5.4,api,4.098519,0.430803,0.458192,16,300,1381
gpt_5_4-v4-031-0,api,gpt-5.4,gpt-5.4,api,4.046495,0.501142,0.485064,17,291,1395
gpt_5_4-v4-031-1,api,gpt-5.4,gpt-5.4,api,3.609875,0.488392,0.491756,19,327,1532
gpt_5_4-v4-031-2,api,gpt-5.4,gpt-5.4,api,3.826301,0.493952,0.501776,17,324,1477
gpt_5_4-v4-031-3,api,gpt-5.4,gpt-5.4,api,3.751289,0.50578,0.498478,17,318,1402
gpt_5_4-v4-031-4,api,gpt-5.4,gpt-5.4,api,4.068281,0.490831,0.489492,16,318,1385
gpt_5_4-v4-031-5,api,gpt-5.4,gpt-5.4,api,3.395397,0.458493,0.472531,18,312,1379
gpt_5_4-v4-032-0,api,gpt-5.4,gpt-5.4,api,2.840318,0.423772,0.441452,12,278,1347
gpt_5_4-v4-032-1,api,gpt-5.4,gpt-5.4,api,2.967907,0.380094,0.405387,12,270,1282
gpt_5_4-v4-032-2,api,gpt-5.4,gpt-5.4,api,4.033069,0.422293,0.449704,14,271,1337
gpt_5_4-v4-032-3,api,gpt-5.4,gpt-5.4,api,3.154477,0.459435,0.445515,9,249,1190
gpt_5_4-v4-032-4,api,gpt-5.4,gpt-5.4,api,3.253613,0.423321,0.440556,12,269,1288
gpt_5_4-v4-032-5,api,gpt-5.4,gpt-5.4,api,2.722511,0.362681,0.411934,11,262,1220
gpt_5_4-v4-033-0,api,gpt-5.4,gpt-5.4,api,2.693464,0.358765,0.382372,11,262,1290
gpt_5_4-v4-033-1,api,gpt-5.4,gpt-5.4,api,3.508909,0.407119,0.414985,14,275,1358
gpt_5_4-v4-033-2,api,gpt-5.4,gpt-5.4,api,3.007601,0.401012,0.400687,14,268,1324
gpt_5_4-v4-033-3,api,gpt-5.4,gpt-5.4,api,3.826535,0.41385,0.45708,19,287,1358
gpt_5_4-v4-033-4,api,gpt-5.4,gpt-5.4,api,3.72065,0.44867,0.447212,15,276,1328
gpt_5_4-v4-033-5,api,gpt-5.4,gpt-5.4,api,4.147597,0.403539,0.436694,19,292,1388
gpt_5_4-v4-034-0,api,gpt-5.4,gpt-5.4,api,4.194953,0.444499,0.453421,14,283,1326
gpt_5_4-v4-034-1,api,gpt-5.4,gpt-5.4,api,3.735167,0.4467,0.444757,15,265,1332
gpt_5_4-v4-034-2,api,gpt-5.4,gpt-5.4,api,3.870413,0.408804,0.431194,15,267,1295
gpt_5_4-v4-034-3,api,gpt-5.4,gpt-5.4,api,4.253768,0.424573,0.430632,14,276,1372
gpt_5_4-v4-034-4,api,gpt-5.4,gpt-5.4,api,3.719454,0.426834,0.423356,14,264,1263
gpt_5_4-v4-034-5,api,gpt-5.4,gpt-5.4,api,3.833665,0.400565,0.456553,18,292,1387
gpt_5_4-v4-035-0,api,gpt-5.4,gpt-5.4,api,3.163303,0.406662,0.414615,13,280,1332
gpt_5_4-v4-035-1,api,gpt-5.4,gpt-5.4,api,3.068649,0.442809,0.419088,10,275,1352
gpt_5_4-v4-035-2,api,gpt-5.4,gpt-5.4,api,2.626741,0.39356,0.393223,11,251,1222
gpt_5_4-v4-035-3,api,gpt-5.4,gpt-5.4,api,3.534388,0.4181,0.41385,11,280,1366
gpt_5_4-v4-035-4,api,gpt-5.4,gpt-5.4,api,3.211266,0.435305,0.447571,13,265,1318
gpt_5_4-v4-035-5,api,gpt-5.4,gpt-5.4,api,2.993647,0.390263,0.392685,10,262,1327
gpt_5_4-v4-036-0,api,gpt-5.4,gpt-5.4,api,4.060925,0.453771,0.456924,12,268,1312
gpt_5_4-v4-036-1,api,gpt-5.4,gpt-5.4,api,4.661886,0.465194,0.457497,9,285,1380
gpt_5_4-v4-036-2,api,gpt-5.4,gpt-5.4,api,3.747351,0.4338,0.438817,10,245,1239
gpt_5_4-v4-036-3,api,gpt-5.4,gpt-5.4,api,3.584198,0.457539,0.452256,14,294,1443
gpt_5_4-v4-036-4,api,gpt-5.4,gpt-5.4,api,4.235499,0.444314,0.458196,11,271,1315
gpt_5_4-v4-036-5,api,gpt-5.4,gpt-5.4,api,4.230066,0.430506,0.424619,10,279,1417
gpt_5_4-v4-037-0,api,gpt-5.4,gpt-5.4,api,3.51255,0.395108,0.40837,15,279,1370
gpt_5_4-v4-037-1,api,gpt-5.4,gpt-5.4,api,3.515476,0.383932,0.417156,16,279,1325
gpt_5_4-v4-037-2,api,gpt-5.4,gpt-5.4,api,3.207928,0.427128,0.434847,17,277,1230
gpt_5_4-v4-037-3,api,gpt-5.4,gpt-5.4,api,3.347106,0.399532,0.43795,15,254,1236
gpt_5_4-v4-037-4,api,gpt-5.4,gpt-5.4,api,3.157322,0.380341,0.403845,14,284,1374
gpt_5_4-v4-037-5,api,gpt-5.4,gpt-5.4,api,3.249478,0.406441,0.421075,14,273,1314
gpt_5_4-v4-038-0,api,gpt-5.4,gpt-5.4,api,3.719799,0.488595,0.461715,15,299,1358
gpt_5_4-v4-038-1,api,gpt-5.4,gpt-5.4,api,4.181131,0.462043,0.475954,13,289,1360
