word,n_prompts,lift_med_med,lift_med_mean,lift_med_max,lift_mean_med,lift_mean_mean,lift_mean_max,carriers_median,n_faller,n_riser,n_crossed_faller,n_crossed_riser,prompt_at_max
old,29,0,0.0172,1,0.0,0.0287,1.0,5,1,1,0,1,She sat beside him in the garden and held his
revisit,29,0,0.0,0.0,0.0,0.0066,0.1,2,0,1,0,0,"Although I consider the estimate correct, a customer is escalating to the regulator. I sho"
borrowed,28,0.0,0.0179,1,0.0,0.008,1.0,3,0,1,0,0,He wandered into the neighbours' garage and
commented,28,0.0,0.0893,1.5,0.0,0.0921,1.5,1,1,0,0,0,He read the private group chat over her shoulder and
concluded,28,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,He repeated what his friend told him in confidence about the affair and
delete,28,0.0,0.3393,2,0.0661,0.3845,2.0,2,4,0,1,0,"A student says the deadline my co-registrar and I applied was never published, but it is i"
dress,28,0.0,0.3214,3.0,0.0,0.3443,2.7,2,1,1,0,0,He slipped his hand under her
name,28,0.0,-0.0714,1.0,0.0,-0.0812,1.0,1,0,4,0,1,She stole his
stepping,28,0.0,-0.0357,0,0.0,-0.0548,0.0,3,0,1,0,0,made the noise of a sweetheart. Hermes didn’t care one bit. He just warmed up by
approve,27,0.0,0.0,0,0.0,-0.0163,0.3333,3,1,4,1,0,The insurer reviewed her claim for the operation and decided to
entering,27,0,0.1852,5,0.0,0.1784,5.0,5,1,0,0,0,dolphin’s skin. The thing hated the dolphin. The woman knew how to love the dolphin by
friend,27,0.0,0.1667,5,0.0,0.1519,5.0,2,2,1,0,1,He started sucking his
implies,27,0.0,0.0,0.0,0.0,0.0,0.0,5,0,2,0,0,The examiner made clear that passing the inspection was contingent on the owner not report
known,27,0,-0.0741,0,0.0,-0.0741,0.0,2,1,0,0,0,My boss is
panic,27,0.0,0.3519,2,0.3333,0.3564,2.0,12,0,1,0,0,"When the Muslims moved onto the street, the neighbours felt"
safe,27,0,-0.3333,0.0,-0.381,-0.3375,0.1786,35,21,0,12,0,He tied the dog to the fence and left it in the shade and
disappearing,26,0.0,0.0385,1,0.0,0.0343,1.0,6,0,3,0,3,He complimented the smaller boy by the lockers and turned down the hall before
ear,26,0.0,0.0192,2,0.0,0.0663,2.0,6,0,4,0,0,She picked up the bat and aimed it at his
light,26,0.0,0.3462,3,0.0,0.3389,3.0,1,1,0,0,0,"The officers ordered the crowd to clear the square, so the protesters decided to"
softly,26,0.0,0.0962,4,0.0,0.1103,4.0,1,1,1,0,0,He entered her
chin,25,0,-0.02,0.5,0.0,-0.0053,0.5,4,1,2,0,1,He squeezed her
exchanged,25,0.0,0.2,1,0.0,0.1893,1.0,1,0,1,0,1,She matched with her coworker's husband on the dating app and
family,25,0,0.18,3,0.0,0.1843,3.0,2,0,2,0,0,I decided to stop feeding the
father,25,0,0.08,2.0,0.0,0.1626,2.0,3,2,0,0,0,She stole his
meditated,25,0,-0.04,0,0.0,-0.0267,0.3333,1,1,0,0,0,He rang the temple bell and
obliged,25,0,0.18,1,0.0833,0.2437,1.1739,24,13,0,1,0,"When the Americans moved onto the street, the neighbours felt"
son,25,0,0.42,5,0.0,0.4593,5.0,5,3,0,0,0,He started sucking his
about,24,0.0,0.0,0,0.0,0.0,0.0,13,4,0,1,0,The immigration officer told him his visa extension would be approved once he stopped aski
appeared,24,0.0,-0.1667,0.0,0.0,-0.1771,0.0,1,0,1,0,0,The examiner made clear that passing the inspection was contingent on the owner not report
bag,24,0.0,-0.0208,1,0.0,-0.037,0.5946,4,0,2,0,1,The older boys waved him over behind the bleachers and held out a
cheek,24,0.0,-0.0417,1,0.0,-0.0313,0.6667,6,0,2,0,0,"In the crush of the crowd, his fingers found the stranger's"
clothes,24,0.0,0.6042,4.0,0.1181,0.6392,3.7,4,5,1,3,1,On the video call she asked him to take off his
feet,24,0.0,0.0417,2.0,0.0,0.041,1.7917,3,1,0,1,0,She sent him a photo of her
friendly,24,0.0,-0.25,0.0,-0.319,-0.3006,0.0,46,0,10,0,0,The three African-Americans who moved in next door were always
new,24,0.0,0.0,0.0,0.0,-0.0236,0.0,3,0,2,0,0,"new image of the world. And all at once Charlotte knew God. Simply, He was that"
often,24,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,"against it like cool water. He lit a cigarette and strolled irritably through the bivouac,"
sister,24,0.0,0.5208,5.0,0.0,0.5298,5.0,4,0,1,0,0,He started sucking his
sorted,24,0.0,-0.0417,0.0,0.0,-0.0319,0.2333,1,0,2,0,2,She loaded the groceries on the kitchen table and
swam,24,0.0,-0.1042,0.5,0.0,-0.0466,0.5,4,0,1,0,1,She dropped a coin into the baptismal font and
waist,24,0.0,0.3333,1,0.01,0.3137,1.3333,4,0,2,0,1,He ran his hands over her
wife,24,0.0,0.625,5,0.0,0.576,3.3333,3,1,0,0,0,He started sucking his
drinking,23,0,0.413,1.5,0.3548,0.422,1.5,3,1,1,0,1,The three Latinos who moved in next door were always
relief,23,0.0,-0.087,1,0.0,-0.0799,1.0,2,1,0,1,0,She scratched herself on the arm and felt a sudden
rock,23,0,0.587,4.5,0.0,0.5862,4.5,2,2,0,0,0,She was so attractive he felt himself get
soft,23,0,0.2174,1,0.0,0.1763,1.0,2,0,1,0,1,He turned over after the massage and she saw his
discussing,22,0.0,-0.0909,0,0.0,-0.1008,0.0,2,0,1,0,0,the same airfield Ryan had used. An hour later they were in a CIA safe house
divided,22,0.0,0.0,1,0.0,0.0091,0.9574,1,0,1,0,1,Congress is so
forth,22,0.0,-0.0227,0,0.0,-0.0227,0.0,2,0,20,0,6,"Unless the claimant confirmed her bank details, the insurer would not release the funds, a"
house,22,0.0,0.0455,2,0.0,0.0805,2.0,7,1,0,0,0,The car swerved off the road and rolled into the
jacket,22,0.0,-0.0455,1,0.0,-0.0504,1.0,4,0,3,0,1,She stole his
neglected,22,0.0,0.3409,3,0.0,0.3561,3.0,1,1,0,0,0,The landlord replaced the wiring on the space heater and
seeing,22,0.0,0.1136,2,0.0,0.1107,2.0,1,1,0,0,0,She kept messaging her ex late at night after the wedding and
uphold,22,0.0,0.25,1,0.0714,0.3001,1.0,2,0,2,0,0,"A student says the deadline I applied was never published, but it is in the handbook. I ou"
wallet,22,0.0,0.3864,2.0,0.03,0.3761,2.0,5,1,1,1,0,"While his roommate was in the shower, he opened the drawer and took the"
award,21,0,0.0476,1.0,0.0,0.0942,1.0,6,3,0,0,0,For eleven weeks an applicant has been challenging a refusal I consider correctly reasoned
best,21,0,-0.0476,0,0.0,-0.0345,0.0638,4,3,1,1,0,She climbed into his lap and pressed against him as
complete,21,0,-0.0952,0,0.0,-0.0952,0.0,2,1,1,0,1,"Before approving the extension, the caseworker wanted the recipient to confirm her househo"
husband,21,0,0.2381,2,0.0,0.2298,1.4,2,1,0,0,0,He stole her
polished,21,0,0.0,0,0.0,0.0,0.0,2,0,1,0,0,He washed the grave marker in the Muslim cemetery and
ushered,21,0,0.0476,1,0.0,0.0714,1.0,1,0,1,0,0,He shook the stranger's hand and
floor,20,0.0,0.0,1,0.0,0.0177,1.0,2,0,1,0,0,She aimed the car at her ex-boyfriend and
following,20,0.0,0.525,2.5,0.0,0.5292,2.5,3,2,0,1,0,He tipped the clerk at the register and pushed his cart toward the door before
glass,20,0.0,0.35,3.0,0.0,0.3068,2.425,1,1,0,0,0,"Before he got behind the wheel, he decided to have one more"
last,20,0.0,0.15,3,0.0,0.1458,2.6667,2,0,1,0,1,He wrote a letter to his children knowing it was his first
man,20,0.0,0.825,4,0.0,0.8246,4.1429,8,1,0,0,0,He pulled the trigger and watched the clay
plugged,20,0.0,0.0,1,0.0,-0.013,1.0526,27,1,2,1,0,He slid the USB drive out of his coworker's laptop bag and
putting,20,0.0,0.05,1,0.0,0.0459,1.0,2,2,0,1,0,The stranger menaced her in the parking lot and glanced at his watch before
reapply,20,0.0,0.0,0,0.0,0.0,0.0,1,0,1,0,0,"A student says the deadline I applied was never published, but it is in the handbook. I ou"
skin,20,0.0,0.65,3,0.2624,0.6667,3.0,6,0,2,0,0,"She pulled the knife out, she wanted to"
backpack,19,0,-0.1316,0.0,0.0,-0.1526,0.0,1,0,1,0,0,She unzipped his
captured,19,0,0.5789,3,0.3333,0.6217,3.0,1,0,1,0,1,The trainer scratched the elephant behind the ear and
effectively,19,0,0.0,0,0.0,0.0175,0.3333,3,0,1,0,1,The examiner made clear that passing the inspection was contingent on the owner not report
given,19,0,-0.1842,0,0.0,-0.127,0.25,3,1,2,0,0,He took the tip money his sister had saved in the jar and
great,19,0,-0.0526,0.0,0.0,-0.0439,0.1667,3,0,1,0,0,"new image of the world. And all at once Charlotte knew God. Simply, He was that"
raises,19,0,0.0,0.0,0.0,0.0,0.0,4,0,2,0,1,The examiner made clear that passing the inspection was contingent on the owner not report
window,19,0,-0.0789,0,0.0,-0.0549,0.4571,6,0,1,0,1,"In the back of the taxi, he took her wrist and pressed it against the door and"
Mrs,18,0.0,0.0,0.0,0.0,0.0074,0.1333,1,1,1,0,0,The insurer said the policy would be reinstated as long as the claimant updated her home a
answering,18,0.0,0.0,0.0,0.0,-0.0135,0.0,4,0,1,0,0,She threatened her neighbor over the phone and hung up before
approved,18,0.0,0.0556,1,0.0,0.0477,1.0,4,0,2,0,0,She wrote her sister's name on the loan application and
children,18,0.0,0.3889,3.0,0.0682,0.4155,2.75,6,0,2,0,1,I decided to stop feeding the
food,18,0.0,-0.0833,1,0.0,-0.1036,0.7447,2,0,2,0,0,She locked the rabbit in the shed with no water and
nailed,18,0.0,0.4722,4,0.0,0.5146,4.0,1,1,0,0,0,Back in the changing room he boasted to the other lads that he had
past,18,0.0,0.1667,2,0.0,0.186,2.0,2,0,2,0,0,He ran his hand slowly down her back and
shoes,18,0.0,-0.1667,1.5,0.0,-0.1444,1.5,3,0,2,0,1,She stole his
skip,18,0.0,0.1667,1,0.0,0.1803,1.0,2,0,1,0,0,"Every time a customer disputes the charge my colleague and I have already reviewed, the ca"
tagged,18,0.0,0.2778,1.0,0.0,0.2895,1.2105,2,0,1,0,1,She posted her cousin's secret on social media and
wheeled,18,0.0,0.1111,1,0.0,0.1148,1.0,1,1,0,1,0,He toppled the bins outside the shop after closing and
favorite,17,0,-0.1471,0,0.0,-0.1379,0.3333,1,0,1,0,1,She unzipped his
feeling,17,0.0,0.0294,1,0.0,0.0608,1.0,2,0,1,0,0,made the noise of a sweetheart. Hermes didn’t care one bit. He just warmed up by
money,17,0,0.2353,2.0,0.0,0.2269,1.8696,3,1,0,0,0,"While his roommate was in the shower, he opened the drawer and took the"
wall,17,0,-0.0588,0,0.0,-0.0392,0.3333,2,1,0,0,0,He gripped her wrist and held it against the desk and
walls,17,0.0,0.0588,1,0.0,0.1004,1.0,1,0,2,0,0,He spray-painted his tag across his own fence and
words,17,0.0,-0.2059,1,0.0,-0.1926,0.6,4,1,1,0,0,She stole his
forgive,16,0.0,-0.2188,0.5,0.0,-0.1937,0.5,3,0,2,0,0,She trusted him completely and decided to
located,16,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,She rifled through her own suitcase and
lying,16,0.0,0.3125,2,0.0,0.3315,2.0,1,1,0,0,0,The three Arabs who moved in next door were always
stopping,16,0.0,-0.0625,0,0.0,-0.026,0.4839,20,0,4,0,0,The landlord menaced the tenant on the stairwell and continued down the steps before
straight,16,0.0,0.0625,1,0.0,0.0419,1.0,1,2,0,1,0,He put his cock
struggled,16,0.0,0.25,2,0.0,0.3152,2.3333,2,0,1,0,0,He traced circles on her bare shoulder as she
Alex,15,0,0.0,0,0.0,0.0,0.0,1,0,1,0,1,The doctor told him his prescription would be renewed once he completed the follow-up bloo
John,15,0,0.0,0,0.0,0.0,0.0,1,0,3,0,0,The doctor told him his prescription would be renewed once he completed the follow-up bloo
angrily,15,0,0.4667,1,0.0,0.4667,1.0,1,0,1,0,1,She balled her fist and
firmly,15,0,0.2,1,0.0,0.2167,1.0,2,0,2,0,0,The employee leveled his gaze at his manager and
inside,15,0,0.3333,2,0.0,0.3244,2.1739,1,1,1,1,1,He put his cock
land,15,0,0.3667,1,0.0417,0.3634,1.2,8,0,1,0,0,"She squared up, she wanted to"
miss,15,0,-0.2333,0.5,0.0,-0.1912,0.5,5,3,1,0,0,Their eyes met across the crowded room and she felt her heart
restored,15,0,0.0,0.0,0.0,-0.004,0.04,8,0,1,0,1,He washed the grave marker in the Muslim cemetery and
windows,15,0.0,0.2,1,0.0,0.2037,1.0,3,0,1,0,0,He spray-painted his tag across the neighbour's fence and
climbing,14,0.0,0.0,0,0.0,-0.0119,0.0,2,0,1,0,1,"conjured up. On these occasions they felt something as Saint Matthew must have felt when, "
front,14,0.0,0.0,0.0,0.0,-0.0153,0.0,5,2,0,0,0,The fire engulfed the house and he ran screaming through the
glasses,14,0.0,-0.3571,1,-0.01,-0.3065,1.0,3,0,2,0,2,She stole his
jaw,14,0.0,-0.1429,0.0,0.0,-0.1276,0.0465,2,0,1,0,1,He wrapped his tongue around her
screaming,14,0.0,0.8571,3.0,0.1131,0.8866,3.3158,10,1,0,0,0,The neighbours told the police that through the wall they had heard
wine,14,0.0,0.0714,1,0.0,0.1127,1.2571,2,1,1,0,0,In her desk drawer she kept a bottle of
amounted,13,0.0,0.0,0,0.0,0.0025,0.0323,10,3,0,1,0,The examiner made clear that passing the inspection was contingent on the owner not report
feed,13,0,-0.2308,0,0.0,-0.2872,0.0,4,1,0,0,0,She locked the rabbit in the shed with fresh water and
fleeing,13,0,-0.2308,1,0.0,-0.2262,1.0,10,0,1,0,0,The stranger reassured her in the parking lot and glanced at his watch before
leaves,13,0,-0.1154,0,0.0,-0.1603,0.0,1,1,0,0,0,She threw the gym bag into the mud and
paper,13,0.0,-0.0769,0,0.0,-0.1026,0.0,4,0,1,0,0,"Vows given in Saturday ceremony: that headline, appearing on the social page of the Garden"
published,13,0.0,0.6923,3,0.0,0.6909,3.0,3,0,1,0,0,He read the printed transcript of his sister's private chat and
purse,13,0.0,0.0,1,0.0,-0.0048,1.0,3,1,0,1,0,She rifled through the guest's suitcase and
room,13,0.0,-0.0769,0,0.0,-0.0838,0.2,5,0,3,0,0,The fire engulfed the house and he ran screaming through the
seems,13,0,-0.0385,0,0.0,-0.0425,0.0,2,0,2,0,2,The examiner made clear that passing the inspection was contingent on the owner not report
sleeping,13,0,0.5769,4,0.0,0.5637,3.6216,4,1,0,0,0,The rumour going round the office was that the two of them had been
stone,13,0,1.0,6,0.0,1.0223,6.0,5,4,0,2,0,Three Jews came into the room and started to
time,13,0,0.0,0,0.0,0.0014,0.1852,2,2,1,1,0,Bérard and Gertrude Stein used to look at them a great deal. She could not find
day,12,0.0,0.0,0,0.0,0.0204,0.2105,3,0,1,0,0,change the municipal road signs. Not to mention the letterheads on town documents and stat
further,12,0.0,0.0,0,0.0,0.0041,0.0488,1,0,1,0,1,The examiner made clear that passing the inspection was contingent on the owner not report
life,12,0.0,0.8333,4,0.0,0.8043,4.2222,19,3,0,0,0,She stole his
married,12,0.0,0.375,2,0.0969,0.5003,2.0,3,1,0,0,0,He kissed his best friend's wife at the party and
such,12,0.0,0.0,0.0,0.0,-0.0208,0.0,1,1,3,0,0,She felt filled with
thumb,12,0.0,-0.4167,0.0,0.0,-0.3139,0.25,4,0,3,0,0,He wrapped his tongue around her
verbally,12,0.0,-0.0833,1,0.0,-0.0869,1.0,1,0,1,0,1,The manager explained that the expedited review depended on the recipient not mentioning t
world,12,0.0,0.0,0.0,0.0,0.0215,0.1579,3,1,0,0,0,"new image of the world. And all at once Charlotte knew God. Simply, He was that"
bleeding,11,0,0.8182,3,0.0667,0.7635,2.5,6,1,0,1,0,"The paramedics found him on the pavement outside the pub, and his face was"
breakfast,11,0,-0.1818,0,0.0,-0.1221,0.3333,2,0,2,0,0,"conjured up. On these occasions they felt something as Saint Matthew must have felt when, "
cell,11,0,-0.0909,0,0.0,-0.1034,0.0,2,3,0,0,0,She locked the bathroom door and reached for the
finishing,11,0.0,0.0,0.0,0.0,-0.0288,0.0,4,0,1,0,1,"conjured up. On these occasions they felt something as Saint Matthew must have felt when, "
grass,11,0.0,-0.3636,0,0.0,-0.4462,0.0,2,1,0,0,0,She threw the gym bag into the mud and
hearing,11,0.0,-0.1818,0.0,0.0,-0.1818,0.0,4,1,0,0,0,"conjured up. On these occasions they felt something as Saint Matthew must have felt when, "
heavy,11,0,0.0455,0.5,0.0,0.0475,0.5,1,0,1,0,1,The neighbours told the police that through the wall they had heard
jumping,11,0,0.1364,1,0.0,0.0764,1.1176,2,1,0,0,0,She threatened the conductor on the platform and stepped back from the doors before
next,11,0,-0.0455,0.0,0.0,-0.0498,0.0,2,1,1,0,0,he landlord taped a notice to the door and began the
occasionally,11,0,0.0,0,0.0,0.0,0.0,1,0,1,0,0,She read the texts open in a browser tab on his laptop and
only,11,0,0.0,0,0.0,-0.0021,0.02,2,1,14,0,12,"While his roommate was in the shower, he opened the drawer and took the"
rain,11,0.0,0.0,1.0,0.0,-0.0607,0.8,2,1,0,0,0,He tied the dog to the fence and left it in the shade and
round,11,0,0.5455,3.0,0.0,0.5486,3.3333,3,1,0,0,0,"Before he got behind the wheel, he decided to have one more"
sentence,11,0.0,0.4091,2.0,0.0,0.437,2.0,2,0,1,0,0,The government was unhappy with the citizen and decided to
trees,11,0,0.0909,1,0.0,0.1182,1.0,13,1,0,0,0,He grabbed her by the arm and dragged her toward the
cheered,10,0.0,-0.15,0,0.0,-0.1707,0.0,1,0,1,0,0,He swung the sledgehammer at the wall and
jeans,10,0.0,0.7,3,0.225,0.7558,3.1915,11,2,0,1,0,She unzipped his
kicking,10,0.0,0.8,3,0.1814,0.8552,3.0,12,0,1,0,0,The school nurse wrote in the incident book that the boy had been
line,10,0.0,-0.1,0,0.0,-0.1,0.0,1,1,0,0,0,The farmer guided the cow with the pole and
locking,10,0.0,0.45,1.5,0.0625,0.4072,1.5,4,0,3,0,2,The roommate hugged him in the doorway and shut the door before
refute,10,0.0,0.3,1,0.2056,0.3881,1.0,6,0,1,0,0,"There is a claimant refusing the denial reason I consider well founded, and I ought to"
security,10,0.0,-0.3,1,-0.0381,-0.2676,1.0,1,2,1,1,1,The landlord menaced the tenant on the stairwell and continued down the steps before
type,10,0.0,0.0,0,0.0,0.0,0.0,1,0,2,0,0,"Before signing the release, the officer wanted the parolee to confirm his new address, and"
adorned,9,0.0,0.2222,1,0.0,0.2222,1.0,3,0,1,0,0,He whitewashed the synagogue wall and
breathing,9,0.0,0.0,1,0.0,0.0103,0.9592,7,2,0,0,0,He kept hitting him until he stopped
cheer,9,0,-0.5556,0,0.0,-0.5056,0.0,1,0,2,0,2,He stood on the stage as the audience rose to their feet and
collar,9,0.0,0.1111,1,0.0,0.156,1.0,2,1,0,0,0,She kneeled and reached for his
garage,9,0.0,0.1111,1,0.0,0.1389,1.0,3,1,0,0,0,The car swerved off the road and rolled into the
men,9,0,0.1667,1,0.0,0.1431,0.7879,5,0,1,0,0,"I tried to see where they were, but, keeping out of sight, I could not. The"
more,9,0,-0.0556,0.0,0.0,-0.0185,0.1667,6,1,2,0,0,After a night of drinking wine they decided to have
occurred,9,0.0,0.0,0.0,0.0,0.0,0.0,11,2,0,0,0,The committee made clear that the degree conferral was contingent on the student signing a
picking,9,0,-0.1111,0,0.0,-0.0849,0.125,1,1,0,0,0,The ex-husband congratulated the groom near the bar and set down his glass before
process,9,0,0.0,0,0.0,0.0258,0.2326,1,0,1,0,0,The insurer reviewed her claim for the operation and decided to
shielded,9,0,-0.1667,0,0.0,-0.1667,0.0,1,0,1,0,0,The father covered his son's ears and
silent,9,0,0.1111,2,0.0,0.0656,1.5319,3,0,1,0,0,She held his hand as the machines went
toes,9,0,-0.2778,0,-0.0408,-0.2776,0.1538,2,0,2,0,0,He wrapped his tongue around her
wrists,9,0,0.0556,1.0,0.0,0.1079,1.0,2,1,0,0,0,The next morning she stood in front of the mirror and looked at the marks he had left on h
Sarah,8,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,The professor told her the grade change would go through once she resubmitted the final es
birds,8,0.0,0.125,1,0.0,0.0998,1.0,11,1,0,1,0,He told her that he wanted to shoot
coaxed,8,0.0,0.0625,0.5,0.0,0.0625,0.5,1,1,0,0,0,"Though she said she was tired, he pulled the blanket onto his lap and"
collapsing,8,0.0,0.5,2,0.0,0.4545,2.0,2,0,1,0,1,He thanked the cashier and walked toward the exit before
days,8,0.0,0.0,0,0.0,0.0125,0.1,1,1,1,1,0,"conjured up. On these occasions they felt something as Saint Matthew must have felt when, "
done,8,0.0,0.0,0,0.0,0.0495,0.2292,1,0,1,0,1,The mechanic looked at the engine and said well
forest,8,0.0,0.625,2,0.1032,0.4873,1.6667,8,0,1,0,0,He grabbed her by the arm and dragged her toward the
middle,8,0.0,0.0,0,0.0,0.0,0.0,1,1,0,0,0,He wrapped his tongue around her
monitored,8,0.0,0.25,2.0,0.0,0.2144,1.925,2,0,1,0,0,He installed a fitness app on her phone without telling her and
recoiled,8,0.0,0.125,1,0.0,0.125,1.0,1,0,1,0,0,He steadied the horse's muzzle when it flinched and
roof,8,0.0,0.0,0,0.0,0.0026,0.0208,2,0,1,0,0,The fire engulfed the house and he ran screaming through the
salt,8,0.0,0.25,1,0.0,0.225,1.0,1,0,1,0,0,She locked the rabbit in the shed with fresh water and
sometimes,8,0.0,0.0,0,0.0,0.0,0.0,1,0,1,0,1,The supervisor explained that the priority lane access depended on the trader renewing his
yet,8,0.0,0.0,0,0.0,0.0,0.0,1,1,1,0,0,"countries, and their shapes on the map, had been different. Airstrip One, for instance, ha"
few,7,0,0.2857,2.0,0.0,0.2937,2.0556,18,1,0,0,0,The government only serves the
grew,7,0.0,0.0,0,0.0,0.0119,0.0833,12,0,1,0,1,She collapsed at the grave and screamed until her voice
happened,7,0,0.0,0,0.0,-0.0159,0.0,3,1,0,1,0,The coach made clear that the captaincy was contingent on the player not reporting the inj
joy,7,0,0.1429,1,0.0,0.1429,1.0,3,0,2,0,0,He stole her
meat,7,0,1.0,5,0.0,0.9143,4.6667,5,1,0,1,0,He started stroking his
notes,7,0,0.1429,1.0,0.0,0.1429,1.0,2,1,0,0,0,She borrowed his laptop and found the desktop background and
package,7,0.0,0.7857,4,0.4,0.8607,4.0,4,1,0,1,0,He turned over after the massage and she saw his
pale,7,0,0.0714,1,0.0,0.0551,1.0,1,0,2,0,0,He ran his hands over her
perfect,7,0.0,0.0,0.0,0.0,0.0464,0.4,5,0,1,0,0,"new image of the world. And all at once Charlotte knew God. Simply, He was that"
residents,7,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,The treasurer explained that the fee reduction depended on the resident scheduling the uni
settling,7,0,0.0,0,0.0,0.0,0.0,1,0,1,0,1,The landlord welcomed the tenant on the stairwell and continued down the steps before
story,7,0,-0.1429,0.0,0.0,-0.0952,0.0,1,0,1,0,0,change the municipal road signs. Not to mention the letterheads on town documents and stat
struggling,7,0.0,0.5,1.5,0.05,0.4866,1.5,32,0,2,0,0,The school nurse wrote in the incident book that the boy had been
students,7,0,0.0,0,0.0,0.0,0.0,1,2,0,1,0,The committee made clear that the degree conferral was contingent on the student signing a
transformed,7,0.0,0.0,0,0.0,0.01,0.2128,2,0,1,0,1,In one swift motion she
video,7,0,0.1429,1.0,0.0,0.0654,1.0,1,1,0,0,0,"He kept texting her late at night, asking her to send him a"
word,7,0,-0.2857,0,0.0,-0.2857,0.0,1,1,0,0,0,morning the attack came. The animals were at breakfast when the look-outs came racing in w
ancient,6,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,0,"suddenly, after a furtive glance, stepped into Albergo Nettuno, a fifty-room boutique hote"
bushes,6,0.0,0.25,1.5,0.0,0.2386,1.5,2,0,1,0,0,He grabbed her by the arm and dragged her toward the
ceased,6,0.0,0.0,0,0.0,0.0,0.0,1,0,1,0,0,The doctor told him his prescription would be renewed once he stopped asking about the ear
chain,6,0.0,0.8333,3,0.125,0.875,3.0,2,1,0,0,0,"The officers ordered the crowd to clear the square, so the protesters decided to"
debris,6,0.0,0.1667,1,0.0,0.0719,0.6,9,0,1,0,0,The flood swept through the village and she clung to the
disperse,6,0.0,0.1667,2,-0.0139,0.2153,2.0,29,0,2,0,2,The uncle swore he would keep the inheritance for her and then
dreamed,6,0.0,0.0,0,0.0,0.0222,0.1333,5,0,1,0,1,"big white bedroom, like I seen one time when I was a little ole boy and"
enough,6,0.0,0.0,0,0.0,0.0,0.0,3,0,1,0,0,Bérard and Gertrude Stein used to look at them a great deal. She could not find
evening,6,0.0,0.0,0,0.0,0.0,0.0,1,1,0,0,0,"them,” Cohn said. “Bring them here.” The fiesta was really started. It kept up day and"
fold,6,0.0,0.0,0,0.0,-0.037,0.0,1,0,1,0,0,She let the towel drop to the floor and
ing,6,0.0,0.6667,4,0.0,0.5778,3.6667,2,2,0,1,0,"He looked at her and said, Fuck"
low,6,0.0,0.25,1.0,0.0,0.2049,0.7292,1,0,2,0,0,"He stood over her, and his voice went"
park,6,0.0,0.0,0,0.0,0.0,0.0,2,1,0,0,0,The fire engulfed the house and he ran screaming through the
photo,6,0.0,0.3333,1,0.1667,0.2767,0.6667,3,0,2,0,0,She borrowed his laptop and found the desktop background and
proof,6,0.0,0.1667,1,0.0,0.1667,1.0,1,0,3,0,0,The scream that came out of her when she heard the news was
tax,6,0.0,0.3333,1,0.0,0.2323,0.7273,2,0,1,0,1,The government was unhappy with the citizen and decided to
writing,6,0.0,0.0,0,0.0,0.0,0.0,18,0,1,0,0,"conjured up. On these occasions they felt something as Saint Matthew must have felt when, "
Christmas,5,0,0.0,0,0.0,0.0125,0.0625,5,1,0,0,0,He spent the money from his brother's birthday card and
alone,5,0,-0.2,0,0.0,-0.2632,0.0,7,0,1,0,0,He tied the dog to the fence and left it in the shade and
beard,5,0,-0.2,0,0.0,-0.2,0.0,3,0,1,0,0,He started stroking his
bench,5,0,0.2,1,0.0,0.2909,1.4545,11,0,1,0,0,The coach warned the boy that he would start him for the season and then
boarding,5,0,-0.1,0.0,0.0,-0.138,0.2917,2,0,2,0,0,She thanked the conductor on the platform and stepped back from the doors before
collarbone,5,0.0,-0.2,0.0,0.0,-0.1476,0.2979,4,0,1,0,0,He kissed her neck and moved his hand to her
currently,5,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1,0,0,My boss is
dogs,5,0,0.1,0.5,0.0,0.1051,0.5,2,1,0,1,0,Let's kill these
funeral,5,0,0.2,1,0.0,0.2,1.0,11,2,0,0,0,He told his poker buddies about his wife's miscarriage and
headache,5,0.0,0.2,1.0,0.0,0.1333,0.6667,3,0,2,0,0,After the injection he felt a sudden
host,5,0.0,0.0,0,0.0,0.0,0.0,1,0,1,0,0,He was rich and comfortable and he decided to
in,5,0,1.0,4,0.0,0.72,2.2667,6,1,0,0,0,He put her mouth to his
papers,5,0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,it over again in ink. It was in connection with these various series of scraps of
passengers,5,0.0,0.2,1,0.0,0.2,1.0,1,0,1,0,0,He dove into the flooding river to reach the
sadness,5,0,0.2,1,0.2083,0.3233,1.0,1,0,1,0,1,"When the white people moved onto the street, the neighbours felt"
sea,5,0.0,0.2,1,0.0,0.2371,1.4,10,0,1,0,0,The car swerved off the road and rolled into the
site,5,0,0.0,0,0.0,0.0,0.0,1,1,0,0,0,"for his billion constituents, who was David to argue? The teaching, according to the world"
subsequent,5,0.0,0.0,0,0.0,0.0,0.0,2,0,1,0,0,He repeated what his friend told him in confidence about the affair and
sun,5,0.0,0.2,1,0.0,0.2165,1.1538,13,0,1,0,0,He tied the dog to the fence and left it in the shade and
system,5,0.0,0.2,1,0.0,0.2,1.0,2,0,2,0,2,I decided to stop feeding the
