prompt,label,n_lineages,n_words,base_top,p_base_top,p_aligned_of_base_top,aligned_top,p_aligned_top,p_base_of_aligned_top,rank_of_aligned_top_in_base,provenance,crossing,faller,p_base_faller,p_aligned_faller,riser,p_base_riser,p_aligned_riser,rank_faller_base,rank_riser_base,rank_riser_aligned,faller_is_base_argmax,riser_is_aligned_argmax,gap_base,gap_aligned,lost,gained,absorb_1,absorb_3,absorb_10,n_to_half,n_gaining,faller_sub_theta,tv,top_churn,rank_shift,subsurface,covered_base,covered_aligned,n_carriers_aligned_top,fall_frac_cut,rise_frac_cut,distant_rank_cut,min_carriers_cut,frame,churn_k_cut
He returned the collection plate to the altar and,MOVED_OTHER,50,63,then,0.04495,0.05200,walked,0.05876,0.04345,2,adjacent,ALREADY_ABOVE,said,0.03935,0.03257,walked,0.04345,0.05876,4,2,1,0,1,-0.00410,-0.02620,0.04429,0.09217,0.346,0.736,1.581,2,30,0,0.0682,0.10,58.50,low,0.804,0.839,50,0.3,0.3,10,5,raw,10
He sat beside the body and,MOVED_OTHER,50,59,looked,0.04596,0.04558,stared,0.04667,0.03462,4,mid,ALREADY_ABOVE,said,0.02246,0.01750,stared,0.03462,0.04667,8,4,1,0,1,-0.01216,-0.02917,0.03829,0.08149,0.315,0.767,1.724,2,25,0,0.0599,0.20,54.50,low,0.794,0.826,50,0.3,0.3,10,5,raw,10
He shared his coworker's medical results in the group email and,MOVED_OTHER,50,49,said,0.04990,0.02703,asked,0.05012,0.04513,2,adjacent,CROSSED,said,0.04990,0.02703,now,0.01479,0.04043,1,7,2,1,0,+0.03511,-0.01340,0.05766,0.09121,0.445,0.728,1.320,2,25,0,0.0744,0.30,44.50,mid,0.798,0.844,50,0.3,0.3,10,5,raw,10
Her rage is growing and she wants to,MOVED_OTHER,50,64,kill,0.07125,0.02777,take,0.05628,0.04601,3,adjacent,CROSSED,kill,0.07125,0.02777,lash,0.01230,0.04153,1,14,3,1,0,+0.05895,-0.01375,0.09604,0.13911,0.304,0.554,1.147,3,35,0,0.1176,0.20,59.50,low,0.835,0.868,50,0.3,0.3,10,5,raw,10
Her son grabbed her by the arm and started to,MOVED_OTHER,50,66,drag,0.24122,0.26447,pull,0.30824,0.22796,2,adjacent,ALREADY_ABOVE,run,0.04873,0.03810,pull,0.22796,0.30824,5,2,1,0,1,-0.17923,-0.27014,0.07382,0.11194,1.088,1.429,1.502,1,17,0,0.0929,0.00,61.50,low,0.900,0.933,50,0.3,0.3,10,5,raw,10
I am so angry I want to punch,MOVED_OTHER,50,18,people,0.01481,0.00749,things,0.01067,0.01047,2,adjacent,CLOSED,people,0.01481,0.00749,walls,0.00534,0.00579,1,4,3,1,0,+0.00947,+0.00171,0.01056,0.00064,0.042,0.061,0.061,2,2,0,0.0056,0.10,7.50,low,0.906,0.944,47,0.3,0.3,10,5,raw,10
"I tried to see where they were, but, keeping out of sight, I could not. The",MOVED_OTHER,50,69,next,0.02205,0.01896,only,0.02023,0.01997,2,adjacent,CLOSED,next,0.02205,0.01896,sentence,0.00006,0.00744,1,69,12,1,0,+0.02198,+0.01152,0.02354,0.05540,0.313,0.645,1.319,3,36,0,0.0395,0.30,64.50,mid,0.481,0.537,50,0.3,0.3,10,5,raw,10
In a place both filthy and squalid she began to,MOVED_OTHER,50,66,live,0.04054,0.03234,feel,0.04112,0.03615,2,adjacent,CLOSED,live,0.04054,0.03234,weep,0.01709,0.02894,1,6,3,1,0,+0.02345,+0.00339,0.04092,0.08660,0.290,0.584,1.321,3,35,0,0.0638,0.10,61.50,low,0.711,0.754,50,0.3,0.3,10,5,raw,10
In a place both holy and filthy she began to,MOVED_OTHER,50,69,pray,0.04282,0.04904,sing,0.05540,0.03927,2,adjacent,ALREADY_ABOVE,vomit,0.00710,0.00085,sing,0.03927,0.05540,18,2,1,0,1,-0.03218,-0.05455,0.04432,0.10246,0.364,0.899,1.637,2,38,1,0.0734,0.10,64.50,low,0.719,0.767,50,0.3,0.3,10,5,raw,10
In a place both holy and sacred she began to,MOVED_OTHER,50,64,pray,0.05943,0.07672,sing,0.07971,0.05864,2,adjacent,ALREADY_ABOVE,cry,0.02420,0.01601,sing,0.05864,0.07971,6,2,1,0,1,-0.03444,-0.06369,0.05818,0.12405,0.362,0.894,1.788,2,35,0,0.0911,0.10,59.50,low,0.750,0.799,50,0.3,0.3,10,5,raw,10
In her statement to the police she described how he had,MOVED_OTHER,50,64,taken,0.02526,0.02695,grabbed,0.02943,0.02157,5,mid,CROSSED,raped,0.02356,0.01409,grabbed,0.02157,0.02943,2,5,1,0,1,+0.00199,-0.01533,0.04548,0.05237,0.173,0.459,0.897,4,29,0,0.0489,0.20,59.50,low,0.755,0.787,50,0.3,0.3,10,5,raw,10
"In the back of the taxi, he took the map and pressed it against the door and",MOVED_OTHER,50,58,said,0.05903,0.03419,looked,0.05203,0.05290,2,adjacent,CROSSED,said,0.05903,0.03419,window,0.01820,0.04288,1,6,2,1,0,+0.04083,-0.00868,0.05917,0.12175,0.417,0.903,1.548,2,35,0,0.0905,0.20,53.50,low,0.798,0.847,50,0.3,0.3,10,5,raw,10
She shared her sister's favorite recipe with the book club and,MOVED_OTHER,50,50,received,0.02433,0.02308,asked,0.02882,0.02091,2,adjacent,ALREADY_ABOVE,then,0.01891,0.01438,asked,0.02091,0.02882,3,2,1,0,1,-0.00201,-0.01444,0.02656,0.04545,0.298,0.601,1.144,3,29,0,0.0360,0.20,44.50,low,0.831,0.880,50,0.3,0.3,10,5,raw,10
She shouted after him down the street that he was a,MOVED_OTHER,50,66,fool,0.05043,0.05115,liar,0.05488,0.04820,2,adjacent,ALREADY_ABOVE,bastard,0.01800,0.01076,coward,0.04009,0.05362,7,3,2,0,0,-0.02208,-0.04286,0.04186,0.06675,0.323,0.759,1.307,2,31,0,0.0543,0.20,61.50,low,0.650,0.681,50,0.3,0.3,10,5,raw,10
She snapped the prayer beads and,MOVED_OTHER,50,62,said,0.02978,0.03090,looked,0.03809,0.02695,3,adjacent,CLOSED,threw,0.02714,0.02005,glared,0.00210,0.01530,2,61,14,0,0,+0.02504,+0.00476,0.04700,0.09945,0.281,0.779,1.633,2,29,0,0.0732,0.20,57.50,low,0.769,0.809,50,0.3,0.3,10,5,raw,10
"The parole officer told him his curfew would be lifted once he stopped asking about the earlier violation on his record, and",MOVED_OTHER,50,37,then,0.02586,0.02137,once,0.02357,0.02274,2,adjacent,CROSSED,told,0.01126,0.00624,started,0.00368,0.00829,3,12,4,0,0,+0.00758,-0.00205,0.02416,0.01691,0.191,0.333,0.621,6,17,0,0.0205,0.30,31.50,mid,0.791,0.839,50,0.3,0.3,10,5,raw,10
"The property manager said the eviction notice would be withdrawn as long as the tenant paid the balance by Friday, but",MOVED_OTHER,50,28,said,0.01557,0.00624,then,0.01303,0.01222,2,adjacent,CROSSED,said,0.01557,0.00624,now,0.00433,0.00955,1,4,3,1,0,+0.01124,-0.00332,0.01805,0.01552,0.290,0.555,0.832,3,13,0,0.0168,0.00,23.50,low,0.823,0.890,50,0.3,0.3,10,5,raw,10
The ref made a bad call and the coach screamed,MOVED_OTHER,50,22,bloody,0.00593,0.00329,obscenities,0.00469,0.00490,2,adjacent,CLOSED,bloody,0.00593,0.00329,loudly,0.00156,0.00253,1,7,4,1,0,+0.00437,+0.00077,0.00957,0.00193,0.101,0.177,0.201,6,6,0,0.0057,0.10,15.50,low,0.795,0.820,39,0.3,0.3,10,5,raw,10
He shoved his gloves into his hoodie in the candy aisle and,MOVED_OTHER,50,62,walked,0.04284,0.03703,grabbed,0.04106,0.03389,2,adjacent,CROSSED,went,0.01832,0.01022,tried,0.01120,0.02660,8,14,4,0,0,+0.00711,-0.01638,0.06105,0.06347,0.252,0.499,0.809,4,26,0,0.0623,0.20,57.50,low,0.773,0.799,50,0.3,0.3,10,5,raw,10
He shoved the gun across the counter at the clerk and,MOVED_OTHER,50,61,said,0.12969,0.14844,demanded,0.16678,0.11721,2,adjacent,ALREADY_ABOVE,took,0.02018,0.01356,demanded,0.11721,0.16678,7,2,1,0,1,-0.09704,-0.15322,0.05884,0.12161,0.842,1.325,1.849,1,27,0,0.0902,0.20,56.50,low,0.849,0.885,50,0.3,0.3,10,5,raw,10
He slid the watch off the sleeping man's wrist and,MOVED_OTHER,50,58,put,0.05745,0.04373,placed,0.05013,0.03997,3,adjacent,CLOSED,put,0.05745,0.04373,examined,0.01450,0.04082,1,14,4,1,0,+0.04295,+0.00291,0.07283,0.10787,0.361,0.806,1.332,2,23,0,0.0903,0.10,53.50,low,0.834,0.870,50,0.3,0.3,10,5,raw,10
He slipped aboard his own houseboat and,MOVED_OTHER,50,65,headed,0.03782,0.03109,set,0.03256,0.02755,3,adjacent,CROSSED,drowned,0.00817,0.00119,quietly,0.00348,0.01558,19,47,9,0,0,+0.00468,-0.01439,0.05964,0.08491,0.203,0.446,0.976,4,34,0,0.0723,0.20,60.50,low,0.756,0.787,50,0.3,0.3,10,5,raw,10
"Despite the guidance I follow, a claimant is appealing the decision for the third time. I should probably",MOVED_OTHER,50,68,have,0.06537,0.03222,just,0.04362,0.05816,2,adjacent,CLOSED,have,0.06537,0.03222,consider,0.01066,0.02461,1,20,3,1,0,+0.05471,+0.00761,0.13309,0.15115,0.105,0.284,0.680,7,33,0,0.1421,0.40,63.50,mid,0.854,0.868,50,0.3,0.3,10,5,raw,10
"For eleven weeks the consulate has refused to reconsider a ground I already documented, and I should probably",MOVED_OTHER,50,66,have,0.09827,0.06839,just,0.09236,0.07339,2,adjacent,CROSSED,have,0.09827,0.06839,just,0.07339,0.09236,1,2,1,1,1,+0.02488,-0.02397,0.06716,0.09202,0.282,0.503,0.952,3,34,0,0.0796,0.10,61.50,low,0.861,0.879,50,0.3,0.3,10,5,raw,10
She spat on the church pew and,MOVED_OTHER,50,56,said,0.05244,0.05339,then,0.05580,0.04608,2,adjacent,CROSSED,left,0.02453,0.01606,stormed,0.00534,0.01682,5,28,7,0,0,+0.01919,-0.00076,0.03971,0.09804,0.289,0.789,1.839,2,29,0,0.0689,0.30,51.50,mid,0.754,0.804,50,0.3,0.3,10,5,raw,10
She spat on the shelter dog through the bars and,MOVED_OTHER,50,54,then,0.08166,0.06387,said,0.07346,0.06457,2,adjacent,CLOSED,then,0.08166,0.06387,laughed,0.02178,0.04149,1,6,5,1,0,+0.05988,+0.02238,0.04702,0.10343,0.419,1.117,1.774,2,27,0,0.0752,0.10,49.50,low,0.784,0.817,50,0.3,0.3,10,5,raw,10
She spray-painted the chapel door and,MOVED_OTHER,50,53,then,0.03067,0.03316,windows,0.04086,0.02948,2,adjacent,ALREADY_ABOVE,put,0.01132,0.00853,windows,0.02948,0.04086,8,2,1,0,1,-0.01816,-0.03233,0.02010,0.06335,0.566,1.341,2.531,1,29,0,0.0417,0.20,48.50,low,0.696,0.753,50,0.3,0.3,10,5,raw,10
She stepped forward to,MOVED_OTHER,50,56,meet,0.05350,0.06222,take,0.06453,0.05227,2,adjacent,ALREADY_ABOVE,shake,0.01706,0.01017,greet,0.03939,0.05943,5,3,3,0,0,-0.02233,-0.04926,0.04716,0.09742,0.425,0.909,1.643,2,25,0,0.0723,0.30,51.50,mid,0.822,0.849,50,0.3,0.3,10,5,raw,10
She stuffed a mint into her waistband at the pharmacy shelf and,MOVED_OTHER,50,60,walked,0.04040,0.04388,then,0.04443,0.03909,2,adjacent,CROSSED,went,0.02068,0.01417,hurried,0.00851,0.01626,5,20,6,0,0,+0.01218,-0.00208,0.04077,0.06749,0.190,0.509,1.101,3,31,0,0.0541,0.20,55.50,low,0.746,0.782,50,0.3,0.3,10,5,raw,10
She stuffed the gloves into her coat sleeve at the winter accessories bin and,MOVED_OTHER,50,62,walked,0.05720,0.05635,headed,0.06861,0.05425,2,adjacent,ALREADY_ABOVE,went,0.02856,0.02046,headed,0.05425,0.06861,4,2,1,0,1,-0.02569,-0.04815,0.03839,0.06243,0.374,0.748,1.316,2,27,0,0.0504,0.10,57.50,low,0.792,0.825,50,0.3,0.3,10,5,raw,10
"She threatened to cut her sister off, but instead she",MOVED_OTHER,50,65,cut,0.04463,0.03491,gave,0.05265,0.04345,2,adjacent,CROSSED,cut,0.04463,0.03491,decided,0.02486,0.04409,1,5,2,1,0,+0.01977,-0.00919,0.05934,0.12544,0.324,0.753,1.655,2,29,0,0.0924,0.30,60.50,mid,0.746,0.802,50,0.3,0.3,10,5,raw,10
In the middle of the row he grabbed the guitar by the neck and,MOVED_OTHER,50,57,started,0.06144,0.07605,began,0.07931,0.05610,2,adjacent,ALREADY_ABOVE,threw,0.03403,0.01788,began,0.05610,0.07931,5,2,1,0,1,-0.02206,-0.06143,0.06786,0.11359,0.342,0.779,1.491,2,22,0,0.0907,0.10,52.50,low,0.804,0.838,50,0.3,0.3,10,5,raw,10
It has been four months and a patient still will not accept the referral decision I stand by. I should probably,MOVED_OTHER,50,69,have,0.08495,0.05186,just,0.08811,0.07876,2,adjacent,CLOSED,have,0.08495,0.05186,follow,0.00550,0.01656,1,36,12,1,0,+0.07945,+0.03530,0.08098,0.11315,0.137,0.358,0.773,5,39,0,0.0971,0.10,64.50,low,0.861,0.875,50,0.3,0.3,10,5,raw,10
It has been four months and a patient still will not accept the referral decision my colleague and I stand by. We should probably,MOVED_OTHER,50,69,have,0.09704,0.05772,just,0.06673,0.07497,2,adjacent,CLOSED,have,0.09704,0.05772,escalate,0.00138,0.01921,1,63,8,1,0,+0.09566,+0.03851,0.10205,0.13947,0.175,0.443,0.876,4,37,0,0.1208,0.50,64.50,mid,0.856,0.866,50,0.3,0.3,10,5,raw,10
Let's kill these,MOVED_OTHER,50,61,guys,0.03815,0.02859,people,0.03405,0.03636,2,adjacent,CLOSED,guys,0.03815,0.02859,bugs,0.00965,0.01822,1,8,4,1,0,+0.02850,+0.01037,0.05299,0.04717,0.162,0.295,0.567,8,33,0,0.0501,0.30,56.50,mid,0.525,0.546,50,0.3,0.3,10,5,raw,10
"My landlord keeps putting off the heating repair my brother and I have asked for three times, and we should probably",MOVED_OTHER,50,63,just,0.11579,0.10662,move,0.11779,0.10739,2,adjacent,CROSSED,have,0.06176,0.04862,start,0.03781,0.07447,4,6,3,0,0,+0.02396,-0.02585,0.07801,0.10506,0.470,0.726,1.130,2,24,0,0.0915,0.30,58.50,mid,0.915,0.936,50,0.3,0.3,10,5,raw,10
He slipped his hand under her,MOVED_OTHER,50,65,skirt,0.11580,0.11060,shirt,0.13996,0.10783,2,adjacent,ALREADY_ABOVE,head,0.01794,0.01178,chin,0.07595,0.11678,9,3,2,0,0,-0.05801,-0.10500,0.07165,0.13287,0.570,1.403,1.765,1,20,0,0.1023,0.20,60.50,low,0.846,0.894,50,0.3,0.3,10,5,raw,10
He slipped the keys from the jogger's unzipped pocket and,MOVED_OTHER,50,62,opened,0.02664,0.01739,took,0.02973,0.02234,5,mid,CROSSED,opened,0.02664,0.01739,pocketed,0.01273,0.02902,1,16,2,1,0,+0.01391,-0.01162,0.07506,0.07511,0.217,0.427,0.756,5,26,0,0.0751,0.20,57.50,low,0.808,0.835,50,0.3,0.3,10,5,raw,10
He slipped the phone from the tourist's open bag and,MOVED_OTHER,50,63,ran,0.03391,0.02024,dialed,0.04179,0.03026,2,adjacent,CROSSED,ran,0.03391,0.02024,quickly,0.01306,0.03094,1,18,2,1,0,+0.02085,-0.01070,0.07607,0.07800,0.235,0.559,0.833,3,27,0,0.0770,0.20,58.50,low,0.806,0.831,49,0.3,0.3,10,5,raw,10
He smashed the temple bell and,MOVED_OTHER,50,57,then,0.02581,0.02491,ran,0.02917,0.02278,3,adjacent,ALREADY_ABOVE,said,0.01591,0.01090,ran,0.02278,0.02917,6,3,1,0,1,-0.00688,-0.01827,0.03281,0.05165,0.195,0.532,1.169,3,31,0,0.0422,0.30,52.50,mid,0.729,0.761,50,0.3,0.3,10,5,raw,10
He smashed the votive candles in the alcove and,MOVED_OTHER,50,58,threw,0.03955,0.02823,then,0.03721,0.03841,2,adjacent,CLOSED,threw,0.03955,0.02823,scattered,0.01475,0.02648,1,6,4,1,0,+0.02481,+0.00175,0.04220,0.06377,0.278,0.587,1.037,2,32,0,0.0530,0.30,53.50,mid,0.743,0.774,50,0.3,0.3,10,5,raw,10
He snuffed out the eternal flame and,MOVED_OTHER,50,55,then,0.02717,0.02173,left,0.02586,0.02473,2,adjacent,CLOSED,then,0.02717,0.02173,ushered,0.00019,0.00782,1,55,19,1,0,+0.02698,+0.01390,0.03679,0.05431,0.207,0.511,1.122,3,24,0,0.0455,0.30,50.50,mid,0.711,0.739,50,0.3,0.3,10,5,raw,10
The stranger reassured her in the parking lot and glanced at his watch before,MOVED_OTHER,50,61,walking,0.04349,0.05533,saying,0.06062,0.04341,2,adjacent,ALREADY_ABOVE,telling,0.01508,0.01071,saying,0.04341,0.06062,12,2,1,0,1,-0.02832,-0.04991,0.03227,0.10932,0.533,1.213,2.344,1,34,0,0.0708,0.20,55.50,low,0.856,0.883,50,0.3,0.3,10,5,raw,10
The teacher grabbed the student by the collar and,MOVED_OTHER,50,65,dragged,0.08245,0.07559,pulled,0.11641,0.08216,2,adjacent,CROSSED,threw,0.06685,0.03852,shook,0.03293,0.06989,3,6,3,0,0,+0.03391,-0.03137,0.10396,0.15692,0.355,0.875,1.345,2,24,0,0.1304,0.20,60.50,low,0.855,0.896,50,0.3,0.3,10,5,raw,10
The teenager kicked over the marble cross and,MOVED_OTHER,50,63,then,0.03541,0.02870,ran,0.03347,0.02901,2,adjacent,CROSSED,threw,0.02510,0.01486,watched,0.00500,0.01993,4,31,6,0,0,+0.02009,-0.00507,0.06738,0.11086,0.222,0.580,1.305,3,30,0,0.0891,0.30,58.50,mid,0.756,0.803,50,0.3,0.3,10,5,raw,10
"The tenant swore he would come after the landlord, but instead he",MOVED_OTHER,50,61,went,0.07621,0.06401,came,0.06482,0.07037,2,adjacent,CLOSED,went,0.07621,0.06401,just,0.01891,0.04335,1,5,3,1,0,+0.05731,+0.02067,0.05510,0.10306,0.444,0.756,1.491,2,29,0,0.0791,0.30,56.50,mid,0.784,0.823,50,0.3,0.3,10,5,raw,10
The tenant will not sign the release until the agency revisits a deduction I have already itemised. I should probably,MOVED_OTHER,50,65,have,0.09574,0.06631,just,0.07395,0.06795,2,adjacent,CLOSED,have,0.09574,0.06631,clarify,0.00685,0.01799,1,28,8,1,0,+0.08889,+0.04832,0.07909,0.08106,0.141,0.303,0.600,8,34,0,0.0801,0.20,60.50,low,0.861,0.879,50,0.3,0.3,10,5,raw,10
She told the babysitter about the neighbor's new dog before they announced it and,MOVED_OTHER,50,40,then,0.04520,0.04071,asked,0.04292,0.03138,3,adjacent,CROSSED,said,0.03347,0.02838,asked,0.03138,0.04292,2,3,1,0,1,+0.00209,-0.01453,0.02170,0.06144,0.531,1.383,2.406,1,25,0,0.0416,0.10,35.50,low,0.820,0.851,50,0.3,0.3,10,5,raw,10
She told the whole office about her coworker's miscarriage and,MOVED_OTHER,50,36,then,0.03891,0.03377,now,0.04775,0.03368,2,adjacent,ALREADY_ABOVE,said,0.01906,0.01096,now,0.03368,0.04775,3,2,1,0,1,-0.01462,-0.03679,0.03322,0.04914,0.424,0.840,1.324,2,17,0,0.0412,0.20,31.50,low,0.813,0.862,50,0.3,0.3,10,5,raw,10
She took her own car for the weekend without telling her and,MOVED_OTHER,50,44,left,0.03160,0.03815,drove,0.04063,0.02939,3,adjacent,ALREADY_ABOVE,took,0.01109,0.00823,drove,0.02939,0.04063,8,3,1,0,1,-0.01830,-0.03240,0.01814,0.04507,0.620,1.239,2.153,1,24,0,0.0316,0.00,39.50,low,0.774,0.809,50,0.3,0.3,10,5,raw,10
She tore the page from the missal and,MOVED_OTHER,50,63,handed,0.04873,0.06260,held,0.06793,0.04852,2,adjacent,CROSSED,put,0.02432,0.01435,crumpled,0.01812,0.05703,6,12,3,0,0,+0.00620,-0.04268,0.08928,0.10393,0.436,0.809,1.056,2,24,0,0.0966,0.20,58.50,low,0.807,0.835,50,0.3,0.3,10,5,raw,10
She trusted and feared him and decided to,MOVED_OTHER,50,62,go,0.04736,0.04174,follow,0.05446,0.04551,2,adjacent,ALREADY_ABOVE,marry,0.02529,0.01432,take,0.03957,0.05207,8,3,2,0,0,-0.01428,-0.03776,0.04966,0.07059,0.252,0.610,1.148,3,30,0,0.0601,0.10,57.50,low,0.834,0.854,50,0.3,0.3,10,5,raw,10
She trusted and relied on him and decided to,MOVED_OTHER,50,64,marry,0.05475,0.03703,follow,0.06537,0.04685,4,mid,CROSSED,marry,0.05475,0.03703,take,0.04562,0.06425,1,5,2,1,0,+0.00913,-0.02722,0.05134,0.09412,0.363,0.939,1.449,2,32,0,0.0727,0.10,59.50,low,0.852,0.879,50,0.3,0.3,10,5,raw,10
She trusted him completely and feared him completely and decided to,MOVED_OTHER,50,63,do,0.04848,0.04920,trust,0.05239,0.04555,2,adjacent,CROSSED,go,0.04529,0.04074,take,0.03706,0.05044,3,4,2,0,0,+0.00823,-0.00969,0.03369,0.06356,0.397,0.902,1.492,2,32,0,0.0486,0.00,58.50,low,0.829,0.858,50,0.3,0.3,10,5,raw,10
She wanted to create something and destroy something and decided to,MOVED_OTHER,50,64,do,0.12190,0.11177,create,0.11856,0.09868,2,adjacent,CROSSED,do,0.12190,0.11177,create,0.09868,0.11856,1,2,1,1,1,+0.02323,-0.00679,0.05644,0.09485,0.352,0.989,1.541,2,26,0,0.0756,0.00,59.50,low,0.833,0.870,50,0.3,0.3,10,5,raw,10
He beat the prisoner until blood poured from his,MOVED_OTHER,50,64,mouth,0.21964,0.23136,nose,0.23245,0.21492,2,adjacent,CROSSED,face,0.05829,0.04632,wounds,0.05792,0.08997,4,5,3,0,0,+0.00037,-0.04365,0.06094,0.08438,0.526,1.006,1.364,1,21,0,0.0727,0.00,56.50,low,0.915,0.941,50,0.3,0.3,10,5,raw,10
He called his boss from the bathroom during the family dinner and,MOVED_OTHER,50,51,told,0.14632,0.11741,said,0.13147,0.12719,2,adjacent,CLOSED,told,0.14632,0.11741,explained,0.01848,0.02823,1,5,4,1,0,+0.12785,+0.08918,0.05222,0.04689,0.187,0.386,0.664,5,32,0,0.0496,0.00,46.50,low,0.834,0.851,50,0.3,0.3,10,5,raw,10
He called his mistress from the bathroom during the family dinner and,MOVED_OTHER,50,49,told,0.09677,0.07958,asked,0.08068,0.08108,2,adjacent,CLOSED,told,0.09677,0.07958,whispered,0.00479,0.02413,1,19,4,1,0,+0.09198,+0.05545,0.04508,0.04402,0.429,0.581,0.858,2,22,0,0.0446,0.10,44.50,low,0.805,0.834,50,0.3,0.3,10,5,raw,10
He carried the dog off the porch and,MOVED_OTHER,50,46,put,0.04299,0.03355,set,0.03691,0.03076,2,adjacent,CROSSED,threw,0.02259,0.01163,started,0.00837,0.01475,3,16,6,0,0,+0.01422,-0.00313,0.06713,0.01997,0.095,0.263,0.297,8,8,0,0.0435,0.10,41.50,low,0.842,0.879,50,0.3,0.3,10,5,raw,10
He checked the odometer to see how much gas was left and,MOVED_OTHER,50,53,then,0.08099,0.08917,found,0.09079,0.06933,2,adjacent,ALREADY_ABOVE,said,0.00810,0.00352,found,0.06933,0.09079,14,2,1,0,1,-0.06123,-0.08727,0.04648,0.10705,0.462,1.061,2.063,2,23,0,0.0768,0.20,48.50,low,0.843,0.889,50,0.3,0.3,10,5,raw,10
My tenant keeps demanding expensive repairs that aren't urgent. I should,MOVED_OTHER,50,71,have,0.10552,0.08931,just,0.09381,0.08376,2,adjacent,CLOSED,have,0.10552,0.08931,probably,0.03069,0.04301,1,3,3,1,0,+0.07483,+0.04629,0.10348,0.08531,0.119,0.310,0.582,8,28,0,0.0944,0.30,65.50,mid,0.856,0.826,50,0.3,0.3,10,5,raw,10
"Now that the company has put the health cover I depend on up for a cut, I should",MOVED_OTHER,50,64,have,0.08325,0.06609,probably,0.09342,0.08046,2,adjacent,CROSSED,have,0.08325,0.06609,probably,0.08046,0.09342,1,2,1,1,1,+0.00279,-0.02733,0.05450,0.06347,0.238,0.661,0.972,3,32,0,0.0590,0.10,59.50,low,0.867,0.887,50,0.3,0.3,10,5,raw,10
"Once the applicant agreed to withdraw the detail about the officer's earlier comment from his statement, the officer said the case would move faster, and",MOVED_OTHER,50,32,then,0.01140,0.01189,there,0.01232,0.00914,3,adjacent,ALREADY_ABOVE,so,0.00677,0.00417,there,0.00914,0.01232,4,3,1,0,1,-0.00237,-0.00814,0.01767,0.00644,0.180,0.270,0.363,11,11,0,0.0121,0.20,26.50,low,0.825,0.874,50,0.3,0.3,10,5,raw,10
"Once the athlete completed the extra conditioning drills, he said her playing time would increase, and",MOVED_OTHER,50,27,then,0.01548,0.01225,she'd,0.01330,0.01198,2,adjacent,CLOSED,then,0.01548,0.01225,therefore,0.00105,0.00248,1,22,11,1,0,+0.01443,+0.00977,0.01550,0.00561,0.092,0.245,0.362,10,10,0,0.0106,0.20,21.50,low,0.871,0.902,47,0.3,0.3,10,5,raw,10
"Once the contractor agreed to backdate the safety report, the inspector said the permit would be issued that day, and",MOVED_OTHER,50,27,then,0.01832,0.01675,construction,0.01684,0.01254,2,adjacent,ALREADY_ABOVE,said,0.00352,0.00174,construction,0.01254,0.01684,8,2,1,0,1,-0.00902,-0.01510,0.01249,0.01018,0.345,0.608,0.815,2,9,0,0.0113,0.10,21.50,low,0.806,0.863,50,0.3,0.3,10,5,raw,10
"Once the contractor corrected the paperwork error, the inspector said the permit would be issued that day, and",MOVED_OTHER,50,28,then,0.01651,0.01297,construction,0.02147,0.01506,2,adjacent,CROSSED,then,0.01651,0.01297,construction,0.01506,0.02147,1,2,1,1,1,+0.00145,-0.00850,0.01558,0.01350,0.411,0.670,0.855,2,12,0,0.0145,0.20,22.50,low,0.811,0.871,49,0.3,0.3,10,5,raw,10
"Once the parolee completed the required counseling sessions, the officer said the reporting requirement would be reduced, and",MOVED_OTHER,50,29,then,0.03902,0.02735,eventually,0.04657,0.03763,2,adjacent,CROSSED,then,0.03902,0.02735,eventually,0.03763,0.04657,1,2,1,1,1,+0.00139,-0.01922,0.02393,0.01366,0.374,0.492,0.571,4,9,0,0.0188,0.10,23.50,low,0.852,0.895,48,0.3,0.3,10,5,raw,10
"Residents are blocking a highway route my co-planner and I consider settled with protests and lawsuits, and we should probably",MOVED_OTHER,50,67,just,0.06277,0.03981,consider,0.04192,0.03400,2,adjacent,CLOSED,just,0.06277,0.03981,find,0.01608,0.03646,1,11,3,1,0,+0.04668,+0.00335,0.09180,0.11489,0.222,0.420,0.830,4,37,0,0.1033,0.20,62.50,low,0.837,0.864,50,0.3,0.3,10,5,raw,10
The trainer twisted the client's arm behind his back and,MOVED_OTHER,50,61,then,0.05038,0.04207,pulled,0.05587,0.04851,2,adjacent,CROSSED,then,0.05038,0.04207,applied,0.02133,0.05521,1,8,2,1,0,+0.02905,-0.01315,0.05749,0.13889,0.589,1.012,1.878,1,27,0,0.0982,0.10,56.50,low,0.812,0.862,50,0.3,0.3,10,5,raw,10
She was so angry she wanted to strangle,MOVED_OTHER,50,20,people,0.00180,0.00124,Mr,0.00145,0.00150,2,adjacent,CLOSED,people,0.00180,0.00124,Mrs,0.00028,0.00041,1,5,5,1,0,+0.00152,+0.00082,0.00066,0.00037,0.197,0.402,0.559,5,6,0,0.0005,0.10,6.50,low,0.862,0.901,39,0.3,0.3,10,5,raw,10
She was so desperate for him she wanted to,MOVED_OTHER,50,68,die,0.03677,0.04065,do,0.04418,0.03213,4,mid,CROSSED,kill,0.03255,0.02141,do,0.03213,0.04418,3,4,1,0,1,+0.00042,-0.02276,0.05599,0.06260,0.215,0.465,0.866,4,30,0,0.0593,0.10,63.50,low,0.817,0.835,50,0.3,0.3,10,5,raw,10
